,response,context,context/0,context/1,context/2,context/3
0,"And, uh, I think they're spending a lot of time with them.",Right.,"I think I think we're going to talk about parents spending time with their children. We,  have three children who are eleven, nine, and eight.",Okay. How many kids do you have?,Yes.,All right?
1,"Right, I think,  I think it's important.","So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,",Right.,"I think I think we're going to talk about parents spending time with their children. We,  have three children who are eleven, nine, and eight.",Okay. How many kids do you have?,Yes.
2,"and, uh, we don't really know what they are.",Uh-huh.,"So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,",Right.,"I think I think we're going to talk about parents spending time with their children. We,  have three children who are eleven, nine, and eight.",Okay. How many kids do you have?
3,"No, we don't.",Anyway. You don't have children?,Uh-huh.,"So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,",Right.,"I think I think we're going to talk about parents spending time with their children. We,  have three children who are eleven, nine, and eight."
4,Okay.,No.,Anyway. You don't have children?,Uh-huh.,"So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,",Right.
5,Yeah.,But you're married?,No.,Anyway. You don't have children?,Uh-huh.,"So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,"
6,Uh-oh.,"Yeah, we, we've been married for two and a half years. We've been trying for about two years but no luck yet.",But you're married?,No.,Anyway. You don't have children?,Uh-huh.
7,So.,Oh.,"Yeah, we, we've been married for two and a half years. We've been trying for about two years but no luck yet.",But you're married?,No.,Anyway. You don't have children?
8,"Oh, well.","Hopefully,",Oh.,"Yeah, we, we've been married for two and a half years. We've been trying for about two years but no luck yet.",But you're married?,No.
9,Sure.,"You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?","Hopefully,",Oh.,"Yeah, we, we've been married for two and a half years. We've been trying for about two years but no luck yet.",But you're married?
10,"I, I, I can't think of anything else.",Uh-huh.,"You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?","Hopefully,",Oh.,"Yeah, we, we've been married for two and a half years. We've been trying for about two years but no luck yet."
11,Okay.,"I'll be right back. Excuse me,  just a moment. They're going to get mad",Uh-huh.,"You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?","Hopefully,",Oh.
12,"Oh, really?","whispers to someone in the She had another call. She has just three kids, eleven, nine, and eight.","I'll be right back. Excuse me,  just a moment. They're going to get mad",Uh-huh.,"You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?","Hopefully,"
13,Hello.,Hello?,"whispers to someone in the She had another call. She has just three kids, eleven, nine, and eight.","I'll be right back. Excuse me,  just a moment. They're going to get mad",Uh-huh.,"You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?"
14,Hi.,Uh-huh.,Hello?,"whispers to someone in the She had another call. She has just three kids, eleven, nine, and eight.","I'll be right back. Excuse me,  just a moment. They're going to get mad",Uh-huh.
15,"Oh, okay.",I'm so sorry.,Uh-huh.,Hello?,"whispers to someone in the She had another call. She has just three kids, eleven, nine, and eight.","I'll be right back. Excuse me,  just a moment. They're going to get mad"
16,"Um, I think we have to talk about what kind of recycling. Do you have any, uh, ideas on what you would do to improve it?",All right.,I'm so sorry.,Uh-huh.,Hello?,"whispers to someone in the She had another call. She has just three kids, eleven, nine, and eight."
17,"Oh, I'm sorry. Um, do you have any children?",That was my daughter's Brownie leader telling me that there is a meeting tomorrow Brownie meeting.,All right.,I'm so sorry.,Uh-huh.,Hello?
