,response,context,context/0,context/1,context/2,context/3
0,"So, uh",Oh. Wonderful.,"And, uh, I'm building a, a log house at a farm that I have in East Texas, which is a hundred miles from here.","Oh. Uh-huh, wonderful.","Well, I, I collect antique tools, uh, for one thing, I well, I'm sort of in an antique business, but it's a little sideline, part time thing.",Tell me what you like to do.
1,Yeah.,"Yeah, it's really neat. And, uh, uh, course I've been working on it for five years, but, you know,",Oh. Wonderful.,"And, uh, I'm building a, a log house at a farm that I have in East Texas, which is a hundred miles from here.","Oh. Uh-huh, wonderful.","Well, I, I collect antique tools, uh, for one thing, I well, I'm sort of in an antique business, but it's a little sideline, part time thing."
2,Yeah.,"Oh, but how wonderful. Are you close to getting it done?","Yeah, it's really neat. And, uh, uh, course I've been working on it for five years, but, you know,",Oh. Wonderful.,"And, uh, I'm building a, a log house at a farm that I have in East Texas, which is a hundred miles from here.","Oh. Uh-huh, wonderful."
3,Oh my goodness.,"Yeah, yeah, it's getting real close to","Oh, but how wonderful. Are you close to getting it done?","Yeah, it's really neat. And, uh, uh, course I've been working on it for five years, but, you know,",Oh. Wonderful.,"And, uh, I'm building a, a log house at a farm that I have in East Texas, which is a hundred miles from here."
4,"and I'm just, I'm really excited about it, so I'm, I don't know, I just, it, it just keeps me very busy, and, uh.",Oh.,"Yeah, yeah, it's getting real close to","Oh, but how wonderful. Are you close to getting it done?","Yeah, it's really neat. And, uh, uh, course I've been working on it for five years, but, you know,",Oh. Wonderful.
5,Yeah.,"you know, of course there's still a lot of work to be done, and then when you get it completely, you know, the shell finished, uh, you still have a lot of stuff to do inside, but, uh,",Oh.,"Yeah, yeah, it's getting real close to","Oh, but how wonderful. Are you close to getting it done?","Yeah, it's really neat. And, uh, uh, course I've been working on it for five years, but, you know,"
6,"I'm not sure. I, I don't know, I have a friend who's really, uh",Are you going to move your whole family over there then?,"you know, of course there's still a lot of work to be done, and then when you get it completely, you know, the shell finished, uh, you still have a lot of stuff to do inside, but, uh,",Oh.,"Yeah, yeah, it's getting real close to","Oh, but how wonderful. Are you close to getting it done?"
7,Okay.,"No, actually, uh, I'm not even sure, I may, I'll probably always have a place here in Richardson or Dallas",Are you going to move your whole family over there then?,"you know, of course there's still a lot of work to be done, and then when you get it completely, you know, the shell finished, uh, you still have a lot of stuff to do inside, but, uh,",Oh.,"Yeah, yeah, it's getting real close to"
8,"and, uh","Uh-huh, kind of your getaway place.","No, actually, uh, I'm not even sure, I may, I'll probably always have a place here in Richardson or Dallas",Are you going to move your whole family over there then?,"you know, of course there's still a lot of work to be done, and then when you get it completely, you know, the shell finished, uh, you still have a lot of stuff to do inside, but, uh,",Oh.
9,"Uh, what type of camping do you like to do?","Yeah, escape. But it's beautiful, it's, you know, it's Eastern Hardwood, uh, forest, there are a lot of pine trees, but it's mostly oaks and.","Uh-huh, kind of your getaway place.","No, actually, uh, I'm not even sure, I may, I'll probably always have a place here in Richardson or Dallas",Are you going to move your whole family over there then?,"you know, of course there's still a lot of work to be done, and then when you get it completely, you know, the shell finished, uh, you still have a lot of stuff to do inside, but, uh,"
10,"Uh, it is.","Oh, how beautiful, and it's pretty flat there?","Yeah, escape. But it's beautiful, it's, you know, it's Eastern Hardwood, uh, forest, there are a lot of pine trees, but it's mostly oaks and.","Uh-huh, kind of your getaway place.","No, actually, uh, I'm not even sure, I may, I'll probably always have a place here in Richardson or Dallas",Are you going to move your whole family over there then?
11,"Uh, uh-hic, uh.","Well, it's kind of, hilly, but, it's, you know, low hills, it's not, uh,","Oh, how beautiful, and it's pretty flat there?","Yeah, escape. But it's beautiful, it's, you know, it's Eastern Hardwood, uh, forest, there are a lot of pine trees, but it's mostly oaks and.","Uh-huh, kind of your getaway place.","No, actually, uh, I'm not even sure, I may, I'll probably always have a place here in Richardson or Dallas"
12,Uh-uh.,"See, I've only been to Texas once. I have two sisters in Texas now, um, one in Austin, one in Dallas, and the one in Dallas is the one that got me to doing this","Well, it's kind of, hilly, but, it's, you know, low hills, it's not, uh,","Oh, how beautiful, and it's pretty flat there?","Yeah, escape. But it's beautiful, it's, you know, it's Eastern Hardwood, uh, forest, there are a lot of pine trees, but it's mostly oaks and.","Uh-huh, kind of your getaway place."
13,"so,",Yeah.,"See, I've only been to Texas once. I have two sisters in Texas now, um, one in Austin, one in Dallas, and the one in Dallas is the one that got me to doing this","Well, it's kind of, hilly, but, it's, you know, low hills, it's not, uh,","Oh, how beautiful, and it's pretty flat there?","Yeah, escape. But it's beautiful, it's, you know, it's Eastern Hardwood, uh, forest, there are a lot of pine trees, but it's mostly oaks and."
14,Uh-huh.,"and, uh, I thought Austin was beautiful",Yeah.,"See, I've only been to Texas once. I have two sisters in Texas now, um, one in Austin, one in Dallas, and the one in Dallas is the one that got me to doing this","Well, it's kind of, hilly, but, it's, you know, low hills, it's not, uh,","Oh, how beautiful, and it's pretty flat there?"
