,response,context,context/0,context/1,context/2,context/3
0,"Well  you know, it's,  it's getting to be a necessity.","Well, I just found out that my car like an old was thirty months old, and it doesn't seem like it's that old.",Have you recently bought a new car Catherine?,Okay,Yes.,Are you ready to start?
1,"And, uh, I bought it new,",Oh.,"Well, I just found out that my car like an old was thirty months old, and it doesn't seem like it's that old.",Have you recently bought a new car Catherine?,Okay,Yes.
2,Did you?,Seems like I just bought it.,Oh.,"Well, I just found out that my car like an old was thirty months old, and it doesn't seem like it's that old.",Have you recently bought a new car Catherine?,Okay
3,Yeah.,"Oh, wow.",Seems like I just bought it.,Oh.,"Well, I just found out that my car like an old was thirty months old, and it doesn't seem like it's that old.",Have you recently bought a new car Catherine?
4,"Yeah, well, I, I've had, uh","It's an eighty-nine and I bought it, uh, in, uh, eighty-eight so, yeah.","Oh, wow.",Seems like I just bought it.,Oh.,"Well, I just found out that my car like an old was thirty months old, and it doesn't seem like it's that old."
5,Yeah.,"Well, I really, the last car we got was a, was a used car. I really don't prefer buying a new car. I like to let somebody else pay for that","It's an eighty-nine and I bought it, uh, in, uh, eighty-eight so, yeah.","Oh, wow.",Seems like I just bought it.,Oh.
6,Yeah.,"I know, I really will do that the next time, I buy it too.","Well, I really, the last car we got was a, was a used car. I really don't prefer buying a new car. I like to let somebody else pay for that","It's an eighty-nine and I bought it, uh, in, uh, eighty-eight so, yeah.","Oh, wow.",Seems like I just bought it.
7,Yeah.,"But, uh mine was a year old,","I know, I really will do that the next time, I buy it too.","Well, I really, the last car we got was a, was a used car. I really don't prefer buying a new car. I like to let somebody else pay for that","It's an eighty-nine and I bought it, uh, in, uh, eighty-eight so, yeah.","Oh, wow."
8,"and, uh.",Uh-huh.,"But, uh mine was a year old,","I know, I really will do that the next time, I buy it too.","Well, I really, the last car we got was a, was a used car. I really don't prefer buying a new car. I like to let somebody else pay for that","It's an eighty-nine and I bought it, uh, in, uh, eighty-eight so, yeah."
9,Yeah.,"and we bought it for very functional purposes,",Uh-huh.,"But, uh mine was a year old,","I know, I really will do that the next time, I buy it too.","Well, I really, the last car we got was a, was a used car. I really don't prefer buying a new car. I like to let somebody else pay for that"
10,but I'm not sure that it was practical for us.,Uh-huh.,"and we bought it for very functional purposes,",Uh-huh.,"But, uh mine was a year old,","I know, I really will do that the next time, I buy it too."
11,Right.,"and that was we bought a station wagon. We wanted an economical car to operate,",Uh-huh.,"and we bought it for very functional purposes,",Uh-huh.,"But, uh mine was a year old,"
12,"but we wanted something that was light, you know,",Uh-huh.,"and that was we bought a station wagon. We wanted an economical car to operate,",Uh-huh.,"and we bought it for very functional purposes,",Uh-huh.
13,Uh.,"but we wanted one that could carry a lot of equipment. So, we chose a Nissan Stanza wagon.",Uh-huh.,"and that was we bought a station wagon. We wanted an economical car to operate,",Uh-huh.,"and we bought it for very functional purposes,"
14,"And it's a, uh, three fifty in the morning hours and it's got, uh uh, eight thousand miles on it.",Uh-huh.,"but we wanted one that could carry a lot of equipment. So, we chose a Nissan Stanza wagon.",Uh-huh.,"and that was we bought a station wagon. We wanted an economical car to operate,",Uh-huh.
15,"Well, that's nice.","And I've never been sorry,",Uh-huh.,"but we wanted one that could carry a lot of equipment. So, we chose a Nissan Stanza wagon.",Uh-huh.,"and that was we bought a station wagon. We wanted an economical car to operate,"
16,"and, uh, it's really, it, it handles just wonderfully.","Oh, that's wonderful.","And I've never been sorry,",Uh-huh.,"but we wanted one that could carry a lot of equipment. So, we chose a Nissan Stanza wagon.",Uh-huh.
17,"Uh,","however the need for that kind of car has changed now,","Oh, that's wonderful.","And I've never been sorry,",Uh-huh.,"but we wanted one that could carry a lot of equipment. So, we chose a Nissan Stanza wagon."
18,"I, I think, uh, I've been around a lot of people that have, uh","Uh-huh. Oh, okay.","however the need for that kind of car has changed now,","Oh, that's wonderful.","And I've never been sorry,",Uh-huh.
19,"Uh, well, that, that sounds like you have a very, uh uh, refined taste in cars.","and, uh, while it is still good, and it's quite serviceable, and I'll drive it until it no longer is reliable.","Uh-huh. Oh, okay.","however the need for that kind of car has changed now,","Oh, that's wonderful.","And I've never been sorry,"
20,"So,",Uh-huh. Huh.,"and, uh, while it is still good, and it's quite serviceable, and I'll drive it until it no longer is reliable.","Uh-huh. Oh, okay.","however the need for that kind of car has changed now,","Oh, that's wonderful."
21,"Well, that's, that is a good way to do it.",And probably then some I'll spend a lot of time praying over it before I give it up.,Uh-huh. Huh.,"and, uh, while it is still good, and it's quite serviceable, and I'll drive it until it no longer is reliable.","Uh-huh. Oh, okay.","however the need for that kind of car has changed now,"
22,"But, uh.",Sure.,And probably then some I'll spend a lot of time praying over it before I give it up.,Uh-huh. Huh.,"and, uh, while it is still good, and it's quite serviceable, and I'll drive it until it no longer is reliable.","Uh-huh. Oh, okay."
23,"Uh, yeah.","I think that I would like to, if you know, we all say, if I could have the car I always wanted I would either buy a Nissan Maxima, uh,",Sure.,And probably then some I'll spend a lot of time praying over it before I give it up.,Uh-huh. Huh.,"and, uh, while it is still good, and it's quite serviceable, and I'll drive it until it no longer is reliable."
