,response,context,context/0,context/1,context/2,context/3
0,I have not. I wish I did.,Have you?,Do you?,"Okay, wow","No, I don't.","Okay, uh, do you work outside the home?"
1,Yeah.,Have I?,Have you?,Do you?,"Okay, wow","No, I don't."
2,"Oh, that's great.","Yes, uh-huh.",Have I?,Have you?,Do you?,"Okay, wow"
3,"Oh, okay.","Uh, no, not actually","Yes, uh-huh.",Have I?,Have you?,Do you?
4,Okay.,"Okay, well, yes I do.","Uh, no, not actually","Yes, uh-huh.",Have I?,Have you?
5,Yes.,Okay.,"Okay, well, yes I do.","Uh, no, not actually","Yes, uh-huh.",Have I?
6,Right.,"In fact, I am at work right now. Uh, and so let me take the lead, uh, Angela. Uh, I think what is really important, uh, of course, salary is very important, because that's why you are working for your, for the money, but, job satisfaction to me is also, uh, very important in having a job. And, uh, one of the things that, uh, she asked us to discuss was benefits. Uh, I'm assuming that you are married and have a husband that supports you.",Okay.,"Okay, well, yes I do.","Uh, no, not actually","Yes, uh-huh."
7,!!!% You're married.,Right.,"In fact, I am at work right now. Uh, and so let me take the lead, uh, Angela. Uh, I think what is really important, uh, of course, salary is very important, because that's why you are working for your, for the money, but, job satisfaction to me is also, uh, very important in having a job. And, uh, one of the things that, uh, she asked us to discuss was benefits. Uh, I'm assuming that you are married and have a husband that supports you.",Okay.,"Okay, well, yes I do.","Uh, no, not actually"
8,Uh-huh.,"Okay. And so we could, we could talk about, uh, that path, you know, how important you think his benefits are. And, and, and, uh, how important you think they are and if, what would you like to see increased in his benefits.",Right.,"In fact, I am at work right now. Uh, and so let me take the lead, uh, Angela. Uh, I think what is really important, uh, of course, salary is very important, because that's why you are working for your, for the money, but, job satisfaction to me is also, uh, very important in having a job. And, uh, one of the things that, uh, she asked us to discuss was benefits. Uh, I'm assuming that you are married and have a husband that supports you.",Okay.,"Okay, well, yes I do."
9,!!!%!! Remind me.,Okay.,"Okay. And so we could, we could talk about, uh, that path, you know, how important you think his benefits are. And, and, and, uh, how important you think they are and if, what would you like to see increased in his benefits.",Right.,"In fact, I am at work right now. Uh, and so let me take the lead, uh, Angela. Uh, I think what is really important, uh, of course, salary is very important, because that's why you are working for your, for the money, but, job satisfaction to me is also, uh, very important in having a job. And, uh, one of the things that, uh, she asked us to discuss was benefits. Uh, I'm assuming that you are married and have a husband that supports you.",Okay.
10,Uh-huh.,"Like, uh, perhaps, uh, he has, uh, the benefit of having eyeglasses for the family, uh, uh, and how much coverage, uh, it provides and also, your hospital coverage, and, uh, um, probably dental. How important you think that would be.",Okay.,"Okay. And so we could, we could talk about, uh, that path, you know, how important you think his benefits are. And, and, and, uh, how important you think they are and if, what would you like to see increased in his benefits.",Right.,"In fact, I am at work right now. Uh, and so let me take the lead, uh, Angela. Uh, I think what is really important, uh, of course, salary is very important, because that's why you are working for your, for the money, but, job satisfaction to me is also, uh, very important in having a job. And, uh, one of the things that, uh, she asked us to discuss was benefits. Uh, I'm assuming that you are married and have a husband that supports you."
