,response,context,context/0,context/1,context/2,context/3
0,"Well, I, I work in a, a machine shop.",How do you dress for work?,Uh-huh.,How you dress for work and season to season and everything.,"Yes, I certainly did.",I guess you heard our our topic for today was clothing?
1,Yeah.,"Well, uh, uh about the same I dress for school. I, uh, I am a graduate student so, I don't have to worry too much about, uh, what I wear too much of the time. Which is nice.",How do you dress for work?,Uh-huh.,How you dress for work and season to season and everything.,"Yes, I certainly did."
2,"But, uh.",Sure.,"Well, uh, uh about the same I dress for school. I, uh, I am a graduate student so, I don't have to worry too much about, uh, what I wear too much of the time. Which is nice.",How do you dress for work?,Uh-huh.,How you dress for work and season to season and everything.
3,Well what type of things do you do?,"Uh Uh, uh, although I do, uh, a lot of,",Sure.,"Well, uh, uh about the same I dress for school. I, uh, I am a graduate student so, I don't have to worry too much about, uh, what I wear too much of the time. Which is nice.",How do you dress for work?,Uh-huh.
4,I'm a graduate of the school and so I know a lot about that kind of thing.,You bet.,"Uh Uh, uh, although I do, uh, a lot of,",Sure.,"Well, uh, uh about the same I dress for school. I, uh, I am a graduate student so, I don't have to worry too much about, uh, what I wear too much of the time. Which is nice.",How do you dress for work?
5,Yeah.,"I am a speech pathology major and so I do a lot of clinical work and when I do clinic work then I have to, uh, uh, look my best.",You bet.,"Uh Uh, uh, although I do, uh, a lot of,",Sure.,"Well, uh, uh about the same I dress for school. I, uh, I am a graduate student so, I don't have to worry too much about, uh, what I wear too much of the time. Which is nice."
6,Uh-huh.,Look professional,"I am a speech pathology major and so I do a lot of clinical work and when I do clinic work then I have to, uh, uh, look my best.",You bet.,"Uh Uh, uh, although I do, uh, a lot of,",Sure.
7,Unfortunately.,Yeah. Unfortunately.,Look professional,"I am a speech pathology major and so I do a lot of clinical work and when I do clinic work then I have to, uh, uh, look my best.",You bet.,"Uh Uh, uh, although I do, uh, a lot of,"
8,Uh-huh.,"Yeah, I understand. I am a, I own my company. I am in the, I am, uh, manufactures rep sales organization and my office is a small office and I am very casual and wear slacks and sports shirt and things like that",Yeah. Unfortunately.,Look professional,"I am a speech pathology major and so I do a lot of clinical work and when I do clinic work then I have to, uh, uh, look my best.",You bet.
9,"but, uh.",Uh-huh.,"Yeah, I understand. I am a, I own my company. I am in the, I am, uh, manufactures rep sales organization and my office is a small office and I am very casual and wear slacks and sports shirt and things like that",Yeah. Unfortunately.,Look professional,"I am a speech pathology major and so I do a lot of clinical work and when I do clinic work then I have to, uh, uh, look my best."
10,Right.,but then when I travel it is a little different situation.,Uh-huh.,"Yeah, I understand. I am a, I own my company. I am in the, I am, uh, manufactures rep sales organization and my office is a small office and I am very casual and wear slacks and sports shirt and things like that",Yeah. Unfortunately.,Look professional
11,"Well, I think it depends on the person.","Yeah, sure. Uh-huh. Yeah. Yeah. Uh, uh, do you find that, uh, on the average do people give uh, more credibility or less credibility to a professional, uh, to professionally dressed individual.",but then when I travel it is a little different situation.,Uh-huh.,"Yeah, I understand. I am a, I own my company. I am in the, I am, uh, manufactures rep sales organization and my office is a small office and I am very casual and wear slacks and sports shirt and things like that",Yeah. Unfortunately.
12,"Uh, yeah.","Yeah, I think in today's society, uh, there is more credibility to be quite honest","Yeah, sure. Uh-huh. Yeah. Yeah. Uh, uh, do you find that, uh, on the average do people give uh, more credibility or less credibility to a professional, uh, to professionally dressed individual.",but then when I travel it is a little different situation.,Uh-huh.,"Yeah, I understand. I am a, I own my company. I am in the, I am, uh, manufactures rep sales organization and my office is a small office and I am very casual and wear slacks and sports shirt and things like that"
13,"and I think that, that's, that, you know, the, the average American is now going to be embarrassed for what he did.",Uh-huh.,"Yeah, I think in today's society, uh, there is more credibility to be quite honest","Yeah, sure. Uh-huh. Yeah. Yeah. Uh, uh, do you find that, uh, on the average do people give uh, more credibility or less credibility to a professional, uh, to professionally dressed individual.",but then when I travel it is a little different situation.,Uh-huh.
14,!!!%!! Remind me.,"I will always remember, I will tell this real quick story when I graduated from college, my first job years ago, uh, thirty years ago, twenty-nine years ago, in fact, was selling agricultural fertilizer.",Uh-huh.,"Yeah, I think in today's society, uh, there is more credibility to be quite honest","Yeah, sure. Uh-huh. Yeah. Yeah. Uh, uh, do you find that, uh, on the average do people give uh, more credibility or less credibility to a professional, uh, to professionally dressed individual.",but then when I travel it is a little different situation.
15,"And, uh uh, I was the only one that, that I was able to, to actually get into a job with, uh.",Uh-huh.,"I will always remember, I will tell this real quick story when I graduated from college, my first job years ago, uh, thirty years ago, twenty-nine years ago, in fact, was selling agricultural fertilizer.",Uh-huh.,"Yeah, I think in today's society, uh, there is more credibility to be quite honest","Yeah, sure. Uh-huh. Yeah. Yeah. Uh, uh, do you find that, uh, on the average do people give uh, more credibility or less credibility to a professional, uh, to professionally dressed individual."
16,"Oh, really?","I worked for the, uh, Smith Douglas Division of Borden Chemical and I sold uh, you know, manure.",Uh-huh.,"I will always remember, I will tell this real quick story when I graduated from college, my first job years ago, uh, thirty years ago, twenty-nine years ago, in fact, was selling agricultural fertilizer.",Uh-huh.,"Yeah, I think in today's society, uh, there is more credibility to be quite honest"
17,And I did that for about four years.,Uh-huh.,"I worked for the, uh, Smith Douglas Division of Borden Chemical and I sold uh, you know, manure.",Uh-huh.,"I will always remember, I will tell this real quick story when I graduated from college, my first job years ago, uh, thirty years ago, twenty-nine years ago, in fact, was selling agricultural fertilizer.",Uh-huh.
18,"Oh, really.","And, uh, I would go out and call on farmers and I would always try to look my best wearing sport coats and things like that, but I was calling on guys that wore bib overalls.",Uh-huh.,"I worked for the, uh, Smith Douglas Division of Borden Chemical and I sold uh, you know, manure.",Uh-huh.,"I will always remember, I will tell this real quick story when I graduated from college, my first job years ago, uh, thirty years ago, twenty-nine years ago, in fact, was selling agricultural fertilizer."
19,"That's what I did when I was growing up, was I wore, uh shorts and a t-shirt,",Uh-huh.,"And, uh, I would go out and call on farmers and I would always try to look my best wearing sport coats and things like that, but I was calling on guys that wore bib overalls.",Uh-huh.,"I worked for the, uh, Smith Douglas Division of Borden Chemical and I sold uh, you know, manure.",Uh-huh.
20,Uh.,"And so, one day I got up and thought well I will just go casual and you know that I called on a guy wearing exactly that, bib overalls, and he sort of told me that he expected me to be professional",Uh-huh.,"And, uh, I would go out and call on farmers and I would always try to look my best wearing sport coats and things like that, but I was calling on guys that wore bib overalls.",Uh-huh.,"I worked for the, uh, Smith Douglas Division of Borden Chemical and I sold uh, you know, manure."
