,response,context,context/0,context/1,context/2,context/3
0,!!!%!! Remind me.,"And,",Uh-huh.,"Uh, yeah, uh, our, the my mother's side of the family is quite large, or well, was quite large at one time, and, uh, they, uh, for as long as I can remember, have had, uh, a yearly reunion, um, back, uh, early on they used to, to rotate them from from to, to different people's houses, in the family.","Do you have annual family reunions or,","Okay, uh."
1,"Yeah, uh-hope so, because, uh.",All local. Were they like all in Dallas?,"And,",Uh-huh.,"Uh, yeah, uh, our, the my mother's side of the family is quite large, or well, was quite large at one time, and, uh, they, uh, for as long as I can remember, have had, uh, a yearly reunion, um, back, uh, early on they used to, to rotate them from from to, to different people's houses, in the family.","Do you have annual family reunions or,"
2,Uh.,"Uh, no, no not, no, this was, well, I am actually from Mississippi, and, so that's,",All local. Were they like all in Dallas?,"And,",Uh-huh.,"Uh, yeah, uh, our, the my mother's side of the family is quite large, or well, was quite large at one time, and, uh, they, uh, for as long as I can remember, have had, uh, a yearly reunion, um, back, uh, early on they used to, to rotate them from from to, to different people's houses, in the family."
3,"but, uh,",Oh.,"Uh, no, no not, no, this was, well, I am actually from Mississippi, and, so that's,",All local. Were they like all in Dallas?,"And,",Uh-huh.
4,Uh-huh.,"it, it was around there generally.",Oh.,"Uh, no, no not, no, this was, well, I am actually from Mississippi, and, so that's,",All local. Were they like all in Dallas?,"And,"
5,"And, uh, so I was kind of hoping that, uh.","Uh-huh, uh-huh.","it, it was around there generally.",Oh.,"Uh, no, no not, no, this was, well, I am actually from Mississippi, and, so that's,",All local. Were they like all in Dallas?
6,"Oh, that is neat.","Uh, that's where the family grew.","Uh-huh, uh-huh.","it, it was around there generally.",Oh.,"Uh, no, no not, no, this was, well, I am actually from Mississippi, and, so that's,"
7,"Yeah, yeah.",Just from city to city then.,"Uh, that's where the family grew.","Uh-huh, uh-huh.","it, it was around there generally.",Oh.
8,Uh.,"Yeah, and it was not only in Mississippi, in some other places, as well,",Just from city to city then.,"Uh, that's where the family grew.","Uh-huh, uh-huh.","it, it was around there generally."
9,"so, it was a big deal for them.","Uh-huh, uh-huh.","Yeah, and it was not only in Mississippi, in some other places, as well,",Just from city to city then.,"Uh, that's where the family grew.","Uh-huh, uh-huh."
