,response,context,context/0,context/1,context/2,context/3
0,"Yeah, I, I live right by there,","You're in Plano also, huh?",I'm in Plano also,"Great, Nancy.","Hi, fine, I'm Nancy. How are you?","Brian in Plano, Texas. How are you doing today?"
1,"Oh, okay.","Yes, we're not too long distance today.","You're in Plano also, huh?",I'm in Plano also,"Great, Nancy.","Hi, fine, I'm Nancy. How are you?"
2,"Oh, that's nice.","Well, good to hear. I was just talking to someone the other day from Pennsylvania.","Yes, we're not too long distance today.","You're in Plano also, huh?",I'm in Plano also,"Great, Nancy."
3,"Yeah, I, I just, uh, I'm trying to think of the other one that I've seen recently that was pretty good was, uh. I don't know if you saw that one.","Oh, that was good. Utah, I've had a couple of, but that was it.","Well, good to hear. I was just talking to someone the other day from Pennsylvania.","Yes, we're not too long distance today.","You're in Plano also, huh?",I'm in Plano also
4,Yeah.,Really?,"Oh, that was good. Utah, I've had a couple of, but that was it.","Well, good to hear. I was just talking to someone the other day from Pennsylvania.","Yes, we're not too long distance today.","You're in Plano also, huh?"
5,What part of the country are you from?,Yeah.,Really?,"Oh, that was good. Utah, I've had a couple of, but that was it.","Well, good to hear. I was just talking to someone the other day from Pennsylvania.","Yes, we're not too long distance today."
6,!!!%!! Remind me.,"All right. Well, good to hear, good to hear.",Yeah.,Really?,"Oh, that was good. Utah, I've had a couple of, but that was it.","Well, good to hear. I was just talking to someone the other day from Pennsylvania."
7,Uh-huh.,Learned about their basketball team,"All right. Well, good to hear, good to hear.",Yeah.,Really?,"Oh, that was good. Utah, I've had a couple of, but that was it."
8,"I don't know, I'm blank on it.",Which one?,Learned about their basketball team,"All right. Well, good to hear, good to hear.",Yeah.,Really?
9,"Oh, really?","Uh, Jazz.",Which one?,Learned about their basketball team,"All right. Well, good to hear, good to hear.",Yeah.
10,"They, they, they're in it for a year.","Oh, yeah.","Uh, Jazz.",Which one?,Learned about their basketball team,"All right. Well, good to hear, good to hear."
11,"They're, they're a really good team.",Yeah.,"Oh, yeah.","Uh, Jazz.",Which one?,Learned about their basketball team
12,!!!%,The Utah Jazz.,Yeah.,"Oh, yeah.","Uh, Jazz.",Which one?
13,!!!%!! Remind me.,Yeah.,The Utah Jazz.,Yeah.,"Oh, yeah.","Uh, Jazz."
14,Uh-huh.,"Yeah, they're, they're pretty good. They've got some good good, some good, uh, good players out there.",Yeah.,The Utah Jazz.,Yeah.,"Oh, yeah."
15,"And, uh.",Yeah.,"Yeah, they're, they're pretty good. They've got some good good, some good, uh, good players out there.",Yeah.,The Utah Jazz.,Yeah.
16,"Uh, yeah.","Well, you ready for New Year's Eve?",Yeah.,"Yeah, they're, they're pretty good. They've got some good good, some good, uh, good players out there.",Yeah.,The Utah Jazz.
17,"Oh, that's great.",I am.,"Well, you ready for New Year's Eve?",Yeah.,"Yeah, they're, they're pretty good. They've got some good good, some good, uh, good players out there.",Yeah.
18,"Yeah,","Good. Should we, uh, start this so we can,",I am.,"Well, you ready for New Year's Eve?",Yeah.,"Yeah, they're, they're pretty good. They've got some good good, some good, uh, good players out there."
19,"All right, well, I think we're all ready",Okay.,"Good. Should we, uh, start this so we can,",I am.,"Well, you ready for New Year's Eve?",Yeah.
20,"Uh, I, I don't know if you've ever heard of us.",What was your name again?,Okay.,"Good. Should we, uh, start this so we can,",I am.,"Well, you ready for New Year's Eve?"
