,response,context,context/0,context/1,context/2,context/3
0,"and, uh, I, I don't know, I just, I do believe in funding AIDS research and I think it's really a shame that we don't have the support that we have.","More money )),","AIDS research is something that, that, I think whether our country is putting enough money into it",What are we supposed to discuss again?,"Uh, go ahead.",Okay.
1,Uh-huh.,"and actually I'm concerned that they're not. I have a friend who is working with, uh, who works with, uh, travel groups,","More money )),","AIDS research is something that, that, I think whether our country is putting enough money into it",What are we supposed to discuss again?,"Uh, go ahead."
2,"and they have AIDS research and, and they are saying that they have a real problem.",Uh-huh.,"and actually I'm concerned that they're not. I have a friend who is working with, uh, who works with, uh, travel groups,","More money )),","AIDS research is something that, that, I think whether our country is putting enough money into it",What are we supposed to discuss again?
3,Uh.,"and one of the ones that he's worked with was professionals who came in for an AIDS, uh, conference in, uh, California.",Uh-huh.,"and actually I'm concerned that they're not. I have a friend who is working with, uh, who works with, uh, travel groups,","More money )),","AIDS research is something that, that, I think whether our country is putting enough money into it"
4,"And, uh they had a, a very, uh...",Uh-huh.,"and one of the ones that he's worked with was professionals who came in for an AIDS, uh, conference in, uh, California.",Uh-huh.,"and actually I'm concerned that they're not. I have a friend who is working with, uh, who works with, uh, travel groups,","More money )),"
5,"Oh, really?","And these were from other, people from other countries. He's a translator.",Uh-huh.,"and one of the ones that he's worked with was professionals who came in for an AIDS, uh, conference in, uh, California.",Uh-huh.,"and actually I'm concerned that they're not. I have a friend who is working with, uh, who works with, uh, travel groups,"
6,"So, they had to come in and they had this machine that does it for them.",Uh-huh.,"And these were from other, people from other countries. He's a translator.",Uh-huh.,"and one of the ones that he's worked with was professionals who came in for an AIDS, uh, conference in, uh, California.",Uh-huh.
7,Right.,"And in talking to the people from France he said, you know, he says, one of the things that really concerns me is your government is not telling you enough about how it and frightening this epidemic is. And they're letting, the information out slowly about how, you know, how big it is.",Uh-huh.,"And these were from other, people from other countries. He's a translator.",Uh-huh.,"and one of the ones that he's worked with was professionals who came in for an AIDS, uh, conference in, uh, California."
8,But I don't think they're really telling us enough.,Huh.,"And in talking to the people from France he said, you know, he says, one of the things that really concerns me is your government is not telling you enough about how it and frightening this epidemic is. And they're letting, the information out slowly about how, you know, how big it is.",Uh-huh.,"And these were from other, people from other countries. He's a translator.",Uh-huh.
9,Yeah.,"Which is scary, you know, pretty scary when so many people get it. So, I guess I'm, I'm, I'd like to see us spend more. I don't know that spending more always gets it.",Huh.,"And in talking to the people from France he said, you know, he says, one of the things that really concerns me is your government is not telling you enough about how it and frightening this epidemic is. And they're letting, the information out slowly about how, you know, how big it is.",Uh-huh.,"And these were from other, people from other countries. He's a translator."
10,"Well, you don't have any of the other diseases that we do.","Yeah. I'm, I'm ambivalent about it because, um, uh, well it is very frightening and scary. I have no perspective on how it relates to other diseases, and, uh, I mean whether,","Which is scary, you know, pretty scary when so many people get it. So, I guess I'm, I'm, I'd like to see us spend more. I don't know that spending more always gets it.",Huh.,"And in talking to the people from France he said, you know, he says, one of the things that really concerns me is your government is not telling you enough about how it and frightening this epidemic is. And they're letting, the information out slowly about how, you know, how big it is.",Uh-huh.
11,"Well, I think, I, I agree with you, I also think that, uh","You mean more money for that means less for cancer or,","Yeah. I'm, I'm ambivalent about it because, um, uh, well it is very frightening and scary. I have no perspective on how it relates to other diseases, and, uh, I mean whether,","Which is scary, you know, pretty scary when so many people get it. So, I guess I'm, I'm, I'd like to see us spend more. I don't know that spending more always gets it.",Huh.,"And in talking to the people from France he said, you know, he says, one of the things that really concerns me is your government is not telling you enough about how it and frightening this epidemic is. And they're letting, the information out slowly about how, you know, how big it is."
12,"or, or, or what it really means is that, uh.",Yes.,"You mean more money for that means less for cancer or,","Yeah. I'm, I'm ambivalent about it because, um, uh, well it is very frightening and scary. I have no perspective on how it relates to other diseases, and, uh, I mean whether,","Which is scary, you know, pretty scary when so many people get it. So, I guess I'm, I'm, I'd like to see us spend more. I don't know that spending more always gets it.",Huh.
13,Uh-huh.,yeah.,Yes.,"You mean more money for that means less for cancer or,","Yeah. I'm, I'm ambivalent about it because, um, uh, well it is very frightening and scary. I have no perspective on how it relates to other diseases, and, uh, I mean whether,","Which is scary, you know, pretty scary when so many people get it. So, I guess I'm, I'm, I'd like to see us spend more. I don't know that spending more always gets it."
14,Uh-huh.,"And, uh, whether those diseases can some difference could be made if you did pour more money in like diabetes research",yeah.,Yes.,"You mean more money for that means less for cancer or,","Yeah. I'm, I'm ambivalent about it because, um, uh, well it is very frightening and scary. I have no perspective on how it relates to other diseases, and, uh, I mean whether,"
15,and I'm not sure that that's going to happen.,Uh-huh.,"And, uh, whether those diseases can some difference could be made if you did pour more money in like diabetes research",yeah.,Yes.,"You mean more money for that means less for cancer or,"
16,"And that's, that's a, that was a big leap for me. I didn't know that diseases were that deadly.",uh,Uh-huh.,"And, uh, whether those diseases can some difference could be made if you did pour more money in like diabetes research",yeah.,Yes.
17,"Yeah, I, I agree. Uh, I think that, uh that, that's a really important part of, uh uh, education and that, you know, that you have to have the ability to have that, because I think, uh-hil SAMHUNTUM is a good example of that,",Uh-huh.,uh,Uh-huh.,"And, uh, whether those diseases can some difference could be made if you did pour more money in like diabetes research",yeah.
18,"Uh, well, I think it's, it's more of a, a social disease than a, you see in some of the older sixties or seventies, you would think.","didn't, uh, you know, but I, uh, then part of it's lack of education. I don't know whether, whether, you know, where our money would be most effectively spent.",Uh-huh.,uh,Uh-huh.,"And, uh, whether those diseases can some difference could be made if you did pour more money in like diabetes research"
19,"Uh, I know that, uh.","Well it, I, I agree with you there because I know every time that something comes into vogue all the money goes to that one and you don't know whether it's still also going to the other or if it's a limited pie.","didn't, uh, you know, but I, uh, then part of it's lack of education. I don't know whether, whether, you know, where our money would be most effectively spent.",Uh-huh.,uh,Uh-huh.
20,"And, uh",Uh-huh.,"Well it, I, I agree with you there because I know every time that something comes into vogue all the money goes to that one and you don't know whether it's still also going to the other or if it's a limited pie.","didn't, uh, you know, but I, uh, then part of it's lack of education. I don't know whether, whether, you know, where our money would be most effectively spent.",Uh-huh.,uh
21,Yeah.,"Money from, money for taking care of the infants takes money away from taking care of the elderly, or do they both get served? Uh, that's a good point.",Uh-huh.,"Well it, I, I agree with you there because I know every time that something comes into vogue all the money goes to that one and you don't know whether it's still also going to the other or if it's a limited pie.","didn't, uh, you know, but I, uh, then part of it's lack of education. I don't know whether, whether, you know, where our money would be most effectively spent.",Uh-huh.
22,Right.,"And I'm, I am concerned a lot about, uh, I'm concerned about, uh, two things. One is preventing the spread and the other is for, uh, for, uh, treating the illness.","Money from, money for taking care of the infants takes money away from taking care of the elderly, or do they both get served? Uh, that's a good point.",Uh-huh.,"Well it, I, I agree with you there because I know every time that something comes into vogue all the money goes to that one and you don't know whether it's still also going to the other or if it's a limited pie.","didn't, uh, you know, but I, uh, then part of it's lack of education. I don't know whether, whether, you know, where our money would be most effectively spent."
23,So I'm really concerned about that.,Uh-huh.,"And I'm, I am concerned a lot about, uh, I'm concerned about, uh, two things. One is preventing the spread and the other is for, uh, for, uh, treating the illness.","Money from, money for taking care of the infants takes money away from taking care of the elderly, or do they both get served? Uh, that's a good point.",Uh-huh.,"Well it, I, I agree with you there because I know every time that something comes into vogue all the money goes to that one and you don't know whether it's still also going to the other or if it's a limited pie."
24,"I think, I think the, the, uh the, you know, the medical care, the quality of doctors is questionable.","And I'm not certain, I, I, again this, I'm telling you, basically I don't have any opinion.",Uh-huh.,"And I'm, I am concerned a lot about, uh, I'm concerned about, uh, two things. One is preventing the spread and the other is for, uh, for, uh, treating the illness.","Money from, money for taking care of the infants takes money away from taking care of the elderly, or do they both get served? Uh, that's a good point.",Uh-huh.
25,"I'm not, I don, I really don't know what the answer is.",Uh-huh.,"And I'm not certain, I, I, again this, I'm telling you, basically I don't have any opinion.",Uh-huh.,"And I'm, I am concerned a lot about, uh, I'm concerned about, uh, two things. One is preventing the spread and the other is for, uh, for, uh, treating the illness.","Money from, money for taking care of the infants takes money away from taking care of the elderly, or do they both get served? Uh, that's a good point."
26,Yeah.,"But whether or not it would be, uh, our money would be better spent, uh, teaching, you know, working on the drug problems and the, and the sex problems, uh, rather than trying to cure the people that already have it.",Uh-huh.,"And I'm not certain, I, I, again this, I'm telling you, basically I don't have any opinion.",Uh-huh.,"And I'm, I am concerned a lot about, uh, I'm concerned about, uh, two things. One is preventing the spread and the other is for, uh, for, uh, treating the illness."
27,Yeah.,"Well, and one of the things I'd, and I'm with you that I don't know is, is that really the only way it's being transmitted or was that the easier way to tell us and we're going to find out more.","But whether or not it would be, uh, our money would be better spent, uh, teaching, you know, working on the drug problems and the, and the sex problems, uh, rather than trying to cure the people that already have it.",Uh-huh.,"And I'm not certain, I, I, again this, I'm telling you, basically I don't have any opinion.",Uh-huh.
28,"And I don, I don'e, I think that's right.","Yeah, well, you know,","Well, and one of the things I'd, and I'm with you that I don't know is, is that really the only way it's being transmitted or was that the easier way to tell us and we're going to find out more.","But whether or not it would be, uh, our money would be better spent, uh, teaching, you know, working on the drug problems and the, and the sex problems, uh, rather than trying to cure the people that already have it.",Uh-huh.,"And I'm not certain, I, I, again this, I'm telling you, basically I don't have any opinion."
29,"I mean, you, you have to look at it more from a, a selfish point of view, you don't want to, you want to take care of the world and you want, you can't just come in and do this, you need to make this world a better place for all of us,","That's, that's the part that,","Yeah, well, you know,","Well, and one of the things I'd, and I'm with you that I don't know is, is that really the only way it's being transmitted or was that the easier way to tell us and we're going to find out more.","But whether or not it would be, uh, our money would be better spent, uh, teaching, you know, working on the drug problems and the, and the sex problems, uh, rather than trying to cure the people that already have it.",Uh-huh.
30,"That, that, that would be true.","t-, whether my dentist or","That's, that's the part that,","Yeah, well, you know,","Well, and one of the things I'd, and I'm with you that I don't know is, is that really the only way it's being transmitted or was that the easier way to tell us and we're going to find out more.","But whether or not it would be, uh, our money would be better spent, uh, teaching, you know, working on the drug problems and the, and the sex problems, uh, rather than trying to cure the people that already have it."
