,response,context,context/0,context/1,context/2,context/3
0,"Yeah, I like that.","And the Moody Blues, and I like to listen to piano music a whole lot, and Willie Nelson.",Yeah,"So I like Gordon Lightfoot, do you know who he is?",Uh-huh.,"I was trying to think about some of my favorite people that I liked in music and they're, none of them are recent, right."
1,Yeah.,"Uh-huh. So you like a, a variety.","And the Moody Blues, and I like to listen to piano music a whole lot, and Willie Nelson.",Yeah,"So I like Gordon Lightfoot, do you know who he is?",Uh-huh.
2,"I like a variety, I like a good, uh, uh",Yeah.,"Uh-huh. So you like a, a variety.","And the Moody Blues, and I like to listen to piano music a whole lot, and Willie Nelson.",Yeah,"So I like Gordon Lightfoot, do you know who he is?"
3,"Yeah, and, uh, I, I like country music, too.","Sort of easy listening because you like country but then,",Yeah.,"Uh-huh. So you like a, a variety.","And the Moody Blues, and I like to listen to piano music a whole lot, and Willie Nelson.",Yeah
4,"Uh, that's true.","But not all country. I don't like that, when they start,","Sort of easy listening because you like country but then,",Yeah.,"Uh-huh. So you like a, a variety.","And the Moody Blues, and I like to listen to piano music a whole lot, and Willie Nelson."
5,"I mean, I just, I like to listen to whatever they're saying.",Um.,"But not all country. I don't like that, when they start,","Sort of easy listening because you like country but then,",Yeah.,"Uh-huh. So you like a, a variety."
6,Uh-huh.,I don't know. I just like Willie Nelson I guess because he's such a character.,Um.,"But not all country. I don't like that, when they start,","Sort of easy listening because you like country but then,",Yeah.
7,"Yeah, I do too.","Oh, uh-huh. Yeah, I, I like some of his songs, though. They're, they're not so, they're not so sad country all the time. They're just kind of sweet sometimes.",I don't know. I just like Willie Nelson I guess because he's such a character.,Um.,"But not all country. I don't like that, when they start,","Sort of easy listening because you like country but then,"
8,"And, uh,",Yeah.,"Oh, uh-huh. Yeah, I, I like some of his songs, though. They're, they're not so, they're not so sad country all the time. They're just kind of sweet sometimes.",I don't know. I just like Willie Nelson I guess because he's such a character.,Um.,"But not all country. I don't like that, when they start,"
9,Uh-hau.,"You know, I mean they're not the, the typical country where they're just, you know, my wife left me, my dog left me, you know",Yeah.,"Oh, uh-huh. Yeah, I, I like some of his songs, though. They're, they're not so, they're not so sad country all the time. They're just kind of sweet sometimes.",I don't know. I just like Willie Nelson I guess because he's such a character.,Um.
10,and I know.,My truck is broken down.,"You know, I mean they're not the, the typical country where they're just, you know, my wife left me, my dog left me, you know",Yeah.,"Oh, uh-huh. Yeah, I, I like some of his songs, though. They're, they're not so, they're not so sad country all the time. They're just kind of sweet sometimes.",I don't know. I just like Willie Nelson I guess because he's such a character.
11,"Oh, my.","Yeah, my truck's broken down and my house just burned down, you know.",My truck is broken down.,"You know, I mean they're not the, the typical country where they're just, you know, my wife left me, my dog left me, you know",Yeah.,"Oh, uh-huh. Yeah, I, I like some of his songs, though. They're, they're not so, they're not so sad country all the time. They're just kind of sweet sometimes."
12,"So, uh, you're right, I think that, uh you know that, you have to have some, uh a commitment on, uh  rehabilitation and, and, you don't want somebody that's addicted or whatever to, uh",Yeah.,"Yeah, my truck's broken down and my house just burned down, you know.",My truck is broken down.,"You know, I mean they're not the, the typical country where they're just, you know, my wife left me, my dog left me, you know",Yeah.
13,"Well, that's all right.","But,",Yeah.,"Yeah, my truck's broken down and my house just burned down, you know.",My truck is broken down.,"You know, I mean they're not the, the typical country where they're just, you know, my wife left me, my dog left me, you know"
14,"Oh, okay.","There, there's a guy, have you ever heard of George Winston, he plays piano.","But,",Yeah.,"Yeah, my truck's broken down and my house just burned down, you know.",My truck is broken down.
15,"Well, he's a, he, he played in a couple of symphony orchestras.",No.,"There, there's a guy, have you ever heard of George Winston, he plays piano.","But,",Yeah.,"Yeah, my truck's broken down and my house just burned down, you know."
16,"Yeah, I, I like, I think that was one of the most, um, I don't know, I guess, the most consistently, um.","I think he's dead now, but he plays wonderfully.",No.,"There, there's a guy, have you ever heard of George Winston, he plays piano.","But,",Yeah.
17,He's a wonderful man.,Uh-huh.,"I think he's dead now, but he plays wonderfully.",No.,"There, there's a guy, have you ever heard of George Winston, he plays piano.","But,"
18,"Yeah, he's, uh, he was a really interesting character.",I like that.,Uh-huh.,"I think he's dead now, but he plays wonderfully.",No.,"There, there's a guy, have you ever heard of George Winston, he plays piano."
19,"Uh, I like it.","Are, are you, do you play the piano, is, or you just like it?",I like that.,Uh-huh.,"I think he's dead now, but he plays wonderfully.",No.
20,"Uh, well, I, I do, I have a, a brother-in-law who, uh, plays the piano.","Very badly. I've got a piano,","Are, are you, do you play the piano, is, or you just like it?",I like that.,Uh-huh.,"I think he's dead now, but he plays wonderfully."
21,"but I, I don't know, I just, I like the, I, uh, I do like the sound of the, of the concert band.",Yeah.,"Very badly. I've got a piano,","Are, are you, do you play the piano, is, or you just like it?",I like that.,Uh-huh.
22,That's great.,"my mother got a piano and, uh, vowed that someone in the family was going to learn, so we all had to take lessons, and I was the one that did the least poorly, so she gave it to me. And it's sitting here mostly taking up space, but sometimes it makes you feel good to sit down and play it. It is real relaxing.",Yeah.,"Very badly. I've got a piano,","Are, are you, do you play the piano, is, or you just like it?",I like that.
23,It is.,"Yeah, it must be fun to be able to play it and, you know, if you can play tunes that people can sing along to it'd be, it'd be kind of fun, I think.","my mother got a piano and, uh, vowed that someone in the family was going to learn, so we all had to take lessons, and I was the one that did the least poorly, so she gave it to me. And it's sitting here mostly taking up space, but sometimes it makes you feel good to sit down and play it. It is real relaxing.",Yeah.,"Very badly. I've got a piano,","Are, are you, do you play the piano, is, or you just like it?"
