,response,context,context/0,context/1,context/2,context/3
0,"Well, that's, that, that would be good.","I think,",Uh-huh.,"Um, I, I understand that it's being proposed as a requirement, for, uh, young people to be, to go into public service.",All right.,Okay.
1,Right.,"Yes, all, all young Americans, they did not specify, you know, exactly what young means.","I think,",Uh-huh.,"Um, I, I understand that it's being proposed as a requirement, for, uh, young people to be, to go into public service.",All right.
2,"Oh, yeah, I agree.","Yeah, yeah. I think that it probably would be a, a good program. I think probably two years is too long.","Yes, all, all young Americans, they did not specify, you know, exactly what young means.","I think,",Uh-huh.,"Um, I, I understand that it's being proposed as a requirement, for, uh, young people to be, to go into public service."
3,"It's, it's, uh, it is not a, not a very long program.",Yeah.,"Yeah, yeah. I think that it probably would be a, a good program. I think probably two years is too long.","Yes, all, all young Americans, they did not specify, you know, exactly what young means.","I think,",Uh-huh.
4,Uh-huh.,"I think maybe a year would be, the longest.",Yeah.,"Yeah, yeah. I think that it probably would be a, a good program. I think probably two years is too long.","Yes, all, all young Americans, they did not specify, you know, exactly what young means.","I think,"
5,Uh-huh.,"Yeah. Yeah, you're probably right, two years might be a little too long.","I think maybe a year would be, the longest.",Yeah.,"Yeah, yeah. I think that it probably would be a, a good program. I think probably two years is too long.","Yes, all, all young Americans, they did not specify, you know, exactly what young means."
6,Right.,"Yeah, and there will be a lot of rebellion in that and when you get people who have no desire to be there in the first place, I don't think that they're going to be serving anybody.","Yeah. Yeah, you're probably right, two years might be a little too long.","I think maybe a year would be, the longest.",Yeah.,"Yeah, yeah. I think that it probably would be a, a good program. I think probably two years is too long."
7,Uh-huh.,"That's right. That, that would be the problem. Sure would.","Yeah, and there will be a lot of rebellion in that and when you get people who have no desire to be there in the first place, I don't think that they're going to be serving anybody.","Yeah. Yeah, you're probably right, two years might be a little too long.","I think maybe a year would be, the longest.",Yeah.
8,Uh-huh.,"Yeah. So I think it would be a good thing though, to encourage other people who aren't even aware that they can do such a thing. to get out there and do so.","That's right. That, that would be the problem. Sure would.","Yeah, and there will be a lot of rebellion in that and when you get people who have no desire to be there in the first place, I don't think that they're going to be serving anybody.","Yeah. Yeah, you're probably right, two years might be a little too long.","I think maybe a year would be, the longest."
9,Yeah,"Uh-huh. Uh-huh. Yeah, or maybe offer them, you know, some sort of an incentive to do it. Uh, you know college credit, you know, something, you know,","Yeah. So I think it would be a good thing though, to encourage other people who aren't even aware that they can do such a thing. to get out there and do so.","That's right. That, that would be the problem. Sure would.","Yeah, and there will be a lot of rebellion in that and when you get people who have no desire to be there in the first place, I don't think that they're going to be serving anybody.","Yeah. Yeah, you're probably right, two years might be a little too long."
10,"but I think there's, you, you have to have some sort, of a commitment to do that.",Yeah. Right.,"Uh-huh. Uh-huh. Yeah, or maybe offer them, you know, some sort of an incentive to do it. Uh, you know college credit, you know, something, you know,","Yeah. So I think it would be a good thing though, to encourage other people who aren't even aware that they can do such a thing. to get out there and do so.","That's right. That, that would be the problem. Sure would.","Yeah, and there will be a lot of rebellion in that and when you get people who have no desire to be there in the first place, I don't think that they're going to be serving anybody."
11,"Well, what would be your advice to a parent of a child, uh, to choose between college and, and a college that does accept a certain amount of credits?","I'm not sure what but,",Yeah. Right.,"Uh-huh. Uh-huh. Yeah, or maybe offer them, you know, some sort of an incentive to do it. Uh, you know college credit, you know, something, you know,","Yeah. So I think it would be a good thing though, to encourage other people who aren't even aware that they can do such a thing. to get out there and do so.","That's right. That, that would be the problem. Sure would."
12,"I mean, I'm not, I don't know.","Right. College credit is a good idea because,","I'm not sure what but,",Yeah. Right.,"Uh-huh. Uh-huh. Yeah, or maybe offer them, you know, some sort of an incentive to do it. Uh, you know college credit, you know, something, you know,","Yeah. So I think it would be a good thing though, to encourage other people who aren't even aware that they can do such a thing. to get out there and do so."
13,"Yeah, that's true.","I'm not sure they need to be, you know, paid, you know, a super do salary of any kind.","Right. College credit is a good idea because,","I'm not sure what but,",Yeah. Right.,"Uh-huh. Uh-huh. Yeah, or maybe offer them, you know, some sort of an incentive to do it. Uh, you know college credit, you know, something, you know,"
14,"But,",Right.,"I'm not sure they need to be, you know, paid, you know, a super do salary of any kind.","Right. College credit is a good idea because,","I'm not sure what but,",Yeah. Right.
15,Yeah.,"but that, that kind of takes away from public service.",Right.,"I'm not sure they need to be, you know, paid, you know, a super do salary of any kind.","Right. College credit is a good idea because,","I'm not sure what but,"
16,Yeah.,"That's right Yeah, they probably couldn't do anything monetary, but I think, giving, giving some kind of college credit,","but that, that kind of takes away from public service.",Right.,"I'm not sure they need to be, you know, paid, you know, a super do salary of any kind.","Right. College credit is a good idea because,"
17,Uh-huh.,"But, just, you know, to receive a letter in the mail, that says, you know, you need to report somewhere by next Monday, you know you need to report somewhere by next Monday, you know. I'm not sure that would be a terrifically good idea.","That's right Yeah, they probably couldn't do anything monetary, but I think, giving, giving some kind of college credit,","but that, that kind of takes away from public service.",Right.,"I'm not sure they need to be, you know, paid, you know, a super do salary of any kind."
18,Uh-huh.,"No, I don't think so either because a lot of people, um, depending on how the public service programs are set up and I'm not that familiar with them to know,","But, just, you know, to receive a letter in the mail, that says, you know, you need to report somewhere by next Monday, you know you need to report somewhere by next Monday, you know. I'm not sure that would be a terrifically good idea.","That's right Yeah, they probably couldn't do anything monetary, but I think, giving, giving some kind of college credit,","but that, that kind of takes away from public service.",Right.
19,"so I don know, I, I just, I'm, I guess I'm cynical about it, but, uh,",I'm not either really.,"No, I don't think so either because a lot of people, um, depending on how the public service programs are set up and I'm not that familiar with them to know,","But, just, you know, to receive a letter in the mail, that says, you know, you need to report somewhere by next Monday, you know you need to report somewhere by next Monday, you know. I'm not sure that would be a terrifically good idea.","That's right Yeah, they probably couldn't do anything monetary, but I think, giving, giving some kind of college credit,","but that, that kind of takes away from public service."
20,Right.,"But, you know, if, a, a lot of people flat can't afford to.",I'm not either really.,"No, I don't think so either because a lot of people, um, depending on how the public service programs are set up and I'm not that familiar with them to know,","But, just, you know, to receive a letter in the mail, that says, you know, you need to report somewhere by next Monday, you know you need to report somewhere by next Monday, you know. I'm not sure that would be a terrifically good idea.","That's right Yeah, they probably couldn't do anything monetary, but I think, giving, giving some kind of college credit,"
