,response,context,context/0,context/1,context/2,context/3
0,"And we had to cut down our garden, because we were afraid of the blackening, and it was getting so hot, and so we were going to have to put up all our blackening mounds, and then we were trying to get out of that, and that was, that was the worst part of it.","Uh-huh, uh-huh.","We had to put so much poison out on everything that we thought, Who'd want to eat that stuff.",Oh.,"Well, we've tried having, let me turn the T V off, we've tried having a vegetable garden, and I'm from Chicago, and the way that, uh, bugs and weeds grow down here is very different from Chicago. And we have tried several years in a row, and we've given up, between the fire ants, the pill bugs, the weeds, the drought, and a hundred and ten degree heat all Summer, and we just kind of, uh, decided to go with a few flowers and give up on the vegetable garden","Well, what kind of garden do you have?"
1,"Well, I, I think, I'm not sure what the solution to that is. I think that we have to go more, uh","You know, so we have really been frustrated by our gardening attempts here, and, uh, if you really water a lot, you can do it, but, you know, when you have to pay for water, it really gets to be an annoyance to have to water constantly.","Uh-huh, uh-huh.","We had to put so much poison out on everything that we thought, Who'd want to eat that stuff.",Oh.,"Well, we've tried having, let me turn the T V off, we've tried having a vegetable garden, and I'm from Chicago, and the way that, uh, bugs and weeds grow down here is very different from Chicago. And we have tried several years in a row, and we've given up, between the fire ants, the pill bugs, the weeds, the drought, and a hundred and ten degree heat all Summer, and we just kind of, uh, decided to go with a few flowers and give up on the vegetable garden"
2,"So, uh",Uh-huh.,"You know, so we have really been frustrated by our gardening attempts here, and, uh, if you really water a lot, you can do it, but, you know, when you have to pay for water, it really gets to be an annoyance to have to water constantly.","Uh-huh, uh-huh.","We had to put so much poison out on everything that we thought, Who'd want to eat that stuff.",Oh.
3,Do you find it difficult to get along with other people when you do gardening?,"So, right now we're just,",Uh-huh.,"You know, so we have really been frustrated by our gardening attempts here, and, uh, if you really water a lot, you can do it, but, you know, when you have to pay for water, it really gets to be an annoyance to have to water constantly.","Uh-huh, uh-huh.","We had to put so much poison out on everything that we thought, Who'd want to eat that stuff."
4,"Yeah, we do, uh.",Do you have a lawn?,"So, right now we're just,",Uh-huh.,"You know, so we have really been frustrated by our gardening attempts here, and, uh, if you really water a lot, you can do it, but, you know, when you have to pay for water, it really gets to be an annoyance to have to water constantly.","Uh-huh, uh-huh."
5,"Uh, yeah, we have a, a garden, too, but it's a full time job.","Yeah, we, we just try to maintain the lawn and the shrubs right now, and the trees. We have a peach tree. That's the extent of our, um, contributing to our food supply. But that's nice to have",Do you have a lawn?,"So, right now we're just,",Uh-huh.,"You know, so we have really been frustrated by our gardening attempts here, and, uh, if you really water a lot, you can do it, but, you know, when you have to pay for water, it really gets to be an annoyance to have to water constantly."
6,so.,"Oh, yeah.","Yeah, we, we just try to maintain the lawn and the shrubs right now, and the trees. We have a peach tree. That's the extent of our, um, contributing to our food supply. But that's nice to have",Do you have a lawn?,"So, right now we're just,",Uh-huh.
7,"Well, we're in the north end of Oak Cliff in, uh, South Dallas, Texas.",yeah. So what do you do up there?,"Oh, yeah.","Yeah, we, we just try to maintain the lawn and the shrubs right now, and the trees. We have a peach tree. That's the extent of our, um, contributing to our food supply. But that's nice to have",Do you have a lawn?,"So, right now we're just,"
8,Uh-huh.,"Well, um, actually it, we've sort of had an ideal Spring.",yeah. So what do you do up there?,"Oh, yeah.","Yeah, we, we just try to maintain the lawn and the shrubs right now, and the trees. We have a peach tree. That's the extent of our, um, contributing to our food supply. But that's nice to have",Do you have a lawn?
9,"It was, it was, uh, it's, it, it started out to be a pretty nice Spring, and then it just went away.",Um.,"Well, um, actually it, we've sort of had an ideal Spring.",yeah. So what do you do up there?,"Oh, yeah.","Yeah, we, we just try to maintain the lawn and the shrubs right now, and the trees. We have a peach tree. That's the extent of our, um, contributing to our food supply. But that's nice to have"
10,Uh-huh.,"And, um, the, the peonies have been out for now about three weeks",Um.,"Well, um, actually it, we've sort of had an ideal Spring.",yeah. So what do you do up there?,"Oh, yeah."
11,"and, uh, the soil, uh the soil is a clay, uh","Oh, wow.","And, um, the, the peonies have been out for now about three weeks",Um.,"Well, um, actually it, we've sort of had an ideal Spring.",yeah. So what do you do up there?
12,Oh.,"and the roses have been blooming for two weeks, and the grass is, uh, this lush green, and of course I've got lots of weeds in mine because, I don't use any poison either.","Oh, wow.","And, um, the, the peonies have been out for now about three weeks",Um.,"Well, um, actually it, we've sort of had an ideal Spring."
13,"But, uh.",Yeah.,"and the roses have been blooming for two weeks, and the grass is, uh, this lush green, and of course I've got lots of weeds in mine because, I don't use any poison either.","Oh, wow.","And, um, the, the peonies have been out for now about three weeks",Um.
