,response,context,context/0,context/1,context/2,context/3
0,"Oh, okay.","No, it's not even that.",Is it a two eighty-six or three eighty-six base machine?,"Yeah, uh, yeah, just kind of, it's kind of a kluge that was pieced together to, to, uh, shall we say bypass the formal procurement process. And, uh, it, it works just fine. It says it's a monochrome monitor, Panasonic printer, uh, no big deal, it, it does the things I need for it to do.",A type of work station?,"Okay, um, now the term personal computer, uh, I don't happen to have one at home. Um, but I do have a personal computer on my desk here."
1,Uh-huh.,It's eighty eighty-eight?,"No, it's not even that.",Is it a two eighty-six or three eighty-six base machine?,"Yeah, uh, yeah, just kind of, it's kind of a kluge that was pieced together to, to, uh, shall we say bypass the formal procurement process. And, uh, it, it works just fine. It says it's a monochrome monitor, Panasonic printer, uh, no big deal, it, it does the things I need for it to do.",A type of work station?
2,"Oh, okay.","Uh, I think that's about where it is.",It's eighty eighty-eight?,"No, it's not even that.",Is it a two eighty-six or three eighty-six base machine?,"Yeah, uh, yeah, just kind of, it's kind of a kluge that was pieced together to, to, uh, shall we say bypass the formal procurement process. And, uh, it, it works just fine. It says it's a monochrome monitor, Panasonic printer, uh, no big deal, it, it does the things I need for it to do."
3,Uh-huh.,"Okay. Uh what type of, uh, utilizations do you make of it? Word processing obviously.","Uh, I think that's about where it is.",It's eighty eighty-eight?,"No, it's not even that.",Is it a two eighty-six or three eighty-six base machine?
4,Yeah.,"Uh, yeah, I do that, I, I do, uh, some Lotus on it. Uh, do some, uh, Samna, some, uh, P F M, uh, nothing extremely complex.","Okay. Uh what type of, uh, utilizations do you make of it? Word processing obviously.","Uh, I think that's about where it is.",It's eighty eighty-eight?,"No, it's not even that."
5,Right.,"Okay. Uh, I use them both here at work and at home.","Uh, yeah, I do that, I, I do, uh, some Lotus on it. Uh, do some, uh, Samna, some, uh, P F M, uh, nothing extremely complex.","Okay. Uh what type of, uh, utilizations do you make of it? Word processing obviously.","Uh, I think that's about where it is.",It's eighty eighty-eight?
6,I have a P C at home and a terminal at work that I use all the time.,Uh-huh.,"Okay. Uh, I use them both here at work and at home.","Uh, yeah, I do that, I, I do, uh, some Lotus on it. Uh, do some, uh, Samna, some, uh, P F M, uh, nothing extremely complex.","Okay. Uh what type of, uh, utilizations do you make of it? Word processing obviously.","Uh, I think that's about where it is."
7,"Oh, yeah.",And I have I B M clones in both cases.,Uh-huh.,"Okay. Uh, I use them both here at work and at home.","Uh, yeah, I do that, I, I do, uh, some Lotus on it. Uh, do some, uh, Samna, some, uh, P F M, uh, nothing extremely complex.","Okay. Uh what type of, uh, utilizations do you make of it? Word processing obviously."
8,"So, I have a mix of, uh uh, a mix, uh of, of, you know, a P C, uh  and a P S one and a, uh P S two.",Yep.,And I have I B M clones in both cases.,Uh-huh.,"Okay. Uh, I use them both here at work and at home.","Uh, yeah, I do that, I, I do, uh, some Lotus on it. Uh, do some, uh, Samna, some, uh, P F M, uh, nothing extremely complex."
9,"Oh, really?",Here at work I have the T I one thousand which is a three eighty-six base machine.,Yep.,And I have I B M clones in both cases.,Uh-huh.,"Okay. Uh, I use them both here at work and at home."
10,Yeah. It is.,"Oh, yeah. I bet that's a pretty nice setup.",Here at work I have the T I one thousand which is a three eighty-six base machine.,Yep.,And I have I B M clones in both cases.,Uh-huh.
11,Uh-huh.,"Yes, it is. Uh, unfortunately I need all of it.","Oh, yeah. I bet that's a pretty nice setup.",Here at work I have the T I one thousand which is a three eighty-six base machine.,Yep.,And I have I B M clones in both cases.
12,"But, uh, I have got, uh a, a, uh an eighty-seven Aries, which is, uh",Yep.,"Yes, it is. Uh, unfortunately I need all of it.","Oh, yeah. I bet that's a pretty nice setup.",Here at work I have the T I one thousand which is a three eighty-six base machine.,Yep.
13,Yeah.,"Uh, for example, I was messing around with a spreadsheet this weekend that's a third of a meg in beta size.",Yep.,"Yes, it is. Uh, unfortunately I need all of it.","Oh, yeah. I bet that's a pretty nice setup.",Here at work I have the T I one thousand which is a three eighty-six base machine.
