,response,context,context/0,context/1,context/2,context/3
0,"Oh, really?","And it, it takes a lot of care like twenty-four hours a day someone, has to be, Well, there's someone in my, my fiancee's family.","And she's lived with us for like five years. So I kind of know how it is to, how to decide if you want to put somebody in a rest home or, um, like we, I mean we've had those discussions, you know, about should we put her in or because she's pretty senile and",Uh-huh.,"Um, actually I have, um, I've, I've been in them but, um, just visiting and, uh, we used to when we were like in, in our teen ages we'd go on Sundays and visit, you know, the older people. But, um, I have an elderly grandma that lives with us.","Um, I don't, I am only twenty-eight and I haven't had much experience with nursing homes. I don't, I have never visited any of them and, uh, I don't think I've ever even been in one. Have you?"
1,"And, uh",Yeah. It's,"And it, it takes a lot of care like twenty-four hours a day someone, has to be, Well, there's someone in my, my fiancee's family.","And she's lived with us for like five years. So I kind of know how it is to, how to decide if you want to put somebody in a rest home or, um, like we, I mean we've had those discussions, you know, about should we put her in or because she's pretty senile and",Uh-huh.,"Um, actually I have, um, I've, I've been in them but, um, just visiting and, uh, we used to when we were like in, in our teen ages we'd go on Sundays and visit, you know, the older people. But, um, I have an elderly grandma that lives with us."
2,"!!!!,!!%!!That's right.","His grandmother too and they're, that her son, his uncle, whatever, you know, anyway. He, he has, he's recently retired and so he's the one who she moved in with when she had a stroke and, and all the other children are working or whatever.",Yeah. It's,"And it, it takes a lot of care like twenty-four hours a day someone, has to be, Well, there's someone in my, my fiancee's family.","And she's lived with us for like five years. So I kind of know how it is to, how to decide if you want to put somebody in a rest home or, um, like we, I mean we've had those discussions, you know, about should we put her in or because she's pretty senile and",Uh-huh.
3,"And, uh, so, it's, it, I think it's real important that, uh you know you do it right, because it builds character.",Uh-huh.,"His grandmother too and they're, that her son, his uncle, whatever, you know, anyway. He, he has, he's recently retired and so he's the one who she moved in with when she had a stroke and, and all the other children are working or whatever.",Yeah. It's,"And it, it takes a lot of care like twenty-four hours a day someone, has to be, Well, there's someone in my, my fiancee's family.","And she's lived with us for like five years. So I kind of know how it is to, how to decide if you want to put somebody in a rest home or, um, like we, I mean we've had those discussions, you know, about should we put her in or because she's pretty senile and"
4,Huh.,"They're all my parents age. And, uh, so he's got, you know, his retirement though is really twenty-four hours a day. They have a day care two days a week. They call it senior citizen day care. But she goes in the senior citizen center.",Uh-huh.,"His grandmother too and they're, that her son, his uncle, whatever, you know, anyway. He, he has, he's recently retired and so he's the one who she moved in with when she had a stroke and, and all the other children are working or whatever.",Yeah. It's,"And it, it takes a lot of care like twenty-four hours a day someone, has to be, Well, there's someone in my, my fiancee's family."
5,Yeah.,"Oh, really?","They're all my parents age. And, uh, so he's got, you know, his retirement though is really twenty-four hours a day. They have a day care two days a week. They call it senior citizen day care. But she goes in the senior citizen center.",Uh-huh.,"His grandmother too and they're, that her son, his uncle, whatever, you know, anyway. He, he has, he's recently retired and so he's the one who she moved in with when she had a stroke and, and all the other children are working or whatever.",Yeah. It's
6,Wow.,So he gets a break two days a week but it's only for like two or three hours at a time.,"Oh, really?","They're all my parents age. And, uh, so he's got, you know, his retirement though is really twenty-four hours a day. They have a day care two days a week. They call it senior citizen day care. But she goes in the senior citizen center.",Uh-huh.,"His grandmother too and they're, that her son, his uncle, whatever, you know, anyway. He, he has, he's recently retired and so he's the one who she moved in with when she had a stroke and, and all the other children are working or whatever."
7,"And, uh  they do a lot of, uh they do, uh you know watching the T V and stuff.",Uh-huh.,So he gets a break two days a week but it's only for like two or three hours at a time.,"Oh, really?","They're all my parents age. And, uh, so he's got, you know, his retirement though is really twenty-four hours a day. They have a day care two days a week. They call it senior citizen day care. But she goes in the senior citizen center.",Uh-huh.
8,Yeah.,"And, you know, just, you see a lot of things like you, you know, was a great golfer and wanted to play golf when he retired, and you know that a lot of the things he thought he would do when he retired he's not able to do now.",Uh-huh.,So he gets a break two days a week but it's only for like two or three hours at a time.,"Oh, really?","They're all my parents age. And, uh, so he's got, you know, his retirement though is really twenty-four hours a day. They have a day care two days a week. They call it senior citizen day care. But she goes in the senior citizen center."
9,"But, uh,",Right.,"And, you know, just, you see a lot of things like you, you know, was a great golfer and wanted to play golf when he retired, and you know that a lot of the things he thought he would do when he retired he's not able to do now.",Uh-huh.,So he gets a break two days a week but it's only for like two or three hours at a time.,"Oh, really?"
10,"Well, I think, I mean, there are so many other things that, uh, you just can't do, and, and I don's, I, I'm not really sure what the answer is.","But he refuses to consider any other, I don't,",Right.,"And, you know, just, you see a lot of things like you, you know, was a great golfer and wanted to play golf when he retired, and you know that a lot of the things he thought he would do when he retired he's not able to do now.",Uh-huh.,So he gets a break two days a week but it's only for like two or three hours at a time.
11,"Right, yeah.",To put her in a rest home?,"But he refuses to consider any other, I don't,",Right.,"And, you know, just, you see a lot of things like you, you know, was a great golfer and wanted to play golf when he retired, and you know that a lot of the things he thought he would do when he retired he's not able to do now.",Uh-huh.
12,Yeah.,"Yeah, and is that how your parents feel or,",To put her in a rest home?,"But he refuses to consider any other, I don't,",Right.,"And, you know, just, you see a lot of things like you, you know, was a great golfer and wanted to play golf when he retired, and you know that a lot of the things he thought he would do when he retired he's not able to do now."
13,Uh-huh.,"Um, well, see it's more my grandma that feels that way.","Yeah, and is that how your parents feel or,",To put her in a rest home?,"But he refuses to consider any other, I don't,",Right.
14,She's not real good about keeping up with things.,Uh-huh.,"Um, well, see it's more my grandma that feels that way.","Yeah, and is that how your parents feel or,",To put her in a rest home?,"But he refuses to consider any other, I don't,"
15,"Uh, how old is your granddaughter?","She says that when her husband died that he said, oh, that my uncle had said that he would never put her in a rest home. So it's kind of, uh, I don't know. I mean, I don't, I don't think my parents would but she is getting pretty bad like she has to have like a little toilet right by her bed and, it's,",Uh-huh.,"Um, well, see it's more my grandma that feels that way.","Yeah, and is that how your parents feel or,",To put her in a rest home?
16,"and she has two kids and they're, you know, they're grown and everything, but I mean they're still in school and I'm like, no, I won't, no",Uh-huh.,"She says that when her husband died that he said, oh, that my uncle had said that he would never put her in a rest home. So it's kind of, uh, I don't know. I mean, I don't, I don't think my parents would but she is getting pretty bad like she has to have like a little toilet right by her bed and, it's,",Uh-huh.,"Um, well, see it's more my grandma that feels that way.","Yeah, and is that how your parents feel or,"
17,"Uh,","and my mom has to take care of her pretty much so it gets, I don't know. It's, it's a hard decision, but I don't think I would do it to my parents personally",Uh-huh.,"She says that when her husband died that he said, oh, that my uncle had said that he would never put her in a rest home. So it's kind of, uh, I don't know. I mean, I don't, I don't think my parents would but she is getting pretty bad like she has to have like a little toilet right by her bed and, it's,",Uh-huh.,"Um, well, see it's more my grandma that feels that way."
18,"Yeah. I think that's a, that's probably true. I, you, you probably feel better, you don't you?","I know at this, I know I feel like I would never do that with my parents either, you know. But I, I really feel bad for the people I see not very, I'm not really, really experienced but like I said I just have that one family, and I just really feel bad for the guy who his whole life is different now and, than he thought it would be. But,","and my mom has to take care of her pretty much so it gets, I don't know. It's, it's a hard decision, but I don't think I would do it to my parents personally",Uh-huh.,"She says that when her husband died that he said, oh, that my uncle had said that he would never put her in a rest home. So it's kind of, uh, I don't know. I mean, I don't, I don't think my parents would but she is getting pretty bad like she has to have like a little toilet right by her bed and, it's,",Uh-huh.
