,response,context,context/0,context/1,context/2,context/3
0,Huh.,"And, uh, that's a terrible kind of thing and I don't think my children have ever been subject to that but my wife didn't work and so we really didn't have that much exposure to it.",Uh-huh.,"And I, and I, and I'm saying to myself, well, you know, you dump your, your, your little turnip off to, uh, you know, this child care place and they don't pay very much and why, why would they be interested in, in your little turnip unless, you know, one of the motivations in the hidden agenda is well that's somebody to molest, you know.",Uh-huh.,"Well I haven't had an awful lot of, uh, incidents regarding child care. When my two year old was in New Orleans, she got bit on the cheek and, uh, but, uh, that's about the, the, uh, the extent of it. But, but, but when, I really am, am concerned about is that, uh, so many of these child care places are, are coming under, uh, uh, you know, investigation for, for, uh, you know, child molestation."
1,"Well, I guess, I mean, the, the difficulty with that is that, uh you know what I'm telling you is that if, if you're going to have a child who's going to be a good parent, you can't just leave them at home.","Uh-huh. Well I am a working mother I have three children and my children, since I, uh, since they were very young, I've had various, um, different alternatives, child care arrangements and like most working mothers I'm really not defensive about it. I personally feel, uh, in our particular situation, I'm a much better mother when I work out of the home and my kids, I think, are very, very secure, well raised children. My comment on this is that we paid an absolute fortune over the years for a variety of opportunities.","And, uh, that's a terrible kind of thing and I don't think my children have ever been subject to that but my wife didn't work and so we really didn't have that much exposure to it.",Uh-huh.,"And I, and I, and I'm saying to myself, well, you know, you dump your, your, your little turnip off to, uh, you know, this child care place and they don't pay very much and why, why would they be interested in, in your little turnip unless, you know, one of the motivations in the hidden agenda is well that's somebody to molest, you know.",Uh-huh.
2,"I mean, we had one child that I was going to school with that I had never even met before, and, and he was the best, uh child care provider I've ever had in my life.",Huh.,"Uh-huh. Well I am a working mother I have three children and my children, since I, uh, since they were very young, I've had various, um, different alternatives, child care arrangements and like most working mothers I'm really not defensive about it. I personally feel, uh, in our particular situation, I'm a much better mother when I work out of the home and my kids, I think, are very, very secure, well raised children. My comment on this is that we paid an absolute fortune over the years for a variety of opportunities.","And, uh, that's a terrible kind of thing and I don't think my children have ever been subject to that but my wife didn't work and so we really didn't have that much exposure to it.",Uh-huh.,"And I, and I, and I'm saying to myself, well, you know, you dump your, your, your little turnip off to, uh, you know, this child care place and they don't pay very much and why, why would they be interested in, in your little turnip unless, you know, one of the motivations in the hidden agenda is well that's somebody to molest, you know."
3,!!!%!! Remind me of that.,"So I, I, I, you know, it is a problem. And, but as you pointed out, I, I think the real problem is the low pay child facilities and that is sometimes what some women who have to work, that is all they can afford. When our children were very young, we had a pay, a live in paid baby-sitter that was wonderful.",Huh.,"Uh-huh. Well I am a working mother I have three children and my children, since I, uh, since they were very young, I've had various, um, different alternatives, child care arrangements and like most working mothers I'm really not defensive about it. I personally feel, uh, in our particular situation, I'm a much better mother when I work out of the home and my kids, I think, are very, very secure, well raised children. My comment on this is that we paid an absolute fortune over the years for a variety of opportunities.","And, uh, that's a terrible kind of thing and I don't think my children have ever been subject to that but my wife didn't work and so we really didn't have that much exposure to it.",Uh-huh.
4,"But, uh",Huh.,"So I, I, I, you know, it is a problem. And, but as you pointed out, I, I think the real problem is the low pay child facilities and that is sometimes what some women who have to work, that is all they can afford. When our children were very young, we had a pay, a live in paid baby-sitter that was wonderful.",Huh.,"Uh-huh. Well I am a working mother I have three children and my children, since I, uh, since they were very young, I've had various, um, different alternatives, child care arrangements and like most working mothers I'm really not defensive about it. I personally feel, uh, in our particular situation, I'm a much better mother when I work out of the home and my kids, I think, are very, very secure, well raised children. My comment on this is that we paid an absolute fortune over the years for a variety of opportunities.","And, uh, that's a terrible kind of thing and I don't think my children have ever been subject to that but my wife didn't work and so we really didn't have that much exposure to it."
5,Uh-uh.,"And then as they got older, they went to, uh, I preferred to call them schools and they were really all day preschools and they were wonderful. And I think they got exposed to a lot of neat things.",Huh.,"So I, I, I, you know, it is a problem. And, but as you pointed out, I, I think the real problem is the low pay child facilities and that is sometimes what some women who have to work, that is all they can afford. When our children were very young, we had a pay, a live in paid baby-sitter that was wonderful.",Huh.,"Uh-huh. Well I am a working mother I have three children and my children, since I, uh, since they were very young, I've had various, um, different alternatives, child care arrangements and like most working mothers I'm really not defensive about it. I personally feel, uh, in our particular situation, I'm a much better mother when I work out of the home and my kids, I think, are very, very secure, well raised children. My comment on this is that we paid an absolute fortune over the years for a variety of opportunities."
6,Yeah.,"Oh, well that's interesting.","And then as they got older, they went to, uh, I preferred to call them schools and they were really all day preschools and they were wonderful. And I think they got exposed to a lot of neat things.",Huh.,"So I, I, I, you know, it is a problem. And, but as you pointed out, I, I think the real problem is the low pay child facilities and that is sometimes what some women who have to work, that is all they can afford. When our children were very young, we had a pay, a live in paid baby-sitter that was wonderful.",Huh.
7,Wow.,"But we did, we really truly did pay a fortune. I mean we were paying at one point, well about, about a, close, about five hundred dollars a week for two children.","Oh, well that's interesting.","And then as they got older, they went to, uh, I preferred to call them schools and they were really all day preschools and they were wonderful. And I think they got exposed to a lot of neat things.",Huh.,"So I, I, I, you know, it is a problem. And, but as you pointed out, I, I think the real problem is the low pay child facilities and that is sometimes what some women who have to work, that is all they can afford. When our children were very young, we had a pay, a live in paid baby-sitter that was wonderful."
8,!!!%!! Remind me!!ets!!;!! FUN!!,"Oh, my God.","But we did, we really truly did pay a fortune. I mean we were paying at one point, well about, about a, close, about five hundred dollars a week for two children.","Oh, well that's interesting.","And then as they got older, they went to, uh, I preferred to call them schools and they were really all day preschools and they were wonderful. And I think they got exposed to a lot of neat things.",Huh.
9,Wow.,So.,"Oh, my God.","But we did, we really truly did pay a fortune. I mean we were paying at one point, well about, about a, close, about five hundred dollars a week for two children.","Oh, well that's interesting.","And then as they got older, they went to, uh, I preferred to call them schools and they were really all day preschools and they were wonderful. And I think they got exposed to a lot of neat things."
10,Uh-huh.,"Well you must have a, just one hero ace professional job to support something like that.",So.,"Oh, my God.","But we did, we really truly did pay a fortune. I mean we were paying at one point, well about, about a, close, about five hundred dollars a week for two children.","Oh, well that's interesting."
11,Uh-huh.,"Well, I I'm a physician. Uh  and, as is my husband.","Well you must have a, just one hero ace professional job to support something like that.",So.,"Oh, my God.","But we did, we really truly did pay a fortune. I mean we were paying at one point, well about, about a, close, about five hundred dollars a week for two children."
12,"So, uh,","Oh, well, yeah","Well, I I'm a physician. Uh  and, as is my husband.","Well you must have a, just one hero ace professional job to support something like that.",So.,"Oh, my God."
13,Uh-huh.,"And, and I felt, uh, very good about working. I'm a pediatrician actually.","Oh, well, yeah","Well, I I'm a physician. Uh  and, as is my husband.","Well you must have a, just one hero ace professional job to support something like that.",So.
