,response,context,context/0,context/1,context/2,context/3
0,Yeah.,You ready for that?,Okay.,"Okay, the topic is social changes and discuss social changes in America and how they relate, or how they differ today than they were ten, fifteen or thirty years ago.",What's the topic?,"Okay, you ready to discuss the, the topic?"
1,!!!%!! RemindMe!!,You bet.,You ready for that?,Okay.,"Okay, the topic is social changes and discuss social changes in America and how they relate, or how they differ today than they were ten, fifteen or thirty years ago.",What's the topic?
2,"!!!%!! RemindMe!! NATO!!action!!atic!!;!! FUN!!!,!! 🙂!!!!!!"",!! animation!!!.!!?!! translated!!This!!You!!iev!!It!!I!!it!!ival!!Good!!Okay!!But!!We!!roup!!That!!Yeah!!.!!sv!!And!!A!! equality!! Wild!! summary!! Auto!!func!!All!! safely!!Who!!What!!!'!!Nice!! operator!!Oh!! This!!est!!Right!!So!!Great!!The!!>!!!:!!'!! wished!!To!! exists!!Did!!One!!Two!!L!!two!!Another!!Is!!body!!Are!! mailbox!!list!!box!! reset!!Well!!There!! There!!Absolutely!!Thank!! Thank!!Because!!Hey!!Same!!eting!!O!!Uh!!style!!et!!version!!arn!!ape!! =!! create!!this!!P!!ety!!ido!!xt!! deserves!! Another!! LINE!!Have!!ual!!=!!work!!ets!!ork!!IV!!place!!Do!!Me! Rem!! cannon!!In!!Now!! Weather!!ist!!IAL!!book!! ab!!Thanks!! Hungary!!slip!!Let!!ERN!!If!!IF!!orial!!Work!! <!!Hi!!<!!ial!! Margaret!!lt!!How!!heres!!you!! Mal!!Enjoy!! �!!Wow!!en!!:!!and!!ctic!!ness!!range!!!!!!! elements!!iveness!!!!!!ok!!)!!!all!!aken!! Mongolia!! Aut!! categories!!=(!!irling!!By!!--!!2017!!!]!!ivan!!Finally!! Albania!! Set!!tt!!ave!! rem!!!!!!!!!BOOK!!Your!!Sometimes!!aving!! undo!!@!! Hitler!!They!!ation!! arrive!!atter!!pieces!! Pole!! Hungarian!! END!!Put!!Give!!itude!!husband!! YOUR!! decor!!""!!These!! recipient!! Unless!! AW!! The!! Bent!!As!! Por!!%%!!ments!! You!!hesis!!ions!!Unfortunately!! THIS!!'t!!ists!! Bor!!ee!!ful!! lover!! ordinary!!",Okay,You bet.,You ready for that?,Okay.,"Okay, the topic is social changes and discuss social changes in America and how they relate, or how they differ today than they were ten, fifteen or thirty years ago."
3,All right.,I'll let you lead out.,Okay,You bet.,You ready for that?,Okay.
4,!!!%,Pardon me?,I'll let you lead out.,Okay,You bet.,You ready for that?
5,"Well, it's not mine. I just got it from a friend who was taking it for a friend and she was going to take it to a friend's and I said, well, I can just charge it, you know.",I'll let you lead out.,Pardon me?,I'll let you lead out.,Okay,You bet.
6,Uh-huh.,"Okay, well, there's, uh, it's kind of an interesting topic and one that I think is quite fascinating because, uh, couple of years ago, I guess, uh, not very, not very long ago, seemed like the whole world, not just the United States, but the whole world was kind of in a standstill where everyone was basically in, uh, you know, a very comfortable position, so to say, even though the, the cold war was, was in full swing. You know, you had the, the Russians against the Americans, the Communists against the Free World, and in the last couple of years things have changed dramatically, not only on the political front but also on the economic front, where, uh, couple of years ago we had, uh, America was one of the leading powers and one of the strongest nations in the world as far as economics were concerned, and now we're having a very tough time in a recessionary period. We're also have a very humongous trade deficit, and, uh, and that's kind of frightening. Also, you know, a couple of years ago, ten, fifteen, ten, fifteen years ago, an individual going into a career could expect to have that career basically throughout their whole life, and thirty years ago, that was, that was basically it, whereas now we're expected to have a career change every, you know, every couple of years and possibly four to five career changes throughout our lifetime, and so I think, uh, you know, things, there's been an awful lot of social change lately, and and, uh.",I'll let you lead out.,Pardon me?,I'll let you lead out.,Okay
7,Uh-huh.,"I think one of the things that's interesting to me is if you look particularly at the political changes is that the, they seem to be social, they seem to be economically driven also.","Okay, well, there's, uh, it's kind of an interesting topic and one that I think is quite fascinating because, uh, couple of years ago, I guess, uh, not very, not very long ago, seemed like the whole world, not just the United States, but the whole world was kind of in a standstill where everyone was basically in, uh, you know, a very comfortable position, so to say, even though the, the cold war was, was in full swing. You know, you had the, the Russians against the Americans, the Communists against the Free World, and in the last couple of years things have changed dramatically, not only on the political front but also on the economic front, where, uh, couple of years ago we had, uh, America was one of the leading powers and one of the strongest nations in the world as far as economics were concerned, and now we're having a very tough time in a recessionary period. We're also have a very humongous trade deficit, and, uh, and that's kind of frightening. Also, you know, a couple of years ago, ten, fifteen, ten, fifteen years ago, an individual going into a career could expect to have that career basically throughout their whole life, and thirty years ago, that was, that was basically it, whereas now we're expected to have a career change every, you know, every couple of years and possibly four to five career changes throughout our lifetime, and so I think, uh, you know, things, there's been an awful lot of social change lately, and and, uh.",I'll let you lead out.,Pardon me?,I'll let you lead out.
8,"And, uh uh, I don't know, I, I'm not sure how that can be changed.",Uh-huh. Uh-huh.,"I think one of the things that's interesting to me is if you look particularly at the political changes is that the, they seem to be social, they seem to be economically driven also.","Okay, well, there's, uh, it's kind of an interesting topic and one that I think is quite fascinating because, uh, couple of years ago, I guess, uh, not very, not very long ago, seemed like the whole world, not just the United States, but the whole world was kind of in a standstill where everyone was basically in, uh, you know, a very comfortable position, so to say, even though the, the cold war was, was in full swing. You know, you had the, the Russians against the Americans, the Communists against the Free World, and in the last couple of years things have changed dramatically, not only on the political front but also on the economic front, where, uh, couple of years ago we had, uh, America was one of the leading powers and one of the strongest nations in the world as far as economics were concerned, and now we're having a very tough time in a recessionary period. We're also have a very humongous trade deficit, and, uh, and that's kind of frightening. Also, you know, a couple of years ago, ten, fifteen, ten, fifteen years ago, an individual going into a career could expect to have that career basically throughout their whole life, and thirty years ago, that was, that was basically it, whereas now we're expected to have a career change every, you know, every couple of years and possibly four to five career changes throughout our lifetime, and so I think, uh, you know, things, there's been an awful lot of social change lately, and and, uh.",I'll let you lead out.,Pardon me?
9,"Well, that's true, that, that is true. I, I mean, I, it, I don't know, I'm not sure if the Soviet Union itself is going to be better off under communism or not, but what's going on in the economic situation.","So if you look at Russia and what's happened over there, I think the change in Communism was as a result of the economic problems that they were experiencing. And, of course, I look at the economic problems in the United States right now. One of the things you wonder is what that's going to do to us.",Uh-huh. Uh-huh.,"I think one of the things that's interesting to me is if you look particularly at the political changes is that the, they seem to be social, they seem to be economically driven also.","Okay, well, there's, uh, it's kind of an interesting topic and one that I think is quite fascinating because, uh, couple of years ago, I guess, uh, not very, not very long ago, seemed like the whole world, not just the United States, but the whole world was kind of in a standstill where everyone was basically in, uh, you know, a very comfortable position, so to say, even though the, the cold war was, was in full swing. You know, you had the, the Russians against the Americans, the Communists against the Free World, and in the last couple of years things have changed dramatically, not only on the political front but also on the economic front, where, uh, couple of years ago we had, uh, America was one of the leading powers and one of the strongest nations in the world as far as economics were concerned, and now we're having a very tough time in a recessionary period. We're also have a very humongous trade deficit, and, uh, and that's kind of frightening. Also, you know, a couple of years ago, ten, fifteen, ten, fifteen years ago, an individual going into a career could expect to have that career basically throughout their whole life, and thirty years ago, that was, that was basically it, whereas now we're expected to have a career change every, you know, every couple of years and possibly four to five career changes throughout our lifetime, and so I think, uh, you know, things, there's been an awful lot of social change lately, and and, uh.",I'll let you lead out.
