,response,context,context/0,context/1,context/2,context/3
0,"So, I guess I'm a big Saint Louis Cardinals fan.",Oh.,"Well, I was from Illinois originally, and I grew up a Bear fan. And, uh, then we moved here even when we knew we were being transferred here we became Cowboy fans.","This is great. Well, we're from Colorado so we're Bronco fans And, um, we just moved here two years ago and they went to the Superbowl when we first moved here and they lost again. That was pretty pitiful, but they seem to be doing pretty good this year.","Oh, yes.","Real excited when I heard this. So far I've been trying to call all day because I keep getting these subjects like capital punishment so football, I love this."
1,Uh-huh.,"And we had some wonderful, wonderful years there under Roger Staubach. And we kind of got spoiled.",Oh.,"Well, I was from Illinois originally, and I grew up a Bear fan. And, uh, then we moved here even when we knew we were being transferred here we became Cowboy fans.","This is great. Well, we're from Colorado so we're Bronco fans And, um, we just moved here two years ago and they went to the Superbowl when we first moved here and they lost again. That was pretty pitiful, but they seem to be doing pretty good this year.","Oh, yes."
2,"But, uh.",Yeah.,"And we had some wonderful, wonderful years there under Roger Staubach. And we kind of got spoiled.",Oh.,"Well, I was from Illinois originally, and I grew up a Bear fan. And, uh, then we moved here even when we knew we were being transferred here we became Cowboy fans.","This is great. Well, we're from Colorado so we're Bronco fans And, um, we just moved here two years ago and they went to the Superbowl when we first moved here and they lost again. That was pretty pitiful, but they seem to be doing pretty good this year."
3,Uh-huh.,We expected it to continue forever. I think they're doing pretty well this year though.,Yeah.,"And we had some wonderful, wonderful years there under Roger Staubach. And we kind of got spoiled.",Oh.,"Well, I was from Illinois originally, and I grew up a Bear fan. And, uh, then we moved here even when we knew we were being transferred here we became Cowboy fans."
4,"Uh, yeah, they just beat the Saints.","Well, they haven't, they haven't, have they just lost one game this year?",We expected it to continue forever. I think they're doing pretty well this year though.,Yeah.,"And we had some wonderful, wonderful years there under Roger Staubach. And we kind of got spoiled.",Oh.
5,Did they just lose both games?,I think two.,"Well, they haven't, they haven't, have they just lost one game this year?",We expected it to continue forever. I think they're doing pretty well this year though.,Yeah.,"And we had some wonderful, wonderful years there under Roger Staubach. And we kind of got spoiled."
6,"Oh, yeah.",Two.,I think two.,"Well, they haven't, they haven't, have they just lost one game this year?",We expected it to continue forever. I think they're doing pretty well this year though.,Yeah.
7,Yeah.,"I know they lost, yeah, to Washington and Philadelphia.",Two.,I think two.,"Well, they haven't, they haven't, have they just lost one game this year?",We expected it to continue forever. I think they're doing pretty well this year though.
8,"Well, you know, I, I don't know if I would have said that about the Cowboys. I think they're doing pretty good.","Yeah. But they're not doing bad. People are pretty surprised that they, I mean they beat the Giants.","I know they lost, yeah, to Washington and Philadelphia.",Two.,I think two.,"Well, they haven't, they haven't, have they just lost one game this year?"
9,"Oh, yeah.","Yeah, and wasn't that fun. I went to the balloon festival in Plano and carried my little portable radio with me, and I must say I attracted a lot of attention.","Yeah. But they're not doing bad. People are pretty surprised that they, I mean they beat the Giants.","I know they lost, yeah, to Washington and Philadelphia.",Two.,I think two.
