Freq.	Size	Surface Form	Spanning	First Speaker	Turns
3	3	It's not like	61	M	9, 65, 69
2	3	, I'm pretty	11	M	11, 21
2	3	, uh ,	25	M	59, 83
2	3	, you know	27	M	37, 63
2	3	the difference between	45	M	29, 73
3	2	, I	21	M	63, 77, 83
3	2	, you	47	M	17, 37, 63
3	2	I don't	59	M	23, 25, 81
3	2	It's not	61	M	9, 65, 69
2	2	, so	11	M	57, 67
2	2	, uh	25	M	59, 83
2	2	I am	11	M	33, 43
2	2	I can't	73	M	5, 77
2	2	I like	19	M	31, 49
2	2	I think	69	M	7, 75
2	2	Yeah ,	5	M	17, 21
2	2	You know	21	M	11, 31
2	2	going to	59	M	11, 69
2	2	in the	29	M	21, 49
2	2	it .	43	M	27, 69
2	2	know ,	53	M	11, 63
2	2	know .	45	M	37, 81
2	2	they are	7	M	43, 49
2	2	think you	53	M	23, 75
2	2	what ?	9	M	39, 47
16	1	I	79	M	5, 7, 9, 23, 25, 27, 31, 33, 43, 49, 63, 67, 75, 77, 81, 83
11	1	the	65	M	11, 21, 23, 27, 29, 33, 49, 55, 57, 73, 75
7	1	you	81	M	3, 17, 23, 37, 63, 75, 83
6	1	I'm	69	M	1, 11, 21, 39, 67, 69
5	1	to	65	M	5, 9, 11, 61, 69
4	1	a	65	M	9, 49, 67, 73
4	1	don't	59	M	23, 25, 49, 81
4	1	is	51	M	27, 49, 73, 77
4	1	not	61	M	9, 13, 65, 69
4	1	so	21	M	57, 61, 67, 77
4	1	what	43	M	5, 31, 39, 47
3	1	That	43	M	37, 49, 79
3	1	What	71	M	3, 35, 73
3	1	You	21	M	11, 15, 31
3	1	do	63	M	5, 53, 67
3	1	see	79	M	5, 69, 83
3	1	that	61	M	9, 19, 69
3	1	they	17	M	43, 49, 59
3	1	they're	39	M	27, 57, 65
3	1	uh	43	M	41, 59, 83
2	1	But	5	M	59, 63
2	1	That's	29	M	27, 55
2	1	The	17	M	61, 77
2	1	They	5	M	49, 53
2	1	Uh	43	M	41, 83
2	1	and	5	M	69, 73
2	1	are	7	M	43, 49
2	1	can	53	M	15, 67
2	1	had	11	M	9, 19
2	1	have	11	M	49, 59
2	1	it's	3	M	7, 9
2	1	just	61	M	9, 69
2	1	mean	49	M	27, 75
2	1	of	39	M	11, 49
2	1	sure	33	M	11, 43
2	1	was	27	M	37, 63
2	1	who	25	M	33, 57
2	1	why	23	M	27, 49

