Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	, uh , uh	58	36	1	M	23, 58
8	7	3	, uh ,	23	57	1	B	14, 23, 26, 33, 37, 52, 58, 70
2	2	3	I don't know	54	40	1	M	15, 54
2	2	3	I know that	31	6	1	B	26, 31
2	2	3	You know ,	65	56	1	B	10, 65
2	2	3	a lot of	69	66	1	B	4, 69
2	2	3	in the back	70	28	1	M	43, 70
2	2	3	were talking about	47	34	1	B	14, 47
9	9	2	, I	27	59	3	B	14, 16, 26, 27, 36, 47, 52, 58, 72
5	3	2	I don't	52	42	3	M	13, 15, 19, 52, 54
5	5	2	I think	45	47	1	B	26, 45, 53, 54, 72
5	5	2	Well ,	33	26	2	B	14, 28, 33, 36, 39
4	4	2	, but	70	70	3	M	1, 27, 45, 70
4	4	2	. I	6	29	1	M	3, 6, 26, 31
4	2	2	know ,	27	56	2	B	10, 16, 27, 65
3	1	2	I know	27	6	1	B	26, 27, 31
3	3	2	I'm not	10	67	1	M	1, 10, 67
3	1	2	a lot	69	66	2	B	4, 6, 69
3	3	2	but I	72	72	2	M	1, 27, 72
3	1	2	in the	70	42	2	M	29, 43, 70
3	3	2	it .	70	58	2	M	13, 21, 70
3	3	2	that .	46	19	1	M	31, 46, 49
3	3	2	you have	38	46	1	M	25, 38, 70
2	2	2	, all	46	14	1	M	33, 46
2	2	2	, that's	67	62	1	B	6, 67
2	2	2	I love	52	50	1	M	3, 52
2	2	2	I mean	36	6	1	M	31, 36
2	2	2	Oh ,	67	24	1	B	44, 67
2	2	2	Yeah ,	28	2	1	M	27, 28
2	2	2	a real	55	18	1	B	38, 55
2	2	2	do that	52	4	1	M	49, 52
2	2	2	get it	13	8	1	B	6, 13
2	2	2	got the	58	6	1	M	53, 58
2	2	2	it has	70	44	1	M	27, 70
2	2	2	it was	9	10	1	B	0, 9
2	2	2	it's not	39	14	1	B	26, 39
2	2	2	know if	54	28	1	M	27, 54
2	2	2	love to	52	4	1	M	49, 52
2	2	2	stuff .	68	36	1	M	33, 68
2	2	2	to get	69	18	1	B	52, 69
2	2	2	to keep	46	4	1	M	43, 46
2	2	2	way to	69	18	1	B	52, 69
2	2	2	yeah ,	36	30	1	M	7, 36
2	2	2	you were	47	2	1	B	46, 47
26	10	1	I	4	72	2	M	1, 3, 4, 6, 9, 13, 14, 15, 16, 19, 21, 26, 27, 31, 35, 36, 45, 46, 47, 48, 52, 53, 54, 58, 61, 72
15	12	1	a	4	68	1	M	3, 4, 6, 17, 26, 29, 36, 38, 39, 46, 52, 54, 55, 69, 70
14	9	1	the	29	57	2	B	14, 16, 29, 36, 43, 46, 47, 52, 53, 54, 56, 57, 58, 70
12	5	1	it	16	73	2	B	0, 6, 9, 13, 16, 21, 26, 27, 36, 54, 70, 72
11	11	1	and	3	59	1	B	0, 3, 10, 14, 16, 22, 46, 50, 52, 54, 58
11	8	1	to	22	67	1	M	3, 22, 26, 27, 36, 43, 46, 49, 52, 54, 69
10	6	1	you	25	55	1	B	16, 25, 32, 38, 46, 47, 52, 56, 63, 70
9	1	1	know	32	56	1	B	10, 15, 16, 26, 27, 31, 32, 54, 65
9	7	1	of	69	66	8	B	4, 16, 26, 36, 46, 52, 54, 56, 69
9	5	1	that	31	61	2	B	10, 26, 31, 33, 39, 46, 49, 52, 70
8	7	1	all	33	66	3	B	0, 10, 32, 33, 36, 46, 52, 65
8	3	1	not	17	67	1	M	1, 10, 17, 26, 39, 43, 45, 67
7	5	1	Yeah	27	43	2	B	18, 24, 27, 28, 38, 40, 60
7	4	1	in	29	61	2	B	10, 16, 29, 43, 46, 52, 70
7	5	1	it's	31	52	3	B	12, 16, 26, 31, 39, 41, 63
7	7	1	just	17	63	1	B	0, 17, 21, 31, 36, 52, 62
6	1	1	but	52	72	3	M	1, 27, 45, 52, 70, 72
6	1	1	don't	63	51	3	M	13, 15, 19, 52, 54, 63
5	2	1	I'm	39	67	1	M	1, 10, 39, 41, 67
5	3	1	Oh	67	60	4	B	8, 34, 44, 64, 67
5	5	1	can	22	63	1	M	1, 22, 52, 57, 63
5	3	1	get	13	64	1	B	6, 13, 52, 57, 69
5	4	1	got	53	23	2	B	36, 46, 53, 54, 58
5	2	1	have	38	68	2	M	3, 25, 38, 65, 70
5	5	1	pretty	39	64	1	B	6, 39, 41, 49, 69
5	4	1	was	9	55	1	B	0, 9, 14, 36, 54
4	4	1	good	55	60	2	B	10, 38, 55, 69
4	2	1	if	22	54	1	M	1, 22, 27, 54
4	2	1	were	47	49	2	B	14, 46, 47, 62
3	1	1	You	57	56	1	B	10, 57, 65
3	1	1	do	61	13	1	M	49, 52, 61
3	3	1	for	29	39	1	B	16, 29, 54
3	3	1	he's	54	38	2	M	17, 29, 54
3	3	1	me	58	68	1	M	1, 58, 68
3	1	1	that's	72	67	1	B	6, 67, 72
3	3	1	they	43	32	1	B	14, 43, 45
3	3	1	they're	45	61	1	B	10, 45, 70
3	3	1	try	22	46	1	M	1, 22, 46
3	3	1	we	65	44	2	B	22, 54, 65
2	2	1	are	45	30	1	B	16, 45
2	2	1	other	27	14	1	B	14, 27
2	2	1	our	65	44	1	B	22, 65
2	2	1	people	27	2	1	B	26, 27
2	2	1	remember	54	36	1	M	19, 54
2	2	1	thing	46	8	1	M	39, 46

