Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	, a lot of the	9	B	20, 28
6	4	, you know ,	61	B	0, 18, 20, 42, 46, 60
4	4	, I , I	63	B	10, 42, 64, 72
2	4	, I don't think	63	B	6, 68
2	4	Uh-huh . Uh-huh .	25	B	38, 62
6	3	you know ,	61	B	0, 18, 20, 42, 46, 60
4	3	I , I	63	B	10, 42, 64, 72
3	3	, uh ,	51	B	20, 28, 70
2	3	, a lot	9	B	20, 28
2	3	. Yeah ,	9	B	64, 72
2	3	and , and	19	B	0, 18
9	2	, I	67	B	6, 10, 12, 20, 42, 64, 68, 70, 72
8	2	, you	73	B	0, 18, 20, 42, 44, 46, 60, 72
7	2	know ,	61	B	0, 18, 20, 42, 46, 58, 60
5	2	I ,	63	B	10, 20, 42, 64, 72
5	2	Right .	67	B	4, 52, 54, 58, 70
5	2	Uh-huh .	29	B	34, 38, 48, 54, 62
4	2	, and	45	B	0, 10, 18, 44
4	2	Yeah ,	63	B	10, 60, 64, 72
3	2	, that	33	B	40, 46, 72
3	2	, the	39	B	20, 24, 58
3	2	. And	47	B	20, 46, 66
3	2	Yeah .	37	B	30, 36, 66
3	2	a ,	51	B	20, 60, 70
3	2	and ,	61	B	0, 18, 60
3	2	have a	61	B	0, 46, 60
3	2	of the	21	B	20, 28, 40
2	2	, to	29	B	0, 28
2	2	, we	11	B	18, 28
2	2	No ,	41	B	28, 68
2	2	Well ,	21	B	24, 44
2	2	Wow .	33	B	22, 54
2	2	You know	47	B	12, 58
2	2	a good	39	B	20, 58
2	2	and that	3	B	16, 18
2	2	find out	53	B	18, 70
2	2	for the	19	B	28, 46
2	2	it's ,	73	B	0, 72
2	2	it's a	9	B	60, 68
2	2	kind of	9	B	56, 64
2	2	some of	25	B	40, 64
2	2	that ,	27	B	46, 72
2	2	that are	29	B	12, 40
2	2	thing ,	13	B	46, 58
2	2	thing .	3	B	68, 70
2	2	think we	65	B	6, 70
2	2	you could	25	B	20, 44
11	1	I	73	B	0, 6, 10, 12, 20, 40, 42, 64, 68, 70, 72
11	1	and	71	B	0, 10, 16, 18, 20, 28, 44, 46, 60, 66, 70
10	1	the	63	B	8, 18, 20, 24, 28, 40, 46, 58, 64, 70
9	1	a	73	B	0, 20, 28, 46, 58, 60, 68, 70, 72
9	1	you	73	B	0, 18, 20, 42, 44, 46, 56, 60, 72
8	1	that	63	B	10, 12, 16, 18, 40, 46, 58, 72
8	1	to	73	B	0, 18, 20, 28, 44, 46, 60, 72
7	1	of	51	B	20, 28, 40, 56, 58, 64, 70
6	1	Uh-huh	49	B	14, 34, 38, 48, 54, 62
6	1	we	65	B	6, 12, 18, 28, 58, 70
5	1	are	67	B	6, 12, 24, 40, 72
4	1	And	49	B	18, 20, 46, 66
4	1	for	23	B	28, 44, 46, 50
4	1	it	51	B	10, 16, 46, 60
4	1	just	65	B	0, 8, 28, 64
4	1	like	55	B	10, 12, 28, 64
4	1	not	47	B	18, 46, 60, 64
4	1	thing	25	B	46, 58, 68, 70
4	1	think	65	B	6, 46, 68, 70
3	1	No	41	B	28, 50, 68
3	1	could	25	B	20, 40, 44
3	1	don't	63	B	6, 66, 68
3	1	go	67	B	0, 46, 66
3	1	have	61	B	0, 46, 60
3	1	out	53	B	18, 68, 70
3	1	really	55	B	18, 40, 72
3	1	see	33	B	10, 40, 42
3	1	way	51	B	18, 24, 68
2	1	But	15	B	28, 42
2	1	Okay	19	B	2, 20
2	1	but	33	B	40, 72
2	1	city	51	B	20, 70
2	1	fish	31	B	10, 40
2	1	having	31	B	10, 40
2	1	he	47	B	0, 46
2	1	if	47	B	0, 46
2	1	in	59	B	12, 70
2	1	maybe	29	B	40, 68
2	1	on	53	B	18, 70
2	1	one	21	B	0, 20
2	1	or	17	B	44, 60
2	1	other	7	B	66, 72
2	1	person	29	B	18, 46
2	1	pretty	33	B	40, 72
2	1	right	29	B	44, 72
2	1	some	25	B	40, 64
2	1	sometimes	37	B	28, 64
2	1	sure	3	B	18, 20
2	1	things	5	B	20, 24
2	1	was	39	B	20, 58
2	1	well	5	B	16, 20
2	1	what	39	B	18, 56
2	1	with	53	B	20, 72

