Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	and , uh ,	107	64	1	B	44, 107
7	5	3	, uh ,	55	98	3	B	10, 26, 44, 55, 73, 100, 107
3	3	3	, and ,	107	76	2	B	32, 86, 107
3	3	3	I , I	46	84	1	M	1, 46, 84
2	2	3	, I ,	84	84	1	M	1, 84
2	2	3	, I think	106	50	1	M	57, 106
2	2	3	, um ,	64	10	1	M	55, 64
2	2	3	, yeah ,	55	8	1	B	48, 55
2	2	3	don't know what	105	68	1	B	38, 105
2	2	3	lot of people	106	58	1	M	49, 106
12	8	2	, I	10	106	1	M	1, 10, 29, 32, 38, 46, 51, 57, 59, 68, 84, 106
11	11	2	you know	89	97	7	B	10, 14, 26, 66, 68, 84, 86, 89, 90, 102, 106
8	2	2	uh ,	55	98	3	B	10, 26, 44, 55, 73, 77, 100, 107
7	1	2	, uh	73	98	3	B	10, 26, 44, 55, 73, 100, 107
7	7	2	Yeah ,	43	68	1	B	14, 43, 56, 58, 60, 62, 81
6	3	2	, and	43	90	2	B	18, 32, 43, 78, 86, 107
5	3	2	I think	23	97	1	B	10, 23, 25, 57, 106
5	1	2	and ,	107	76	4	B	32, 44, 86, 98, 107
5	3	2	don't know	38	93	1	M	13, 38, 84, 104, 105
5	5	2	in the	69	96	3	B	2, 16, 66, 69, 97
4	1	2	I ,	106	106	1	M	1, 46, 84, 106
4	4	2	I don't	38	81	1	M	9, 38, 84, 89
4	2	2	lot of	49	106	1	B	2, 49, 106, 107
4	4	2	that .	68	60	3	M	9, 19, 41, 68
4	4	2	to be	29	78	1	B	8, 29, 78, 85
3	1	2	, yeah	56	9	1	B	48, 55, 56
3	3	2	a lot	87	105	1	B	2, 87, 106
3	3	2	go to	102	44	2	M	59, 71, 102
3	3	2	kind of	85	23	1	B	84, 85, 106
3	1	2	know what	89	68	1	B	38, 89, 105
3	1	2	of people	49	63	1	B	44, 49, 106
3	3	2	to have	96	80	2	M	17, 85, 96
2	2	2	. It's	84	40	1	M	45, 84
2	2	2	Did you	90	86	1	M	5, 90
2	2	2	I mean	89	80	1	B	10, 89
2	2	2	I was	46	16	1	M	31, 46
2	2	2	I'm doing	68	18	1	M	51, 68
2	2	2	Oh ,	57	10	1	B	48, 57
2	2	2	What about	91	12	1	B	80, 91
2	2	2	but I	9	2	1	B	8, 9
2	2	2	got ,	73	22	1	B	52, 73
2	2	2	has to	52	36	1	M	17, 52
2	2	2	in a	88	38	1	M	51, 88
2	2	2	in that	106	66	1	M	41, 106
2	2	2	it is	109	52	1	B	58, 109
2	2	2	it's good	58	36	1	M	23, 58
2	2	2	like you	96	10	1	M	87, 96
2	2	2	the way	84	28	1	M	57, 84
2	2	2	to say	99	74	1	B	26, 99
2	2	2	to the	28	24	1	M	5, 28
2	2	2	up in	97	52	1	B	46, 97
2	2	2	way .	88	32	1	M	57, 88
2	2	2	you can	104	8	1	M	97, 104
25	10	1	I	9	106	1	M	1, 8, 9, 10, 19, 23, 24, 25, 28, 29, 31, 32, 38, 39, 46, 51, 57, 59, 68, 71, 84, 86, 89, 104, 106
22	18	1	a	17	105	2	B	2, 16, 17, 18, 26, 44, 45, 51, 53, 65, 67, 73, 79, 84, 87, 88, 100, 101, 102, 104, 105, 106
