,Speaker,Utterance,Unified
5,B,"And my in-laws also have one, and they're almost as close.","B|And my in-laws also have one, and they're almost as close."
6,M,My parents have a similar one.The only thing i can think of is that it's a special type of water.,M|My parents have a similar one.The only thing i can think of is that it's a special type of water.
7,B,They're in Richardson.,B|They're in Richardson.
8,M,Where do you live?,M|Where do you live?
9,B,"Um, usually, uh, word processing something, um, such as, oh, forms for things, uh,","B|Um, usually, uh, word processing something, um, such as, oh, forms for things, uh,"
10,M,What do you mean?,M|What do you mean?
11,B,also I have a nine year old that I've been home schooling for the last three years.,B|also I have a nine year old that I've been home schooling for the last three years.
12,M,"Oh, I've never been home schooled.","M|Oh, I've never been home schooled."
13,B,"And we got, uh, the one that my parents have is an Apple Two E.","B|And we got, uh, the one that my parents have is an Apple Two E."
14,M,"Ah, okay.","M|Ah, okay."
15,B,"And I have a sister-in-law who is, who works in the Fort Worth school district.","B|And I have a sister-in-law who is, who works in the Fort Worth school district."
16,M,It's my sister in law's name.,M|It's my sister in law's name.
17,B,"And so she got me copies of, uh, several of the Apple programs for school programs,","B|And so she got me copies of, uh, several of the Apple programs for school programs,"
18,M,Uh... um...,M|Uh... um...
19,B,"and so we use those and there's some, whenever we go over and visit grandma the kids love to play the computer game, so, that's part of it.","B|and so we use those and there's some, whenever we go over and visit grandma the kids love to play the computer game, so, that's part of it."
20,M,I just like to play games with my mom.,M|I just like to play games with my mom.
21,B,"Um, my husband has used the one at his folks house for mostly business things. Uh, his resume, his, uh, letter,","B|Um, my husband has used the one at his folks house for mostly business things. Uh, his resume, his, uh, letter,"
22,M,How does one use a computer?,M|How does one use a computer?
23,B,"he's been applying for jobs and things, so that type of thing. Uh, forms for his photography business, and that kind of thing.","B|he's been applying for jobs and things, so that type of thing. Uh, forms for his photography business, and that kind of thing."
24,M,"Wait, what?","M|Wait, what?"
25,B,Yeah.,B|Yeah.
26,M,"uh, uh, how did you get these?","M|uh, uh, how did you get these?"
27,B,"I'm, uh, my father had a software company,","B|I'm, uh, my father had a software company,"
28,M,Oh. That's cool.,M|Oh. That's cool.
29,B,and they have a bunch of computers leftover from that,B|and they have a bunch of computers leftover from that
30,M,I wonder what that's like.,M|I wonder what that's like.
31,B,"and we're hoping that they can put together something for us here that we can have the word processing, here","B|and we're hoping that they can put together something for us here that we can have the word processing, here"
32,M,"They have a computer and a radio, and a computer.","M|They have a computer and a radio, and a computer."
33,B,"But, um, they're kind of old older","B|But, um, they're kind of old older"
34,M,"Yeah, it's a little bit older.","M|Yeah, it's a little bit older."
35,B,"so I'm not sure that we'll be able to do, get too many other programs for it.","B|so I'm not sure that we'll be able to do, get too many other programs for it."
36,M,"We have a program for that, we'll just have to see what it is.","M|We have a program for that, we'll just have to see what it is."
37,B,Oh. I have one of those. Yeah.,B|Oh. I have one of those. Yeah.
38,M,...,M|...
39,B,"Mine's broke at the moment, but","B|Mine's broke at the moment, but"
40,M,I'm not.,M|I'm not.
41,B,Oh.,B|Oh.
42,M,I have a. 22 in my living room.,M|I have a. 22 in my living room.
43,B,"Yeah, I learned, I, I learned Wordstar, uh, I did some typing for my father when he had the company","B|Yeah, I learned, I, I learned Wordstar, uh, I did some typing for my father when he had the company"
44,M,Did you learn that?,M|Did you learn that?
45,B,"and so I learned that on there too, that was,","B|and so I learned that on there too, that was,"
46,M,...,M|...
47,B,"I haven't. That's the one that my father, well, I guess I have used it once or twice.","B|I haven't. That's the one that my father, well, I guess I have used it once or twice."
48,M,"You can't spell, I mean, have you ever been able to spell?","M|You can't spell, I mean, have you ever been able to spell?"
49,B,"Uh, it's the one that's on my father-in-law's computer.","B|Uh, it's the one that's on my father-in-law's computer."
50,M,You've never used it?,M|You've never used it?
51,B,He's got on I B M.,B|He's got on I B M.
52,M,I'm guessing he has an I M in his computer.,M|I'm guessing he has an I M in his computer.
53,B,"And, uh, so that's the program that they're using there.","B|And, uh, so that's the program that they're using there."
