,Speaker,Utterance,Unified
5,B,"Oh, you like the rain, do you?","B|Oh, you like the rain, do you?"
6,M,I'm going to try and enjoy the weather for a while.,M|I'm going to try and enjoy the weather for a while.
7,B,Uh-huh.,B|Uh-huh.
8,M,It was nice to be home again.,M|It was nice to be home again.
9,B,"Oh, are you? I don't care for that as much.","B|Oh, are you? I don't care for that as much."
10,M,The weather is just too hot.,M|The weather is just too hot.
11,B,No.,B|No.
12,M,I do.,M|I do.
13,B,I'm a summer person,B|I'm a summer person
14,M,Why do you have a summer job?,M|Why do you have a summer job?
15,B,I like the heat.,B|I like the heat.
16,M,I don't like the humidity,M|I don't like the humidity
17,B,"Yeah, and I'm from Utah, so, I, I like, the four seasons","B|Yeah, and I'm from Utah, so, I, I like, the four seasons"
18,M,"It's winter, not summer.","M|It's winter, not summer."
19,B,I just don't like the cold.,B|I just don't like the cold.
20,M,You're welcome.,M|You're welcome.
21,B,Uh-huh.,B|Uh-huh.
22,M,It's cold.,M|It's cold.
23,B,Yeah.,B|Yeah.
24,M,I like it.,M|I like it.
25,B,"The thing, the other thing is the, I don't like the rain either.","B|The thing, the other thing is the, I don't like the rain either."
26,M,What do you mean?,M|What do you mean?
27,B,"Well, we have several children that are in sports, and so it always makes their games be postponed forever and ever and ever on, on, and on.","B|Well, we have several children that are in sports, and so it always makes their games be postponed forever and ever and ever on, on, and on."
28,M,You don,M|You don
29,B,"I like it better, I think.","B|I like it better, I think."
30,M,This.,M|This.
31,B,Uh-huh. Yeah.,B|Uh-huh. Yeah.
32,M,We are.,M|We are.
33,B,"The thing about when it gets hot here is, I don't like the humidity, that part I don't care about.","B|The thing about when it gets hot here is, I don't like the humidity, that part I don't care about."
34,M,"Well, it's not like you have to sweat to be hot.","M|Well, it's not like you have to sweat to be hot."
35,B,"Oh, really.","B|Oh, really."
36,M,,M|
37,B,"Oh, is that right?","B|Oh, is that right?"
38,M,Oddo.,M|Oddo.
39,B,"Well another reason, well, I guess I can't say that it, I don't like the rain completely. We have a little garden that we have and and so it really helps our garden,","B|Well another reason, well, I guess I can't say that it, I don't like the rain completely. We have a little garden that we have and and so it really helps our garden,"
40,M,I do. It's not that bad.,M|I do. It's not that bad.
41,B,"and, you know, even, I don't know if that's because plants are just that way and they like rain, or, it seems they thrive when it rains, they just, really,","B|and, you know, even, I don't know if that's because plants are just that way and they like rain, or, it seems they thrive when it rains, they just, really,"
42,M,"You know, I've seen the light.","M|You know, I've seen the light."
43,B,Uh-huh. Yeah.,B|Uh-huh. Yeah.
44,M,I guess.,M|I guess.
45,B,"Yeah, yeah.","B|Yeah, yeah."
46,M,I guess you could say it's raining,M|I guess you could say it's raining
47,B,"Well,","B|Well,"
48,M,I'm ready for the cold and rainy rain and the rain.,M|I'm ready for the cold and rainy rain and the rain.
49,B,Well I like seventies I like seventies okay.,B|Well I like seventies I like seventies okay.
50,M,I can't tell what you like.,M|I can't tell what you like.
51,B,"Oh, I don't like nineties.","B|Oh, I don't like nineties."
52,M,The Nineties.,M|The Nineties.
53,B,You can give me seventies,B|You can give me seventies
54,M,I'm not a guy.,M|I'm not a guy.
55,B,and you can give me eighties,B|and you can give me eighties
56,M,"No, you can't.","M|No, you can't."
57,B,"and I'm okay. But when it gets too hot, then it's, that, I don't like that","B|and I'm okay. But when it gets too hot, then it's, that, I don't like that"
58,M,Well you can keep it,M|Well you can keep it
59,B,"I stay in the house because it's just, It's just too hot.","B|I stay in the house because it's just, It's just too hot."
60,M,Why are you in the kitchen?,M|Why are you in the kitchen?
61,B,"Yeah, yeah.","B|Yeah, yeah."
62,M,What's wrong with being a fan of the school?,M|What's wrong with being a fan of the school?
63,B,"That's okay Um, I've, I've thought about that, too, and, um, when we take our vacations, we, we do take them in August sometimes so that we can be away from here","B|That's okay Um, I've, I've thought about that, too, and, um, when we take our vacations, we, we do take them in August sometimes so that we can be away from here"
64,M,Why are you gone,M|Why are you gone
65,B,"It just really gets way, when it gets way too hot","B|It just really gets way, when it gets way too hot"
66,M,"I'm sorry, but it's so nice to be warm.","M|I'm sorry, but it's so nice to be warm."
67,B,"and we've been here for several years, and we've been here years when it's been hundreds and,","B|and we've been here for several years, and we've been here years when it's been hundreds and,"
68,M,"You've been to many places, and you've been there","M|You've been to many places, and you've been there"
69,B,"Years, uh-huh.","B|Years, uh-huh."
70,M,I'm a guy. I'm not a guy,M|I'm a guy. I'm not a guy
71,B,"Yeah, yeah. He, he always did such a good job, I thought.","B|Yeah, yeah. He, he always did such a good job, I thought."
72,M,?,M|?
73,B,"A good weather man,","B|A good weather man,"
74,M,,M|
75,B,"Yeah. Anyway, um, I guess it's,","B|Yeah. Anyway, um, I guess it's,"
76,M,"No, he's just a good man.","M|No, he's just a good man."
77,B,"That's okay, they say when you're done you're done,","B|That's okay, they say when you're done you're done,"
78,M,That was the worst weather I've ever seen.,M|That was the worst weather I've ever seen.
79,B,you don't have to wait for them to say cut off your time.,B|you don't have to wait for them to say cut off your time.
80,M,I know.,M|I know.
81,B,"You just say, Have a good day or whatever.","B|You just say, Have a good day or whatever."
82,M,"Yeah, I'm sorry.","M|Yeah, I'm sorry."
83,B,You too.,B|You too.
84,M,Good morning,M|Good morning
85,B,You too.,B|You too.
