,Speaker,Utterance,Unified
5,M,"I'll take the two, if you have any.","M|I'll take the two, if you have any."
6,B,"Yeah, it's very, very generic.","B|Yeah, it's very, very generic."
7,M,That's what I thought.,M|That's what I thought.
8,B,"Yeah, and, and, uh, upgraded it and put things in there and dibbled and dabbled and now, now it's, now it's a fast machine","B|Yeah, and, and, uh, upgraded it and put things in there and dibbled and dabbled and now, now it's, now it's a fast machine"
9,M,"Well, I'm pretty sure that it's not a thing.","M|Well, I'm pretty sure that it's not a thing."
10,B,That's all I got to say for it.,B|That's all I got to say for it.
11,M,The game is a lot faster now.,M|The game is a lot faster now.
12,B,Huh?,B|Huh?
13,M,"Oh. It's, it's","M|Oh. It's, it's"
14,B,"Uh, work, uh, I'm a contract programmer.","B|Uh, work, uh, I'm a contract programmer."
15,M,What's your job?,M|What's your job?
16,B,"Uh, anything","B|Uh, anything"
17,M,What kind of jobs do you have?,M|What kind of jobs do you have?
18,B,"Uh, I've done business programming, you know, scientific applications like, you know, petroleum science stuff and, Uh, uh, test equipment and I did the, I, I did one that was, the demonstration of a touch, touch screen for a company that sells, uh, touch screens. It was kind of fun.","B|Uh, I've done business programming, you know, scientific applications like, you know, petroleum science stuff and, Uh, uh, test equipment and I did the, I, I did one that was, the demonstration of a touch, touch screen for a company that sells, uh, touch screens. It was kind of fun."
19,M,I'm so confused,M|I'm so confused
20,B,"Put a little bitty portable computer in there and a plasma display. And make it look like things like, uh, you know, attack simulators and , and all sorts of little things you'd want to put your finger on the screen for.","B|Put a little bitty portable computer in there and a plasma display. And make it look like things like, uh, you know, attack simulators and , and all sorts of little things you'd want to put your finger on the screen for."
21,M,You know,M|You know
22,B,"Oh, yeah, definitely.","B|Oh, yeah, definitely."
23,M,..,M|..
24,B,"Uh, yeah, unfortunately the little portable P C that was plugged on the back was only a seven and a half megahertz, eighty, eighty-six. It's like slow out the","B|Uh, yeah, unfortunately the little portable P C that was plugged on the back was only a seven and a half megahertz, eighty, eighty-six. It's like slow out the"
25,M,So?,M|So?
26,B,Huh?,B|Huh?
27,M,And it's not like they're the fastest,M|And it's not like they're the fastest
28,B,Uh-huh.,B|Uh-huh.
29,M,"Hahaha, I have to say that I'm impressed.","M|Hahaha, I have to say that I'm impressed."
30,B,Uh-huh.,B|Uh-huh.
31,M,You are a terrible person.,M|You are a terrible person.
32,B,"I know a guy that upgrades, uh, for a reasonable cost.","B|I know a guy that upgrades, uh, for a reasonable cost."
33,M,"Uhh, I know a man that upgrades.","M|Uhh, I know a man that upgrades."
34,B,"Uh, his name is T Q or something like that. And my notebook is somewhere around here See if I can make my telephone cord stretch far enough.","B|Uh, his name is T Q or something like that. And my notebook is somewhere around here See if I can make my telephone cord stretch far enough."
35,M,Huh? Where do you work?,M|Huh? Where do you work?
36,B,"Uh, he's, uh, up in, Huh?","B|Uh, he's, uh, up in, Huh?"
37,M,What? What? What is he?,M|What? What? What is he?
38,B,Uh-huh.,B|Uh-huh.
39,M,He's the guy who bought the camera and the headphones.,M|He's the guy who bought the camera and the headphones.
40,B,"Oh, that works.","B|Oh, that works."
41,M,A lot of people have had the same issue with the same model.,M|A lot of people have had the same issue with the same model.
42,B,"Uh, here it is. A T S Computers.","B|Uh, here it is. A T S Computers."
43,M,I see. I see.,M|I see. I see.
44,B,Uh-huh.,B|Uh-huh.
45,M,"I don't know what that is, so I guess not.","M|I don't know what that is, so I guess not."
46,B,"Uh, do you know where, uh, Custer is?","B|Uh, do you know where, uh, Custer is?"
47,M,"What do you mean, you know?","M|What do you mean, you know?"
48,B,"Okay, he's, uh, uh, south of Renner on, on Custer. And there is a little bitty mall that looks kind of like, or, strip kind of center.","B|Okay, he's, uh, uh, south of Renner on, on Custer. And there is a little bitty mall that looks kind of like, or, strip kind of center."
49,M,"He's, uh, south of renner.","M|He's, uh, south of renner."
50,B,Huh?,B|Huh?
51,M,He was in Richardson.,M|He was in Richardson.
52,B,Uh-huh.,B|Uh-huh.
53,M,... where's the strip?,M|... where's the strip?
54,B,"Right, it's, it's, it's just south of there.","B|Right, it's, it's, it's just south of there."
55,M,"It's not a place, it's a city.","M|It's not a place, it's a city."
56,B,"It's a little place, looks like a castle.","B|It's a little place, looks like a castle."
