,Speaker,Utterance,Unified
5,B,Uh-huh.,B|Uh-huh.
6,M,Hmmm... that's what I thought.,M|Hmmm... that's what I thought.
7,B,"Uh, where I live now it's, it's not so bad. I mean I can basically leave my front door unlocked and not have to worry about it. Uh, but I do have friends that live in the city and I think that they get a lot of fallout from this war on drug thing. Uh, just because there are, like, crack houses, you know, on their street and stuff like this.","B|Uh, where I live now it's, it's not so bad. I mean I can basically leave my front door unlocked and not have to worry about it. Uh, but I do have friends that live in the city and I think that they get a lot of fallout from this war on drug thing. Uh, just because there are, like, crack houses, you know, on their street and stuff like this."
8,M,,M|
9,B,"I live out in the country, yeah.","B|I live out in the country, yeah."
10,M,"I mean, I live in, live.","M|I mean, I live in, live."
11,B,I'm about fifteen miles out.,B|I'm about fifteen miles out.
12,M,Are you...,M|Are you...
13,B,Uh-huh.,B|Uh-huh.
14,M,Where are you from?,M|Where are you from?
15,B,Um.,B|Um.
16,M,I'm in Dallas.,M|I'm in Dallas.
17,B,Um.,B|Um.
18,M,That's because you are.,M|That's because you are.
19,B,Uh-huh.,B|Uh-huh.
20,M,We don't have any crime statistics.,M|We don't have any crime statistics.
21,B,Uh-huh.,B|Uh-huh.
22,M,I wonder if they ever come back.,M|I wonder if they ever come back.
23,B,Wow. That's huge .,B|Wow. That's huge .
24,M,I live in a neighborhood that is a couple hundred miles away from the neighborhood that the neighborhood is in.,M|I live in a neighborhood that is a couple hundred miles away from the neighborhood that the neighborhood is in.
25,B,Uh-huh. Uh-huh.,B|Uh-huh. Uh-huh.
26,M,How is it?,M|How is it?
27,B,"Are there, are there any theories on why this is happening?","B|Are there, are there any theories on why this is happening?"
28,M,It makes me laugh every,M|It makes me laugh every
29,B,Uh-huh.,B|Uh-huh.
30,M,"Uhh, I would think it would be at least five in the evening.","M|Uhh, I would think it would be at least five in the evening."
31,B,But why? Why is it happening?,B|But why? Why is it happening?
32,M,I would say most of it is happening during this time.,M|I would say most of it is happening during this time.
33,B,Uh-huh.,B|Uh-huh.
34,M,"Well, it's not a common thing, but it's definitely a thing.","M|Well, it's not a common thing, but it's definitely a thing."
35,B,Uh-huh.,B|Uh-huh.
36,M,They're happening all the time.,M|They're happening all the time.
37,B,So they're professionals?,B|So they're professionals?
38,M,"You should have known better, the people who run the company are people who make the decisions for the company.","M|You should have known better, the people who run the company are people who make the decisions for the company."
39,B,Um.,B|Um.
40,M,And what do they do?,M|And what do they do?
41,B,Uh-huh.,B|Uh-huh.
42,M,"Ugh. Uh, you got a couple of them, huh?","M|Ugh. Uh, you got a couple of them, huh?"
43,B,Uh-huh.,B|Uh-huh.
44,M,I can't speak for the,M|I can't speak for the
45,B,Um.,B|Um.
46,M,"Uuhh, what kind of guns?","M|Uuhh, what kind of guns?"
47,B,"Well, what do you think can be done to reduce that sort of crime?","B|Well, what do you think can be done to reduce that sort of crime?"
48,M,"I think there are much more people with guns than people with penny, penny ante.","M|I think there are much more people with guns than people with penny, penny ante."
49,B,Uh-huh. Uh-huh. Right.,B|Uh-huh. Uh-huh. Right.
50,M,I think it's funny that they think you,M|I think it's funny that they think you
51,B,"But, I mean, that's going to tend to, I mean it seems to me that sort of approach will tend to simply make the cost of committing the crime slightly higher in other words, you've increased the probability of somebody being caught a little bit. The real question is how do you convince people not to commit such crimes in the first place.","B|But, I mean, that's going to tend to, I mean it seems to me that sort of approach will tend to simply make the cost of committing the crime slightly higher in other words, you've increased the probability of somebody being caught a little bit. The real question is how do you convince people not to commit such crimes in the first place."
52,M,You can,M|You can
53,B,"Right. They're doing that in our state, too.","B|Right. They're doing that in our state, too."
54,M,Are you guys not going to stop?,M|Are you guys not going to stop?
55,B,So you think that would be a deterrent?,B|So you think that would be a deterrent?
56,M,And they're the sentence for the inmates,M|And they're the sentence for the inmates
57,B,Uh-huh.,B|Uh-huh.
58,M,Not sure if you're being sarcastic or not.,M|Not sure if you're being sarcastic or not.
59,B,"Well, what about an innocent person who happens to have been found guilty?","B|Well, what about an innocent person who happens to have been found guilty?"
60,M,The only thing that's stopping you is the mass of innocent people who are guilty.,M|The only thing that's stopping you is the mass of innocent people who are guilty.
61,B,Right.,B|Right.
62,M,I'm not sure about that.,M|I'm not sure about that.
63,B,"So you'd, you'd rather see it harder to convict somebody.","B|So you'd, you'd rather see it harder to convict somebody."
64,M,That's a lot easier to do than you think it is.,M|That's a lot easier to do than you think it is.
65,B,Uh-huh.,B|Uh-huh.
66,M,"Yea, I'll have a better word for it","M|Yea, I'll have a better word for it"
67,B,Uh-huh. Huh.,B|Uh-huh. Huh.
68,M,"uuhuhh. You uh... uhh, you know.","M|uuhuhh. You uh... uhh, you know."
69,B,Right.,B|Right.
70,M,uuhhuhuhuh uuhuhhuuhuhuuhuh,M|uuhhuhuhuh uuhuhhuuhuhuuhuh
71,B,"Oh, wow. Oh, my goodness.","B|Oh, wow. Oh, my goodness."
72,M,He's a murderer.,M|He's a murderer.
73,B,Uh-huh.,B|Uh-huh.
74,M,But... uh... it's been like a year since I've been back...,M|But... uh... it's been like a year since I've been back...
75,B,Uh-huh. Right. Wow.,B|Uh-huh. Right. Wow.
76,M,"You know, two counts, one of each.","M|You know, two counts, one of each."
77,B,"Did you, did you sue him under the civil system?","B|Did you, did you sue him under the civil system?"
78,M,I did sue him.,M|I did sue him.
79,B,Did you sue him under the civil system?,B|Did you sue him under the civil system?
80,M,"I did, and he still owes me.","M|I did, and he still owes me."
81,B,"Well, you could probably sue him for mental anguish or something, right, and try to get money from him","B|Well, you could probably sue him for mental anguish or something, right, and try to get money from him"
82,M,I am not even sure if he has any idea what I am doing.,M|I am not even sure if he has any idea what I am doing.
83,B,"and,","B|and,"
84,M,He has no money.,M|He has no money.
85,B,"Yeah. Makes you wish that had, uh, still had indentured servitude, for this sort of thing.","B|Yeah. Makes you wish that had, uh, still had indentured servitude, for this sort of thing."
86,M,"I'm sure they'll be fine, it's not like they'll sue you for it.","M|I'm sure they'll be fine, it's not like they'll sue you for it."
87,B,But they give the guy a job in prison and make him pay his damn debt.,B|But they give the guy a job in prison and make him pay his damn debt.
88,M,I would not go to prison for a year.,M|I would not go to prison for a year.
89,B,"Yeah, that's too bad.","B|Yeah, that's too bad."
90,M,I'm sure the insurance company has some insurance to deal with that.,M|I'm sure the insurance company has some insurance to deal with that.
91,B,"Uh-huh, uh-huh.","B|Uh-huh, uh-huh."
92,M,Haha. I am sure they will be fine.,M|Haha. I am sure they will be fine.
93,B,Uh-huh. Uh-huh.,B|Uh-huh. Uh-huh.
94,M,"You mean like, they've been in prison?","M|You mean like, they've been in prison?"
95,B,"Yeah, I, I think that's Yeah. Yeah.","B|Yeah, I, I think that's Yeah. Yeah."
96,M,I think you're confused.,M|I think you're confused.
97,B,That's awful,B|That's awful
98,M,"Yeah, I think so","M|Yeah, I think so"
99,B,Gives you sympathy for the vigilantes.,B|Gives you sympathy for the vigilantes.
100,M,"He was in jail, he didn't have any","M|He was in jail, he didn't have any"
101,B,Yeah.,B|Yeah.
102,M,You mean like the vigilante that gave you the ticket?,M|You mean like the vigilante that gave you the ticket?
103,B,Uh-huh.,B|Uh-huh.
104,M,That's what I'm saying.,M|That's what I'm saying.
105,B,"Oh, my God.","B|Oh, my God."
106,M,"And we have a lot of guns, you know, like a gun.","M|And we have a lot of guns, you know, like a gun."
107,B,Right.,B|Right.
108,M,"So they'll wait, uh, for someone to do it, uh.","M|So they'll wait, uh, for someone to do it, uh."
109,B,Right.,B|Right.
110,M,This is why I always go to the bathroom in the morning.,M|This is why I always go to the bathroom in the morning.
111,B,Uh-huh.,B|Uh-huh.
112,M,"Oh, that's right, I'm not arresting everyone.","M|Oh, that's right, I'm not arresting everyone."
113,B,Right.,B|Right.
114,M,"I'm gonna get my stuff, and you're gonna get your stuff.","M|I'm gonna get my stuff, and you're gonna get your stuff."
115,B,Uh-huh.,B|Uh-huh.
116,M,You can't,M|You can't
117,B,"And that, that's a deterrent, too. If you think the home owner might be armed, right, and awake","B|And that, that's a deterrent, too. If you think the home owner might be armed, right, and awake"
118,M,I'm pretty sure you're not supposed to shoot anyone who isn't armed with a gun.,M|I'm pretty sure you're not supposed to shoot anyone who isn't armed with a gun.
119,B,"here you break in, and you're going to get shot.","B|here you break in, and you're going to get shot."
120,M,I have a friend who's been living in a house for 2 years and he's got a gun.,M|I have a friend who's been living in a house for 2 years and he's got a gun.
121,B,Uh-huh.,B|Uh-huh.
122,M,"Heh, the guy in the video said that he broke in.","M|Heh, the guy in the video said that he broke in."
123,B,Uh-huh.,B|Uh-huh.
124,M,What's that?,M|What's that?
125,B,Huh.,B|Huh.
126,M,"Well, that's a bit of a different story.","M|Well, that's a bit of a different story."
127,B,"Wow,","B|Wow,"
128,M,You should check out the other ones,M|You should check out the other ones
129,B,Uh-huh.,B|Uh-huh.
130,M,"Uhhh... I'm from a town that doesn't have newspapers, so I'm not really sure what's going on here","M|Uhhh... I'm from a town that doesn't have newspapers, so I'm not really sure what's going on here"
131,B,Uh-huh.,B|Uh-huh.
132,M,"You know, the locals have a lot of people that live in the city.","M|You know, the locals have a lot of people that live in the city."
133,B,Yeah.,B|Yeah.
134,M,Uhhh... uh huh.,M|Uhhh... uh huh.
135,B,"Yeah. Uh-huh. I mean, I, I tend to agree with you. I think, uh, what I would like to see is, number one, completely getting rid of these victimless crimes. Uh, there's no reason to enforce those and spend time and money doing it and, and worry about these things where people are getting hurt.","B|Yeah. Uh-huh. I mean, I, I tend to agree with you. I think, uh, what I would like to see is, number one, completely getting rid of these victimless crimes. Uh, there's no reason to enforce those and spend time and money doing it and, and worry about these things where people are getting hurt."
136,M,You.,M|You.
137,B,"And I think one of the big things that you can do is, to increase deterrence is, uh, if someone is found guilty of a, uh, felony level offense, they lose their citizenship. And they lose their constitutional rights. You know,","B|And I think one of the big things that you can do is, to increase deterrence is, uh, if someone is found guilty of a, uh, felony level offense, they lose their citizenship. And they lose their constitutional rights. You know,"
138,M,,M|
139,B,"and just a lot of things that we're trying to worry about, you know, protecting these people from, we just don't protect them.","B|and just a lot of things that we're trying to worry about, you know, protecting these people from, we just don't protect them."
140,M,So.h,M|So.h
141,B,"I know, and I think, I think that's ridiculous.","B|I know, and I think, I think that's ridiculous."
142,M,"No, we just wanted to have a conversation","M|No, we just wanted to have a conversation"
