,Speaker,Utterance,Unified
5,B,"And, um, it scares me a little bit to think that they would begin restricting gun control to the point where, um, eventually we may not be able to have that right any more.","B|And, um, it scares me a little bit to think that they would begin restricting gun control to the point where, um, eventually we may not be able to have that right any more."
6,M,"' the,","M|' the,"
7,B,"Yeah, it, uh, moving to this area, of course it happens everywhere, but, uh, I guess we're pretty naive coming from small towns, uh, in the midwest and then, uh, moving to a larger city where there are drive-by shootings and, uh, there seems like killing for no reason at all, and, uh.","B|Yeah, it, uh, moving to this area, of course it happens everywhere, but, uh, I guess we're pretty naive coming from small towns, uh, in the midwest and then, uh, moving to a larger city where there are drive-by shootings and, uh, there seems like killing for no reason at all, and, uh."
8,M,.,M|.
9,B,"I, I think so, and, and there's always the, uh, the, uh, the old, uh, saying that keeps coming up that if a person wants a gun bad enough they'll, they'll get one, and, uh, and then, uh.","B|I, I think so, and, and there's always the, uh, the, uh, the old, uh, saying that keeps coming up that if a person wants a gun bad enough they'll, they'll get one, and, uh, and then, uh."
10,M,,M|
11,B,Yeah.,B|Yeah.
12,M,yes..adays,M|yes..adays
13,B,Yeah.,B|Yeah.
14,M,"I'm not, I'm a law abiding gun owner.","M|I'm not, I'm a law abiding gun owner."
15,B,"Yeah, yeah, that's for sure.","B|Yeah, yeah, that's for sure."
16,M,"If the military is in favor of the law, then they should be in","M|If the military is in favor of the law, then they should be in"
17,B,"Yeah, and, uh, and, you know, uh, I suppose, uh, years ago, way back when, uh, when, uh, they had the revolutionary war and people decided that they, uh, were fed up with the government, uh, and if they didn't have a way to, uh, to fight back they would have been in big trouble.","B|Yeah, and, uh, and, you know, uh, I suppose, uh, years ago, way back when, uh, when, uh, they had the revolutionary war and people decided that they, uh, were fed up with the government, uh, and if they didn't have a way to, uh, to fight back they would have been in big trouble."
18,M,"yeah, y'","M|yeah, y'"
19,B,"Well, the way things are going.","B|Well, the way things are going."
20,M,"Oh, I think we need to overthrow them to overthrow, overthrow the way.","M|Oh, I think we need to overthrow them to overthrow, overthrow the way."
21,B,"Well, you know, they introduced some gun control back when I was a teenager, I believe, in terms of, uh, every gun you bought had to be licensed, I believe.","B|Well, you know, they introduced some gun control back when I was a teenager, I believe, in terms of, uh, every gun you bought had to be licensed, I believe."
22,M,,M|
23,B,"And, uh, you know, that didn't bother me, uh, too much, and so, I guess it depends, um, if there are some statistics that show that, uh, that people, uh, commit crimes on the spur of the moment.","B|And, uh, you know, that didn't bother me, uh, too much, and so, I guess it depends, um, if there are some statistics that show that, uh, that people, uh, commit crimes on the spur of the moment."
