,Speaker,Utterance,Unified
5,B,"So, I own a home in Pensacola, and, uh, let's see, we are to compare homes. Correct?","B|So, I own a home in Pensacola, and, uh, let's see, we are to compare homes. Correct?"
6,M,"Well, we are from the same state.","M|Well, we are from the same state."
7,B,"Uh, my home is, well, is typical for the area. I live in a development, uh, it's a relatively, I would say, well, God, it sounds like, sounds like I'm bragging","B|Uh, my home is, well, is typical for the area. I live in a development, uh, it's a relatively, I would say, well, God, it sounds like, sounds like I'm bragging"
8,M,"Okay. So you're not, huh?","M|Okay. So you're not, huh?"
9,B,"But it's upper middle class, uh, kind of an environment.","B|But it's upper middle class, uh, kind of an environment."
10,M,It's a place.,M|It's a place.
11,B,"It's a two story colonial, which my wife and I designed.","B|It's a two story colonial, which my wife and I designed."
12,M,Is that an old model?,M|Is that an old model?
13,B,"Uh, it has around thirty-two hundred square feet. Uh, five bedrooms and so forth and so on,","B|Uh, it has around thirty-two hundred square feet. Uh, five bedrooms and so forth and so on,"
14,M,... What's that?,M|... What's that?
15,B,"and it is, I would imagine in terms of, of size and so forth, it's relatively typical for the area. It might be, I would say it's probably midsized for the area. There are some smaller, and there are, you know, several larger.","B|and it is, I would imagine in terms of, of size and so forth, it's relatively typical for the area. It might be, I would say it's probably midsized for the area. There are some smaller, and there are, you know, several larger."
16,M,Is it large?,M|Is it large?
17,B,"And, uh, but based, you know, in terms of, you know, in, in Pensacola, in that area of Florida it, uh, it's what now, it is, uh, probably ten years old.","B|And, uh, but based, you know, in terms of, you know, in, in Pensacola, in that area of Florida it, uh, it's what now, it is, uh, probably ten years old."
18,M,"That's, uh, uh.","M|That's, uh, uh."
19,B,Yeah.,B|Yeah.
20,M,I don,M|I don
21,B,"And so it's, in terms of cost and, and, and size and so forth, it, uh, the you know, housing there is extremely affordable, and, uh, compared to other parts of the country, you know, let's say compared to Maryland that same house here would probably cost three-quarters of a million dollars","B|And so it's, in terms of cost and, and, and size and so forth, it, uh, the you know, housing there is extremely affordable, and, uh, compared to other parts of the country, you know, let's say compared to Maryland that same house here would probably cost three-quarters of a million dollars"
22,M,"Nope, no","M|Nope, no"
23,B,"but,","B|but,"
24,M,The house is in Baltimore.,M|The house is in Baltimore.
25,B,"I really haven't, I really haven't, uh, when we built it ten years ago, it was, it ran around a hundred and forty thousand dollars.","B|I really haven't, I really haven't, uh, when we built it ten years ago, it was, it ran around a hundred and forty thousand dollars."
26,M,I,M|I
27,B,"So, I, I would have really, I haven't really priced, you know, in the market, so I,","B|So, I, I would have really, I haven't really priced, you know, in the market, so I,"
28,M,"What do you mean, I have, I, I've been to, you know, the moon.","M|What do you mean, I have, I, I've been to, you know, the moon."
29,B,Uh-huh.,B|Uh-huh.
30,M,How much money?,M|How much money?
31,B,Uh-huh.,B|Uh-huh.
32,M,... so what's the deal?,M|... so what's the deal?
33,B,I thought that was on the upswing again now.,B|I thought that was on the upswing again now.
34,M,"Yeah, it's not a huge deal.","M|Yeah, it's not a huge deal."
35,B,Uh-huh.,B|Uh-huh.
36,M,But they are a part of the economy...,M|But they are a part of the economy...
37,B,Yes.,B|Yes.
38,M,"You mean, like, in Dallas?","M|You mean, like, in Dallas?"
39,B,Uh-huh,B|Uh-huh
40,M,"Uh, I think the economy is good, so I'm not sure what's going on.","M|Uh, I think the economy is good, so I'm not sure what's going on."
