,Speaker,Utterance,Unified
5,B,We were there for ten days.,B|We were there for ten days.
6,M,You and they all of us,M|You and they all of us
7,B,"Yeah, yes. So where have you been?","B|Yeah, yes. So where have you been?"
8,M,"Well, we were there.","M|Well, we were there."
9,B,Morocco.  Really.,B|Morocco.  Really.
10,M,Moroccans? Where are you?,M|Moroccans? Where are you?
11,B,"No kidding. what, what, did you just decide to go there or,","B|No kidding. what, what, did you just decide to go there or,"
12,M,I've been to Morocco.,M|I've been to Morocco.
13,B,Uh-huh.,B|Uh-huh.
14,M,What do you mean?,M|What do you mean?
15,B,Uh-huh.,B|Uh-huh.
16,M,I have a friend that goes to Africa for vacation.,M|I have a friend that goes to Africa for vacation.
17,B,Yeah. Oh I'm sure it was wonderful.,B|Yeah. Oh I'm sure it was wonderful.
18,M,"And we're all French, so we","M|And we're all French, so we"
19,B,Uh-huh.,B|Uh-huh.
20,M,"Oh I'm sorry, I'm not sure.","M|Oh I'm sorry, I'm not sure."
21,B,Was it hot?,B|Was it hot?
22,M,I think so.We stayed for a few hours.But I was busy.,M|I think so.We stayed for a few hours.But I was busy.
23,B,Really?,B|Really?
24,M,I was in a van,M|I was in a van
25,B,"Uh-huh. Uh-huh. I was born in Saudi Arabia and, uh, when my father worked there we, they used to travel quite a bit, all around you know, in, in Europe and whatnot,","B|Uh-huh. Uh-huh. I was born in Saudi Arabia and, uh, when my father worked there we, they used to travel quite a bit, all around you know, in, in Europe and whatnot,"
26,M,What happened?,M|What happened?
27,B,"but I was very young so I don't remember that and, I was three when we moved back here.","B|but I was very young so I don't remember that and, I was three when we moved back here."
28,M,"I don't know, but I'm pretty sure they were.","M|I don't know, but I'm pretty sure they were."
29,B,So I don't remember but we have all these wonderful pictures of all these great places that they have been,B|So I don't remember but we have all these wonderful pictures of all these great places that they have been
30,M,I'm,M|I'm
31,B,"and that I was when I was a baby but so, Morocco I think would be wonderful because that's, you know, that's, that area of the world I think would be great.","B|and that I was when I was a baby but so, Morocco I think would be wonderful because that's, you know, that's, that area of the world I think would be great."
32,M,And what's the deal with the desert?,M|And what's the deal with the desert?
33,B,Uh-huh.,B|Uh-huh.
34,M,You would love Morocco.,M|You would love Morocco.
35,B,Yeah.,B|Yeah.
