,Speaker,Utterance,Unified
5,B,"So, social changes aren't that much for me either.","B|So, social changes aren't that much for me either."
6,M,"No, I'm fine.","M|No, I'm fine."
7,B,"Well, yeah, that.","B|Well, yeah, that."
8,M,I can remember my youth,M|I can remember my youth
9,B,I think attitudes are more lax now than they used to be.,B|I think attitudes are more lax now than they used to be.
10,M,Not in the last century.,M|Not in the last century.
11,B,"Uh-huh, relaxed and laid back and stuff","B|Uh-huh, relaxed and laid back and stuff"
12,M,I guess.,M|I guess.
13,B,and.,B|and.
14,M,And,M|And
15,B,I think so.,B|I think so.
16,M,"Well, it's not like they're doing anything.","M|Well, it's not like they're doing anything."
17,B,"I think so, and a lot, I think people are, are used to now saying what's, what's on their minds more more up front than they used to be.","B|I think so, and a lot, I think people are, are used to now saying what's, what's on their minds more more up front than they used to be."
18,M,"Oh, okay. So, what's it like?","M|Oh, okay. So, what's it like?"
19,B,Right.,B|Right.
20,M,Yeah.Right.,M|Yeah.Right.
21,B,"Yeah, I think so. I think women have come out more too, on, on like child abuse and, and the wife beatings,","B|Yeah, I think so. I think women have come out more too, on, on like child abuse and, and the wife beatings,"
22,M,I,M|I
23,B,"and and like you said, pro pro-choice and whatnot.","B|and and like you said, pro pro-choice and whatnot."
24,M,I think you mean like pro prochoice.,M|I think you mean like pro prochoice.
25,B,"I think that's become more outstanding than it used to be where women, I think used to be a little bit afraid of coming out and saying something.","B|I think that's become more outstanding than it used to be where women, I think used to be a little bit afraid of coming out and saying something."
26,M,And then you have the stigma of prochoice,M|And then you have the stigma of prochoice
27,B,"No, huh-uh.","B|No, huh-uh."
28,M,Huh. huh.,M|Huh. huh.
29,B,"Right. Well, I know like when I was in high school and junior high and stuff and sitting down and having the sex talk with mom, you know and all that stuff,","B|Right. Well, I know like when I was in high school and junior high and stuff and sitting down and having the sex talk with mom, you know and all that stuff,"
30,M,I was,M|I was
31,B,"and, you know, we didn't have to talk about, well basically her thing was just don't do it, you know","B|and, you know, we didn't have to talk about, well basically her thing was just don't do it, you know"
32,M,"No,","M|No,"
33,B,"but, I'm not, I'm not naive, to think that my children are not going to not do it.","B|but, I'm not, I'm not naive, to think that my children are not going to not do it."
34,M,"I'm not, I'm just being a naive person","M|I'm not, I'm just being a naive person"
35,B,It wasn't that long that I was that young.,B|It wasn't that long that I was that young.
36,M,"Oh, well... I mean...","M|Oh, well... I mean..."
37,B,"And I've got a ten year old, and, you know, he thought, he knows about condoms, and and he knows about AIDS,","B|And I've got a ten year old, and, you know, he thought, he knows about condoms, and and he knows about AIDS,"
38,M,You can't have kids if you don't have a sense of humor.,M|You can't have kids if you don't have a sense of humor.
39,B,and it's just different things you have to talk to them about now that you would never even have dreamt to have to say anything about.,B|and it's just different things you have to talk to them about now that you would never even have dreamt to have to say anything about.
40,M,You have to tell me about what you have.,M|You have to tell me about what you have.
41,B,Uh-huh.,B|Uh-huh.
42,M,That's what I said.,M|That's what I said.
43,B,"No, I don't, I think that's stupidity on parents' part. I mean that's, sex is rampant,","B|No, I don't, I think that's stupidity on parents' part. I mean that's, sex is rampant,"
44,M,"No, you're just","M|No, you're just"
45,B,"and it always will be, and and I think, too, noticing the kids, that the fourth and fifth graders, which is what my son is and stuff, they, they're just, they're more, they're very open.","B|and it always will be, and and I think, too, noticing the kids, that the fourth and fifth graders, which is what my son is and stuff, they, they're just, they're more, they're very open."
46,M,I'm so sorry.,M|I'm so sorry.
47,B,"I mean, the boys are very open because that's, that's all I have is boys, so that's all I'm around basically, is boys,","B|I mean, the boys are very open because that's, that's all I have is boys, so that's all I'm around basically, is boys,"
48,M,"I know,","M|I know,"
49,B,"but they talk about things that I, my brother didn't talk about until he was in college you know,","B|but they talk about things that I, my brother didn't talk about until he was in college you know,"
50,M,That's all of the good stuff,M|That's all of the good stuff
51,B,"and, and they sit down and they look at you right in the face and they expect a truthful answer.","B|and, and they sit down and they look at you right in the face and they expect a truthful answer."
52,M,"You know, you just say, uh, it's cool, I'm not like that, you know?","M|You know, you just say, uh, it's cool, I'm not like that, you know?"
53,B,"You can't get them, give them, the, oh, you know, Cabbage Patch answers and stuff.","B|You can't get them, give them, the, oh, you know, Cabbage Patch answers and stuff."
54,M,How do I get the answers to my questions?,M|How do I get the answers to my questions?
55,B,"They, they, that just does not go.","B|They, they, that just does not go."
56,M,"And if you do not get the answer, you are, I am, I, I.","M|And if you do not get the answer, you are, I am, I, I."
57,B,"And they can tell me, basically some things that I don't know","B|And they can tell me, basically some things that I don't know"
58,M,"That's why they have the Cabbage patch, and you can see the cabbages.","M|That's why they have the Cabbage patch, and you can see the cabbages."
59,B,"But it, it's interesting, listening to them. I think, I think the social changes in them, I think I see it more with that generation than I do with like our generation.","B|But it, it's interesting, listening to them. I think, I think the social changes in them, I think I see it more with that generation than I do with like our generation."
60,M,What? I'm just kidding.,M|What? I'm just kidding.
61,B,"Yeah, I do too.","B|Yeah, I do too."
62,M,...,M|...
63,B,"I know, well, my son, the, my fourth grader, he is,","B|I know, well, my son, the, my fourth grader, he is,"
