,Speaker,Utterance,Unified
5,B,Uh-huh.,B|Uh-huh.
6,M,"i,","M|i,"
7,B,"Uh, well, of course, you talk gun controls down here in Texas and you're asking to be lynched.","B|Uh, well, of course, you talk gun controls down here in Texas and you're asking to be lynched."
8,M,U,M|U
9,B,Uh-huh.,B|Uh-huh.
10,M,"Uhhh, talk to me, you know.","M|Uhhh, talk to me, you know."
11,B,"Well, it's very true, now I'm a, uh, New Yorker by birth.","B|Well, it's very true, now I'm a, uh, New Yorker by birth."
12,M,I,M|I
13,B,"Although I claim Florida as my home now, uh, I have two sons living down there but I also have two sons living elsewhere,  one in Tennessee, one in Mississippi.","B|Although I claim Florida as my home now, uh, I have two sons living down there but I also have two sons living elsewhere,  one in Tennessee, one in Mississippi."
14,M,you have.,M|you have.
15,B,"But I lived in in Florida for ten years and I kind of like it down there, but they had a gun control law which went a little bit too far.","B|But I lived in in Florida for ten years and I kind of like it down there, but they had a gun control law which went a little bit too far."
16,M,I'm a Floridian and I think Florida is a beautiful state.,M|I'm a Floridian and I think Florida is a beautiful state.
17,B,"I think uh, well in your words, they were a little bit too liberal.","B|I think uh, well in your words, they were a little bit too liberal."
18,M,It's okay.,M|It's okay.
19,B,I mean they they I believe if I'm correct I believe they permitted their carrying concealed weapons.,B|I mean they they I believe if I'm correct I believe they permitted their carrying concealed weapons.
20,M,"Ah, I see. They didn't allow guns back then.","M|Ah, I see. They didn't allow guns back then."
21,B,But they uh quickly did away with it.,B|But they uh quickly did away with it.
22,M,They were also not allowed to carry concealed weapons.,M|They were also not allowed to carry concealed weapons.
23,B,I think in the next session they they uh modified it but it's still legal to own or possess weapons in uh uh Florida.,B|I think in the next session they they uh modified it but it's still legal to own or possess weapons in uh uh Florida.
24,M,Yeah I heard they changed it to a felony.,M|Yeah I heard they changed it to a felony.
25,B,The the one week uh seven day the delay,B|The the one week uh seven day the delay
26,M,It's been a week,M|It's been a week
27,B,Uh huh.,B|Uh huh.
28,M,Yea but the 7 day wait,M|Yea but the 7 day wait
29,B,Well I don't mind that too much,B|Well I don't mind that too much
30,M,Oh I get it.,M|Oh I get it.
31,B,I'm I'm with the N R A myself.,B|I'm I'm with the N R A myself.
32,M,That's a weird way to spell,M|That's a weird way to spell
33,B,"And uh, uh Really the only objection we have Is uh you you give a little and next thing you know somebody's trying to take more.","B|And uh, uh Really the only objection we have Is uh you you give a little and next thing you know somebody's trying to take more."
34,M,We don't have any objections.,M|We don't have any objections.
35,B,Yeah.,B|Yeah.
36,M,That's true.That's what I meant.,M|That's true.That's what I meant.
37,B,Well then tell me do you consider yourself a liberal?,B|Well then tell me do you consider yourself a liberal?
38,M,I'm not.,M|I'm not.
39,B,Well let me ask you this then.,B|Well let me ask you this then.
40,M,I am not.,M|I am not.
41,B,How is your what is your feeling about uh uh expressing yourself by burning the American flag?,B|How is your what is your feeling about uh uh expressing yourself by burning the American flag?
42,M,I'm not,M|I'm not
43,B,Huh.,B|Huh.
44,M,You know what? I'm not sure.,M|You know what? I'm not sure.
45,B,Well now wait a minute there,B|Well now wait a minute there
46,M,I would never burn the American,M|I would never burn the American
47,B,you just said it. It's their right by freedom of speech? What does speech have to do with burning a flag?,B|you just said it. It's their right by freedom of speech? What does speech have to do with burning a flag?
48,M,I said it's their'right '.,M|I said it's their'right '.
49,B,Now uh Well I I still go back to ...,B|Now uh Well I I still go back to ...
50,M,,M|
51,B,Then would you condone the burning of the capitol building?,B|Then would you condone the burning of the capitol building?
52,M,,M|
53,B,"Uh, then you don't draw a line between public property and uh uh uh what a public uh symbol.","B|Uh, then you don't draw a line between public property and uh uh uh what a public uh symbol."
54,M,"Uuh, I don't.","M|Uuh, I don't."
55,B,Uh yeah,B|Uh yeah
56,M,"Uhhh, you know the flag isnt the","M|Uhhh, you know the flag isnt the"
57,B,"but here again I go back to the second amendment You can disagree by freedom of speech which, has nothing to do with action.","B|but here again I go back to the second amendment You can disagree by freedom of speech which, has nothing to do with action."
58,M,I don't think it's a good argument.,M|I don't think it's a good argument.
59,B,Now I am I am adamantly against that.,B|Now I am I am adamantly against that.
60,M,It is the right to peacefully assemble,M|It is the right to peacefully assemble
61,B,Uh-huh.,B|Uh-huh.
62,M,I am,M|I am
63,B,huh.,B|huh.
64,M,You are the reason that I can't be the only one that thinks that.,M|You are the reason that I can't be the only one that thinks that.
65,B,Yeah. Uh-huh.,B|Yeah. Uh-huh.
66,M,I am not sure what you mean.,M|I am not sure what you mean.
67,B,No.,B|No.
68,M,You can't have a flag and a freedom.,M|You can't have a flag and a freedom.
69,B,Uh-huh.,B|Uh-huh.
70,M,Uhh... I I I don't know...,M|Uhh... I I I don't know...
71,B,Well here again we uh even though you uh physically you agree with me you you wouldn't do it yourself.,B|Well here again we uh even though you uh physically you agree with me you you wouldn't do it yourself.
72,M,"I would never, uhhh.","M|I would never, uhhh."
73,B,Nevertheless you maintain that it's it is the right of of any citizen to burn the symbol of their country.,B|Nevertheless you maintain that it's it is the right of of any citizen to burn the symbol of their country.
74,M,"No, it's not.","M|No, it's not."
75,B,"Uh, um so long as it's their possession. Ok, you're you're that's fine up to there except that uh, what that flag symbolizes is uh uh is this country,","B|Uh, um so long as it's their possession. Ok, you're you're that's fine up to there except that uh, what that flag symbolizes is uh uh is this country,"
76,M,"Heh, sure, you can have your flag.","M|Heh, sure, you can have your flag."
77,B,"and I used to know as a Boy Scout but all I remember was the red in the flag represented the blood that was shed to to create this country, and to maintain it.","B|and I used to know as a Boy Scout but all I remember was the red in the flag represented the blood that was shed to to create this country, and to maintain it."
78,M,"Uhm, you're not the only one.","M|Uhm, you're not the only one."
79,B,"And, to me that's uh uh black eye to every man that ever uh carried a weapon or killed for his country.","B|And, to me that's uh uh black eye to every man that ever uh carried a weapon or killed for his country."
80,M,I think that's just an old man saying that.,M|I think that's just an old man saying that.
81,B,Uh-huh.,B|Uh-huh.
82,M,Yes. I agree.,M|Yes. I agree.
83,B,It's It's very easy to do.,B|It's It's very easy to do.
84,M,What's the deal with the'uh '?,M|What's the deal with the'uh '?
85,B,Uh Uh-huh.,B|Uh Uh-huh.
86,M,That's how you,M|That's how you
87,B,Well I think it should be permitted under certain,B|Well I think it should be permitted under certain
88,M,This is an abortion.,M|This is an abortion.
89,B,Uh-huh. Huh. Well tell me has it ever been decided when when is a uh fetus a human?,B|Uh-huh. Huh. Well tell me has it ever been decided when when is a uh fetus a human?
90,M,huh.,M|huh.
91,B,Huh.,B|Huh.
92,M,Ummm,M|Ummm
93,B,"Or they on their within the own uh society, it can vary.","B|Or they on their within the own uh society, it can vary."
94,M,you,M|you
95,B,Uh-huh.,B|Uh-huh.
96,M,What's the question?,M|What's the question?
