Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	, I don't know ,	49	B	58, 106
2	5	, you know , is	13	B	110, 122
2	5	at the same time ,	55	B	52, 106
2	5	but , uh , I	113	B	4, 116
2	5	of , you know ,	61	B	2, 62
7	4	, you know ,	121	B	2, 36, 62, 110, 114, 116, 122
3	4	, I don't know	49	B	58, 92, 106
2	4	But , uh ,	13	B	100, 112
2	4	Yeah , yeah ,	45	B	70, 114
12	3	, uh ,	117	B	0, 4, 20, 26, 36, 52, 58, 66, 100, 112, 114, 116
3	3	, yeah ,	77	B	38, 70, 114
3	3	I , I	81	B	36, 114, 116
2	3	, I think	9	B	62, 70
2	3	, but ,	55	B	62, 116
2	3	, but at	45	B	62, 106
2	3	, so ,	17	B	96, 112
2	3	, the prosecutor	59	B	52, 110
2	3	, well ,	111	B	0, 110
2	3	. Yeah ,	107	B	18, 124
2	3	I listen to	27	B	0, 26
2	3	I want to	75	B	36, 110
2	3	Oh , I	81	B	12, 92
2	3	Yeah , I	69	B	56, 124
2	3	Yeah , but	45	B	62, 106
2	3	Yeah . Yeah	85	B	18, 102
2	3	a lot of	51	B	66, 116
2	3	do it .	17	B	106, 122
2	3	listen to the	27	B	0, 26
2	3	that , but	7	B	110, 116
16	2	, I	125	B	0, 4, 12, 36, 46, 56, 58, 60, 62, 70, 92, 106, 114, 116, 122, 124
12	2	uh ,	117	B	0, 4, 20, 26, 36, 52, 58, 66, 100, 112, 114, 116
10	2	, you	121	B	2, 32, 36, 62, 82, 110, 112, 114, 116, 122
10	2	Yeah ,	123	B	2, 18, 32, 56, 62, 70, 106, 110, 114, 124
10	2	know ,	121	B	2, 36, 58, 62, 100, 106, 110, 114, 116, 122
8	2	Uh-huh .	93	B	10, 14, 54, 64, 76, 78, 82, 102
8	2	you know	121	B	2, 36, 62, 74, 110, 114, 116, 122
7	2	Oh ,	87	B	6, 12, 38, 42, 82, 88, 92
6	2	, but	91	B	26, 62, 84, 106, 110, 116
6	2	I don't	61	B	46, 56, 58, 60, 92, 106
5	2	it .	119	B	4, 96, 106, 118, 122
4	2	, and	111	B	0, 20, 60, 110
4	2	, it's	105	B	2, 4, 88, 106
4	2	, there's	31	B	36, 38, 58, 66
4	2	Yeah .	85	B	18, 40, 58, 102
4	2	it ,	31	B	32, 44, 56, 62
4	2	to ,	123	B	0, 24, 32, 122
3	2	, so	51	B	62, 96, 112
3	2	, the	75	B	36, 52, 110
3	2	, well	115	B	0, 110, 114
3	2	I ,	81	B	36, 114, 116
3	2	Uh ,	81	B	6, 8, 86
3	2	a lot	117	B	0, 66, 116
3	2	at the	71	B	52, 106, 122
3	2	but ,	113	B	4, 62, 116
3	2	like that	23	B	24, 36, 46
3	2	of ,	65	B	2, 62, 66
3	2	so ,	67	B	46, 96, 112
3	2	that ,	7	B	110, 114, 116
3	2	the ,	111	B	0, 52, 110
3	2	the same	55	B	52, 84, 106
3	2	time ,	55	B	52, 68, 106
2	2	, I'm	3	B	114, 116
2	2	, at	121	B	2, 122
2	2	, for	91	B	26, 116
2	2	, have	37	B	24, 60
2	2	, like	25	B	36, 60
2	2	, that's	45	B	52, 96
2	2	I know	25	B	100, 124
2	2	I'm a	95	B	20, 114
2	2	Oh .	99	B	22, 120
2	2	Right .	119	B	6, 124
2	2	Yep .	15	B	80, 94
2	2	but I	117	B	0, 116
2	2	did it	107	B	4, 110
2	2	have got	43	B	74, 116
2	2	kind of	5	B	58, 62
2	2	listen to	27	B	0, 26
2	2	now ,	57	B	66, 122
2	2	of it	35	B	62, 96
