,Speaker,Utterance,Unified
5,M,yeah,M|yeah
6,f,west,f|west
7,M,right to the east then turn to your right,M|right to the east then turn to your right
8,f,how far do you west do you want me to go,f|how far do you west do you want me to go
9,M,ehm you're about three inches,M|ehm you're about three inches
10,f,right okay yes,f|right okay yes
11,M,right i'm there,M|right i'm there
12,f,just the bottom,f|just the bottom
13,M,right,M|right
14,f,right,f|right
15,M,and then go up,M|and then go up
16,f,east over the footbridge,f|east over the footbridge
17,M,"!!!!,!!'!!""!!2018!!2019!!2020!!2017!! 2018!!4!!8!!6!!7!!88!!!.!!86!!886!!84!!,!!889!!888!!89!!","M|!!!!,!!'!!""!!2018!!2019!!2020!!2017!! 2018!!4!!8!!6!!7!!88!!!.!!86!!886!!84!!,!!889!!888!!89!!"
18,f,right,f|right
19,M,"!!!""!!'!! Siri!!okay!!!'!!2!!","M|!!!""!!'!! Siri!!okay!!!'!!2!!"
20,f,no,f|no
21,M,no okay go down about an inch and a half,M|no okay go down about an inch and a half
22,f,two inches right,f|two inches right
23,M,and then go to your right about two and a half inches,M|and then go to your right about two and a half inches
24,f,right that's okay,f|right that's okay
25,M,and then come along a wee bit to the right and that's us finished,M|and then come along a wee bit to the right and that's us finished
26,f,yes,f|yes
27,M,right go along the top of the old mountain and then up the left-hand side of it,M|right go along the top of the old mountain and then up the left-hand side of it
28,f,do you go go right go to the right,f|do you go go right go to the right
29,M,yeah go right to the top of the temple,M|yeah go right to the top of the temple
30,f,right,f|right
31,M,and go up,M|and go up
32,f,"i don't have ""x"" marks finished how far above the old temple","f|i don't have ""x"" marks finished how far above the old temple"
33,M,"ehm it's about an an inch to the east of the ""y""","M|ehm it's about an an inch to the east of the ""y"""
34,f,yeah,f|yeah
35,M,right you're going to go down slightly from that and then you're kind of going to curve up slightly and then back up again like a kind of hill,M|right you're going to go down slightly from that and then you're kind of going to curve up slightly and then back up again like a kind of hill
36,f,so this is about a ten inch line from the where i am just now,f|so this is about a ten inch line from the where i am just now
37,M,uh-huh ten about twelve centimetres,M|uh-huh ten about twelve centimetres
38,f,right aye,f|right aye
39,M,"!!!'!!""!!':!!8!!4!!226!!428!!424!!286!!487!!92!!88!!488!!688!!889!!89!!886!!887!!!!!!!!!!!!!!!!.!!!!!!!.!!!!!!,!!","M|!!!'!!""!!':!!8!!4!!226!!428!!424!!286!!487!!92!!88!!488!!688!!889!!89!!886!!887!!!!!!!!!!!!!!!!.!!!!!!!.!!!!!!,!!"
40,f,right okay,f|right okay
41,M,and you should see an old mill on your left-hand side,M|and you should see an old mill on your left-hand side
42,f,how far right to my my left,f|how far right to my my left
43,M,about two inches,M|about two inches
44,f,so i do i go to the left of the abandoned truck,f|so i do i go to the left of the abandoned truck
45,M,no you go to your right,M|no you go to your right
46,f,right,f|right
47,M,okay,M|okay
48,f,no right do i do i i stop before i reach the abandoned truck or after i reach the abandoned truck,f|no right do i do i i stop before i reach the abandoned truck or after i reach the abandoned truck
49,M,aye you do,M|aye you do
50,f,right okay right so i go back left again i keep going left i go down then i go left,f|right okay right so i go back left again i keep going left i go down then i go left
51,M,"!!!'!!""!!","M|!!!'!!""!!"
52,f,right okay let me cross this bit i haven't got any baboons no,f|right okay let me cross this bit i haven't got any baboons no
53,M,you don't have any kind of marking at all,M|you don't have any kind of marking at all
54,f,right,f|right
55,M,right do you have a graveyard,M|right do you have a graveyard
56,f,aye,f|aye
57,M,okay if you draw a line from where you are just now a straight one up to the left-hand side of the path you've just gone by,M|okay if you draw a line from where you are just now a straight one up to the left-hand side of the path you've just gone by
58,f,right,f|right
59,M,and then curve round the top of the banana tree,M|and then curve round the top of the banana tree
60,f,right,f|right
61,M,and then have you got a collapsed shelter,M|and then have you got a collapsed shelter
62,f,uh-huh,f|uh-huh
63,M,right well you're going to go down slightly to the left of that,M|right well you're going to go down slightly to the left of that
64,f,right to the top,f|right to the top
65,M,uh to the,M|uh to the
66,f,yes,f|yes
67,M,right head up towards east lake,M|right head up towards east lake
68,f,right got you,f|right got you
69,M,right and then go down and under the remote village,M|right and then go down and under the remote village
70,f,no,f|no
71,M,well if you go right up there's a a a bit right so you should be above have you got the stone creek,M|well if you go right up there's a a a bit right so you should be above have you got the stone creek
72,f,yes,f|yes
73,M,right okay if you take the middle of the two lines and come up to just above the remote,M|right okay if you take the middle of the two lines and come up to just above the remote
74,f,should directly below me almost,f|should directly below me almost
75,M,almost right to the edge of the paper,M|almost right to the edge of the paper
76,f,right i'm right under it,f|right i'm right under it
77,M,and then you go along the side of it,M|and then you go along the side of it
78,f,mmhmm,f|mmhmm
79,M,okay,M|okay
80,f,right all right no problem,f|right all right no problem
81,M,right,M|right
82,f,right i'm so i'm just above the white mountain,f|right i'm so i'm just above the white mountain
83,M,just above the peak of the white,M|just above the peak of the white
84,f,mmhmm,f|mmhmm
85,M,right you're going to go along ehm heading down towards your left about an inch a slope,M|right you're going to go along ehm heading down towards your left about an inch a slope
86,f,i have cleared it right the remote village is like ah four inches below the pyramid in this,f|i have cleared it right the remote village is like ah four inches below the pyramid in this
87,M,four inches below it right,M|four inches below it right
88,f,right,f|right
89,M,okay,M|okay
90,f,right i'm in between the remote village and the pyramid,f|right i'm in between the remote village and the pyramid
91,M,uh-huh you're in between,M|uh-huh you're in between
92,f,uh-huh,f|uh-huh
93,M,right okay,M|right okay
94,f,because you told me to come under the pyramid,f|because you told me to come under the pyramid
95,M,well you're you're underneath it now,M|well you're you're underneath it now
96,f,right,f|right
97,M,and then go up have you got a cobbled street marked,M|and then go up have you got a cobbled street marked
98,f,i have come across far enough now,f|i have come across far enough now
99,M,right you should be about three four centimetres above the peak of the pyramid you're making me pick my nose,M|right you should be about three four centimetres above the peak of the pyramid you're making me pick my nose
100,f,right,f|right
101,M,and then come up north and you'll pass a forge on the north of it,M|and then come up north and you'll pass a forge on the north of it
102,f,right i've got you,f|right i've got you
103,M,and then go south to the edge of the map to the left of the remote,M|and then go south to the edge of the map to the left of the remote
104,f,uh-huh,f|uh-huh
105,M,and then you go down,M|and then you go down
106,f,right,f|right
