,Speaker,Utterance,Unified
5,f,yeah,f|yeah
6,M,right,M|right
7,f,there's a cottage on my map,f|there's a cottage on my map
8,M,right,M|right
9,f,the left of the ravine,f|the left of the ravine
10,M,uh-huh,M|uh-huh
11,f,it's next to the ravine,f|it's next to the ravine
12,M,oh right okay,M|oh right okay
13,f,mmhmm right next to it,f|mmhmm right next to it
14,M,uh,M|uh
15,f,mmhmm,f|mmhmm
16,M,right okay,M|right okay
17,f,no 'cause the ravine's on the right of the cottage,f|no 'cause the ravine's on the right of the cottage
18,M,right,M|right
19,f,and down through,f|and down through
20,M,uh-huh through the centre of the page,M|uh-huh through the centre of the page
21,f,mmhmm,f|mmhmm
22,M,right,M|right
23,f,i've just come down there,f|i've just come down there
24,M,oh you haven't,M|oh you haven't
25,f,right,f|right
26,M,"!!!'!!!'!!""!!","M|!!!'!!!'!!""!!"
27,f,i went underneath burnt forest,f|i went underneath burnt forest
28,M,right well go along and go along to like the middle of the page in between the two of them,M|right well go along and go along to like the middle of the page in between the two of them
29,f,well you said draw round the cottage,f|well you said draw round the cottage
30,M,right,M|right
31,f,mmhmm,f|mmhmm
32,M,and then you go straight down the side of the haystack,M|and then you go straight down the side of the haystack
33,f,mmhmm,f|mmhmm
34,M,right,M|right
35,f,oh right down past the carpenter's cottage,f|oh right down past the carpenter's cottage
36,M,down past the caravan park,M|down past the caravan park
37,f,and then go right,f|and then go right
38,M,and go down,M|and go down
39,f,uh-huh,f|uh-huh
40,M,and stop when you're just past the bottom of the cottage now,M|and stop when you're just past the bottom of the cottage now
41,f,uh-huh,f|uh-huh
42,M,and then turn right and go along the bottom of the ravines,M|and then turn right and go along the bottom of the ravines
43,f,no,f|no
44,M,well you're going to go up and you're curving round the ravines,M|well you're going to go up and you're curving round the ravines
45,f,right of the burnt forest,f|right of the burnt forest
46,M,right,M|right
47,f,uh-huh,f|uh-huh
48,M,right,M|right
49,f,right,f|right
50,M,so i want to go down and then up,M|so i want to go down and then up
51,f,a pine grove,f|a pine grove
52,M,uh-uh,M|uh-uh
53,f,uh-huh,f|uh-huh
54,M,right and then you're going to go up straight up towards the east lake,M|right and then you're going to go up straight up towards the east lake
55,f,a diagonal,f|a diagonal
56,M,uh yeah you're underlining the top,M|uh yeah you're underlining the top
57,f,so it's like diagonally down,f|so it's like diagonally down
58,M,mmhmm,M|mmhmm
59,f,avalanche,f|avalanche
60,M,no,M|no
61,f,it's underneath it to the right,f|it's underneath it to the right
62,M,right okay,M|right okay
63,f,yeah it's that's underneath the avalanche,f|yeah it's that's underneath the avalanche
64,M,okay,M|okay
65,f,underneath the pine grove,f|underneath the pine grove
66,M,uh-huh underneath it,M|uh-huh underneath it
67,f,down or,f|down or
68,M,straight down,M|straight down
69,f,uh-huh,f|uh-huh
70,M,can go down,M|can go down
71,f,down to the concealed hideout,f|down to the concealed hideout
72,M,yeah,M|yeah
73,f,past the avalanche,f|past the avalanche
74,M,uh-uh,M|uh-uh
75,f,right,f|right
76,M,and eh what you're going to do is draw a straight line from concealed hide out to your right above the concealed out and round concealed out slightly concealed hide the concealedout slightly and then ech to your left and that's you finished,M|and eh what you're going to do is draw a straight line from concealed hide out to your right above the concealed out and round concealed out slightly concealed hide the concealedout slightly and then ech to your left and that's you finished
77,f,what do you mean round,f|what do you mean round
78,M,you don't have a concealed hide out do you,M|you don't have a concealed hide out do you
79,f,so right over to the end of the page,f|so right over to the end of the page
80,M,uh-huh,M|uh-huh
81,f,mmhmm,f|mmhmm
82,M,right and then draw a horizontal line,M|right and then draw a horizontal line
83,f,right at the bottom,f|right at the bottom
84,M,yeah,M|yeah
85,f,yeah right of the concealed hideout uh-huh,f|yeah right of the concealed hideout uh-huh
86,M,right,M|right
87,f,what from the concealed hideout to the boat house,f|what from the concealed hideout to the boat house
88,M,uh-hah right,M|uh-hah right
89,f,so would it bypass the river,f|so would it bypass the river
90,M,yeah bypass the,M|yeah bypass the
91,f,but i have to go near it to go to the boat house,f|but i have to go near it to go to the boat house
92,M,oh right so you want me to go right round the boat houses,M|oh right so you want me to go right round the boat houses
93,f,i don't have one on my left,f|i don't have one on my left
94,M,oh,M|oh
95,f,got one underneath the concealed hideout,f|got one underneath the concealed hideout
96,M,uh-huh,M|uh-huh
97,f,what the other side of the page,f|what the other side of the page
98,M,uh-huh,M|uh-huh
99,f,oh no mine's is underneath the concealed hideout,f|oh no mine's is underneath the concealed hideout
100,M,oh right well i've only got one right so if you go down,M|oh right well i've only got one right so if you go down
101,f,no,f|no
102,M,well you're going to go down right,M|well you're going to go down right
103,f,mmhmm,f|mmhmm
104,M,"just draw a straight line down to the concealed out of crane bay and stop at the ""c"" not the ""e"" not actually underneath it but under it","M|just draw a straight line down to the concealed out of crane bay and stop at the ""c"" not the ""e"" not actually underneath it but under it"
105,f,yeah,f|yeah
106,M,right well go up there for about an inch and a half,M|right well go up there for about an inch and a half
107,f,mmhmm,f|mmhmm
108,M,just a wee bit below that and you're going to draw a dot,M|just a wee bit below that and you're going to draw a dot
109,f,mmhmm,f|mmhmm
110,M,"just go straight down and round the side of it and underneath it 'til you're underneath the ""c""","M|just go straight down and round the side of it and underneath it 'til you're underneath the ""c"""
111,f,mmhmm mmhmm,f|mmhmm mmhmm
112,M,okay,M|okay
113,f,no,f|no
114,M,well if you go if you just stay on the left-hand side of the map for about eh three inches,M|well if you go if you just stay on the left-hand side of the map for about eh three inches
115,f,mmhmm,f|mmhmm
116,M,"!!!'!!mm!!u!!a!!s!!""!! Assad!!i!!r!!","M|!!!'!!mm!!u!!a!!s!!""!! Assad!!i!!r!!"
117,f,mmhmm,f|mmhmm
118,M,do you want me to go right round pebbling shore,M|do you want me to go right round pebbling shore
119,f,washed stones,f|washed stones
120,M,right,M|right
121,f,and flagship and bay,f|and flagship and bay
122,M,uh-huh,M|uh-huh
123,f,mmhmm,f|mmhmm
124,M,see the pebbled shore,M|see the pebbled shore
125,f,mmhmm,f|mmhmm
126,M,"see where the ""e"" is in bay","M|see where the ""e"" is in bay"
127,f,mmhmm yeah,f|mmhmm yeah
128,M,right okay that's where you're,M|right okay that's where you're
129,f,ehm bypassing pebbled shore,f|ehm bypassing pebbled shore
130,M,yeah,M|yeah
131,f,so i just go down to the right of pebbled shore,f|so i just go down to the right of pebbled shore
132,M,uh-huh,M|uh-huh
133,f,uh-huh and down like,f|uh-huh and down like
134,M,right,M|right
135,f,the right as you face the map,f|the right as you face the map
136,M,uh right,M|uh right
137,f,well what side then,f|well what side then
138,M,"!!!'!!!'!!':!!""!! Bolshevik!! Bolshe!!'t!!there!!right!!ok!!8!!7!!4!!","M|!!!'!!!'!!':!!""!! Bolshevik!! Bolshe!!'t!!there!!right!!ok!!8!!7!!4!!"
139,f,uh-huh,f|uh-huh
140,M,right you're going to go down ehm to underneath pebbles and ehm once you get to the second peak of pebbling stick closely to it,M|right you're going to go down ehm to underneath pebbles and ehm once you get to the second peak of pebbling stick closely to it
141,f,to the end of the page,f|to the end of the page
142,M,uh to the end the page right,M|uh to the end the page right
143,f,and then down,f|and then down
144,M,"!!!!,!!'!!!'!!""!! Assad!!right!!there!!","M|!!!!,!!'!!!'!!""!! Assad!!right!!there!!"
145,f,but then i've got washed stones there,f|but then i've got washed stones there
146,M,"!!!!.!!'!!!'!!""!!","M|!!!!.!!'!!!'!!""!!"
147,f,uh-huh so i go underneath the beach the pebbled shore again,f|uh-huh so i go underneath the beach the pebbled shore again
148,M,no,M|no
149,f,it's below pebbled shore to the left,f|it's below pebbled shore to the left
150,M,uh i've i've washed stones are they to the right of pebbles,M|uh i've i've washed stones are they to the right of pebbles
151,f,to the left yeah,f|to the left yeah
152,M,"!!!'!!!'!!2017!!2018!!2019!!2020!! 2018!! 2020!!until!!,!!.!!""!!","M|!!!'!!!'!!2017!!2018!!2019!!2020!! 2018!! 2020!!until!!,!!.!!""!!"
153,f,and then that's the finish,f|and then that's the finish
154,M,okay,M|okay
155,f,near the coast,f|near the coast
156,M,uh-huh,M|uh-huh
157,f,right there,f|right there
158,M,right,M|right
159,f,okay,f|okay
160,M,mm,M|mm
161,f,mmhmm,f|mmhmm
162,M,and then like curve round the washed stones or whatever you've got there,M|and then like curve round the washed stones or whatever you've got there
163,f,i bet they're totally different,f|i bet they're totally different
