,Speaker,Utterance,Unified
5,f,west and then down south,f|west and then down south
6,M,uh-huh,M|uh-huh
7,f,the map all right,f|the map all right
8,M,and then go down southwest,M|and then go down southwest
9,f,mmhmm,f|mmhmm
10,M,to the top of the mountain,M|to the top of the mountain
11,f,the very end of the map,f|the very end of the map
12,M,the end of a telephone box,M|the end of a telephone box
13,f,mmhmm,f|mmhmm
14,M,go about an inch further inch further than that and draw a line straight down,M|go about an inch further inch further than that and draw a line straight down
15,f,mmhmm,f|mmhmm
16,M,until you're about an inch from the side of the page and then go straight up northwards,M|until you're about an inch from the side of the page and then go straight up northwards
17,f,not in that corner,f|not in that corner
18,M,right okay go about two centimetres to the left,M|right okay go about two centimetres to the left
19,f,fssss over a bit,f|fssss over a bit
20,M,"!!!'!!2!!222!!226!!456!!332!!4!!8!!6!!7!!88!!mm!!okay!!right!!now!!u!!i!!""!!","M|!!!'!!2!!222!!226!!456!!332!!4!!8!!6!!7!!88!!mm!!okay!!right!!now!!u!!i!!""!!"
21,f,mmhmm,f|mmhmm
22,M,until you're above you're below the collapsed shelter but you're still in the middle of the map,M|until you're above you're below the collapsed shelter but you're still in the middle of the map
23,f,alright,f|alright
24,M,okay then you go straight along to your right,M|okay then you go straight along to your right
25,f,alright,f|alright
26,M,okay,M|okay
27,f,uh-huh,f|uh-huh
28,M,right go about two and a half inches directly west,M|right go about two and a half inches directly west
29,f,then south,f|then south
30,M,southwest,M|southwest
31,f,right,f|right
32,M,okay and then we're going to go straight up to the old lighthouse,M|okay and then we're going to go straight up to the old lighthouse
33,f,mmhmm,f|mmhmm
34,M,right and you're going to come up and you'll have a carved wooden pole,M|right and you're going to come up and you'll have a carved wooden pole
35,f,mmhmm,f|mmhmm
36,M,ehm to the right of the east you have a remote village but you don't have a cobbled street the cobbled path is to the left of the remote village and you want the cobbling to go to the east not the savana,M|ehm to the right of the east you have a remote village but you don't have a cobbled street the cobbled path is to the left of the remote village and you want the cobbling to go to the east not the savana
37,f,mmhmm,f|mmhmm
38,M,and go along to the left past the site of a plane crash,M|and go along to the left past the site of a plane crash
39,f,mmhmm,f|mmhmm
