,Speaker,Utterance,Unified
5,f,yeah,f|yeah
6,M,right if you go along a bit diagonally eh from where you are just now,M|right if you go along a bit diagonally eh from where you are just now
7,f,my left or the paper's left towards the banana tree,f|my left or the paper's left towards the banana tree
8,M,the banana tree's on the right,M|the banana tree's on the right
9,f,well my left yeah paper left uh-huh right,f|well my left yeah paper left uh-huh right
10,M,"!!!'!!!'!!""!!2016!!4!!456!!8!!56!!286!!6!!7!!88!!76!!","M|!!!'!!!'!!""!!2016!!4!!456!!8!!56!!286!!6!!7!!88!!76!!"
11,f,right,f|right
12,M,"!!!'!!!'!!2017!!2018!!2016!!4!!""!!8!!7!!6!!84!!88!!","M|!!!'!!!'!!2017!!2018!!2016!!4!!""!!8!!7!!6!!84!!88!!"
13,f,okey-dokey,f|okey-dokey
14,M,"!!!'!!!'!!""!! Remnant!!!.!!,!!.!!2017!!7!!8!!6!!226!!147!!526!!428!!4!!48!!88!!248!!VW!!288!!286!!328!!","M|!!!'!!!'!!""!! Remnant!!!.!!,!!.!!2017!!7!!8!!6!!226!!147!!526!!428!!4!!48!!88!!248!!VW!!288!!286!!328!!"
15,f,right,f|right
16,M,and then you go up about three inches,M|and then you go up about three inches
17,f,mm okey-dokey,f|mm okey-dokey
18,M,right so you're going to come down on the left-hand side of the adventure playground,M|right so you're going to come down on the left-hand side of the adventure playground
19,f,right,f|right
20,M,then go up to the top of the west lake,M|then go up to the top of the west lake
21,f,just north of the banana tree yeah,f|just north of the banana tree yeah
22,M,"!!!'!!!'!!2018!!2017!!2019!!2020!! 2020!!there!!you!!""!!,!!.!! Rem!!ok!!","M|!!!'!!!'!!2018!!2017!!2019!!2020!! 2020!!there!!you!!""!!,!!.!! Rem!!ok!!"
23,f,mmhmm,f|mmhmm
24,M,and then go up right and you should be near to the golden beach at the top of it,M|and then go up right and you should be near to the golden beach at the top of it
25,f,mmhmm,f|mmhmm
26,M,"!!!'!!""!!86!!84!!92!!91!!8!!89!!!,!!226!!88!!886!!888!!.!!!!!!!!,!!4!!!!!!889!!","M|!!!'!!""!!86!!84!!92!!91!!8!!89!!!,!!226!!88!!886!!888!!.!!!!!!!!,!!4!!!!!!889!!"
27,f,no not at all,f|no not at all
28,M,no,M|no
29,f,right,f|right
30,M,and then you go along to your right and you go up,M|and then you go along to your right and you go up
31,f,mmhmm,f|mmhmm
32,M,and then go straight up,M|and then go straight up
33,f,yes,f|yes
34,M,right go up about an inch and a half directly up,M|right go up about an inch and a half directly up
35,f,mmhmm,f|mmhmm
36,M,then up and left and go along the top of the old temple in a circle,M|then up and left and go along the top of the old temple in a circle
37,f,rightee-ho,f|rightee-ho
38,M,"!!!'!!2!!this!!""!!.!!226!!4!!","M|!!!'!!2!!this!!""!!.!!226!!4!!"
39,f,nothing up until a poisoned stream,f|nothing up until a poisoned stream
40,M,right right okay well go up three and a across to the left-hand side of the map,M|right right okay well go up three and a across to the left-hand side of the map
41,f,what way to the left of it,f|what way to the left of it
42,M,left of it you're going,M|left of it you're going
43,f,yeah,f|yeah
44,M,okay,M|okay
45,f,eh slate mountain,f|eh slate mountain
46,M,okay well what i suggest you do lllll ehm is like right there's a there's two kind of groups of pelicans but they're ehm they're they're sort of down and to the right of the old mill,M|okay well what i suggest you do lllll ehm is like right there's a there's two kind of groups of pelicans but they're ehm they're they're sort of down and to the right of the old mill
47,f,mmhmm,f|mmhmm
48,M,"!!!'!!""!!':!!!--!!Moscow!!mm!! Bolshevik!!Lenin!! Assad!! Bolshe!! Lenin!!8!!7!!88!!4!!428!!754!!84!!286!!756!!96!!886!!487!!477!!46!!45!!888!!424!!44!!496!!448!!488!!,!!!!!!!!!!!!!!!!!!.!!===!!440!!423!!","M|!!!'!!""!!':!!!--!!Moscow!!mm!! Bolshevik!!Lenin!! Assad!! Bolshe!! Lenin!!8!!7!!88!!4!!428!!754!!84!!286!!756!!96!!886!!487!!477!!46!!45!!888!!424!!44!!496!!448!!488!!,!!!!!!!!!!!!!!!!!!.!!===!!440!!423!!"
49,f,right,f|right
50,M,and then go left,M|and then go left
51,f,mmhmm,f|mmhmm
52,M,and that's the finish,M|and that's the finish
53,f,up past the truck and the mountain,f|up past the truck and the mountain
54,M,yeah you go past the,M|yeah you go past the
55,f,right,f|right
56,M,right and then you go along and you go up have you got a waterfall,M|right and then you go along and you go up have you got a waterfall
57,f,right,f|right
58,M,right now you want to go eh straight down from the farmer's gate,M|right now you want to go eh straight down from the farmer's gate
59,f,mmhmm,f|mmhmm
60,M,right and then go right along to your right,M|right and then go right along to your right
61,f,right,f|right
62,M,okay then you're going to go down ehm southeast,M|okay then you're going to go down ehm southeast
63,f,no,f|no
64,M,right you're going to go up the left-hand side of the abandoned cottage,M|right you're going to go up the left-hand side of the abandoned cottage
65,f,yeah,f|yeah
66,M,for about three inches,M|for about three inches
67,f,mmhmm,f|mmhmm
68,M,and then you go due south to the bottom of the lagoon,M|and then you go due south to the bottom of the lagoon
69,f,right,f|right
70,M,and go along about an inch to your right,M|and go along about an inch to your right
71,f,yes uh-huh,f|yes uh-huh
72,M,right follow the line of the lake up to the left-hand side of the white mountain,M|right follow the line of the lake up to the left-hand side of the white mountain
73,f,mmhmm,f|mmhmm
74,M,okay,M|okay
75,f,right,f|right
76,M,okay,M|okay
77,f,mmhmm,f|mmhmm
78,M,then go straight up the left-hand side of it,M|then go straight up the left-hand side of it
79,f,up past the lemon grove,f|up past the lemon grove
80,M,yeah,M|yeah
81,f,right,f|right
