,Speaker,Utterance,Unified
5,f,mmhmm,f|mmhmm
6,M,and then you go along to your right about two inches,M|and then you go along to your right about two inches
7,f,oh hang on i don't have a graveyard,f|oh hang on i don't have a graveyard
8,M,"!!!'!!!'!!':!!""!!1945!!2014!!428!! Slay the dead tree","M|!!!'!!!'!!':!!""!!1945!!2014!!428!! Slay the dead tree"
9,f,fast running creek,f|fast running creek
10,M,fast flowing river where is that in relation to the diamond mine,M|fast flowing river where is that in relation to the diamond mine
11,f,is that to the right that'll be to my right to my right,f|is that to the right that'll be to my right to my right
12,M,uh-huh,M|uh-huh
13,f,right so i continue and go below the fast running creek,f|right so i continue and go below the fast running creek
14,M,uh-hope so,M|uh-hope so
15,f,i don't have a fast flowing river,f|i don't have a fast flowing river
16,M,ah right so i just go straight down,M|ah right so i just go straight down
17,f,i've a fast flowing running creek which is on the far right-hand corner,f|i've a fast flowing running creek which is on the far right-hand corner
18,M,well is that on your map,M|well is that on your map
19,f,so you have,f|so you have
20,M,so i'm going round the top of the diamond mine,M|so i'm going round the top of the diamond mine
21,f,yeah got an apache camp,f|yeah got an apache camp
22,M,right well you're going to go along and go up the left-hand side of that,M|right well you're going to go along and go up the left-hand side of that
23,f,but that's like at forty-five degrees south east,f|but that's like at forty-five degrees south east
24,M,mmhmm,M|mmhmm
25,f,right,f|right
26,M,and then you're about an inch below the carpenter's house about an an inch an inch and a half below the start position,M|and then you're about an inch below the carpenter's house about an an inch an inch and a half below the start position
27,f,no no graveyard,f|no no graveyard
28,M,"!!!""!!'!!><!!%!!'>!!364!!423!!4!!488!! Slay the dead tree","M|!!!""!!'!!><!!%!!'>!!364!!423!!4!!488!! Slay the dead tree"
29,f,no,f|no
30,M,well,M|well
31,f,yes got a desert which if i continue straight down past the diamond mine,f|yes got a desert which if i continue straight down past the diamond mine
32,M,right continue straight past it 'til you're about an inch away from the end of the page,M|right continue straight past it 'til you're about an inch away from the end of the page
33,f,okay so i'm still below the diamond mine,f|okay so i'm still below the diamond mine
34,M,yeah,M|yeah
35,f,right okay,f|right okay
36,M,right now go straight down for three centimetres,M|right now go straight down for three centimetres
37,f,my right right okay,f|my right right okay
38,M,"!!!'!!!'!!""!!:'!!","M|!!!'!!!'!!""!!:'!!"
39,f,i've got a fast running creek,f|i've got a fast running creek
40,M,well go right round that,M|well go right round that
41,f,how unlucky,f|how unlucky
42,M,well i have a diamond mine as well but i donae get it,M|well i have a diamond mine as well but i donae get it
43,f,can i just go straight to the saloon bar,f|can i just go straight to the saloon bar
44,M,well sort of yeah uh-huh,M|well sort of yeah uh-huh
45,f,right okay,f|right okay
46,M,and go up ehm horizontally about three inches,M|and go up ehm horizontally about three inches
47,f,yes,f|yes
48,M,right well go right down there until you're underneath the dead tree,M|right well go right down there until you're underneath the dead tree
49,f,yeah,f|yeah
50,M,right so what you do is you go up and then you go along to the right and then up,M|right so what you do is you go up and then you go along to the right and then up
51,f,okay,f|okay
52,M,and then go up the left-hand side of the alpine garden,M|and then go up the left-hand side of the alpine garden
53,f,right okay,f|right okay
54,M,and you've got a carved wooden pole,M|and you've got a carved wooden pole
55,f,okay,f|okay
56,M,for about an inch and a half,M|for about an inch and a half
57,f,right okay,f|right okay
58,M,ok,M|ok
59,f,passing above it,f|passing above it
60,M,"!!!'!!""!!2012!!2014!!2013!!2015!!2017!!2016!!there!!i!!okay!!this!!right!!","M|!!!'!!""!!2012!!2014!!2013!!2015!!2017!!2016!!there!!i!!okay!!this!!right!!"
61,f,but to the southwest,f|but to the southwest
62,M,right,M|right
63,f,okay,f|okay
64,M,and then turn to your right,M|and then turn to your right
65,f,passing above it right,f|passing above it right
66,M,"!!!!'!!'!!':!!""!!2012!!2014!!1978!!148!!1976!!147!!146!!7!!8!!226!!4!!754!!796!!456!!428!!423!!488!!424!!886!!288!!888!!88!!889!!92!!91!!992!!!!!!!!!!.!!!!!!!!!!!!!!!!!.!!""-!!!,!!,!!you!!oh!!okay!!there!! Rem!!mm!!u!!i!!have!!up!!q!!o!!s!!and!!are!!f!!the!!right!!all!!eh!!god!!ang!!az!!got!!ah!! Quick!! Kats!! Kab!!Ukraine!! Nato!! Tokyo!! Tag!!Fu!!k!! Kit!! Ukraine!!Ak!!Bul!!Lv!!%!!Unit!!VW!!Gh!! Bulgarian!!MH!!000!! Sum!!Russia!! NATO!!Staff!! Sham!!Leader!! Fu!! Yong!! Eva!!Uk!! Uttar!! Ara!! Hua!! Siberian!!Mask!! Remain!! Nak!! ni!! Ky!!Yu!!1945!! Bag!! Rus!! Isa!! Kon!! Toy!!Hash!! Premier!! Putin!! Erd!! Begin!! Ukrainian!!__!! Kag!! Mueller!! Bun!! Babe!! Teacher!!ex!!'t!!Sum!! Mat!!am!!!!! Mu!!","M|!!!!'!!'!!':!!""!!2012!!2014!!1978!!148!!1976!!147!!146!!7!!8!!226!!4!!754!!796!!456!!428!!423!!488!!424!!886!!288!!888!!88!!889!!92!!91!!992!!!!!!!!!!.!!!!!!!!!!!!!!!!!.!!""-!!!,!!,!!you!!oh!!okay!!there!! Rem!!mm!!u!!i!!have!!up!!q!!o!!s!!and!!are!!f!!the!!right!!all!!eh!!god!!ang!!az!!got!!ah!! Quick!! Kats!! Kab!!Ukraine!! Nato!! Tokyo!! Tag!!Fu!!k!! Kit!! Ukraine!!Ak!!Bul!!Lv!!%!!Unit!!VW!!Gh!! Bulgarian!!MH!!000!! Sum!!Russia!! NATO!!Staff!! Sham!!Leader!! Fu!! Yong!! Eva!!Uk!! Uttar!! Ara!! Hua!! Siberian!!Mask!! Remain!! Nak!! ni!! Ky!!Yu!!1945!! Bag!! Rus!! Isa!! Kon!! Toy!!Hash!! Premier!! Putin!! Erd!! Begin!! Ukrainian!!__!! Kag!! Mueller!! Bun!! Babe!! Teacher!!ex!!'t!!Sum!! Mat!!am!!!!! Mu!!"
67,f,yes,f|yes
68,M,well walk towards the walled the the the line should be going towards the edge of the wall,M|well walk towards the walled the the the line should be going towards the edge of the wall
69,f,yes,f|yes
70,M,well go along past the left-hand side of the desert and down past the right-hand edge of the page,M|well go along past the left-hand side of the desert and down past the right-hand edge of the page
71,f,between them,f|between them
72,M,uh-huh,M|uh-huh
73,f,right okay,f|right okay
74,M,and then you go up north again to the finish,M|and then you go up north again to the finish
75,f,but i'm that's not in a straight line,f|but i'm that's not in a straight line
76,M,that's not a straight one,M|that's not a straight one
77,f,right okay right okay,f|right okay right okay
78,M,right,M|right
79,f,right,f|right
80,M,okay and then you're going to go up northwards for about a centimetre,M|okay and then you're going to go up northwards for about a centimetre
81,f,okay i'm between,f|okay i'm between
