,Speaker,Utterance,Unified
5,B,"after that, if you asked me that I wouldn't have been able to tell you if that was football or baseball.","B|after that, if you asked me that I wouldn't have been able to tell you if that was football or baseball."
6,M,"Football, baseball, and football.","M|Football, baseball, and football."
7,B,"Yeah, but at the same time, I don't know, it's pretty far to throw that far I couldn't do it.","B|Yeah, but at the same time, I don't know, it's pretty far to throw that far I couldn't do it."
8,M,,M|
9,B,"Right, he's supposed to be able to do that.","B|Right, he's supposed to be able to do that."
10,M,you,M|you
11,B,"Oh, really? I didn't know that.","B|Oh, really? I didn't know that."
12,M,"He was in the hospital, so he's probably not too serious","M|He was in the hospital, so he's probably not too serious"
13,B,Uh-huh.,B|Uh-huh.
14,M,,M|
15,B,"Yeah, and I've been watching, uh, my husband's French and so if I've been watching the French news, when I watch it.","B|Yeah, and I've been watching, uh, my husband's French and so if I've been watching the French news, when I watch it."
16,M,"I've been watch, you know.","M|I've been watch, you know."
17,B,"It's incentive , speaking of Bush, we're going to get a little off topic but speaking of Bush, they that had a story where he went to visit some little, uh, elementary school students, and stuff.","B|It's incentive , speaking of Bush, we're going to get a little off topic but speaking of Bush, they that had a story where he went to visit some little, uh, elementary school students, and stuff."
18,M,Yes.,M|Yes.
19,B,"Did you see that, where he, the guy asked him for proof of who he was,","B|Did you see that, where he, the guy asked him for proof of who he was,"
20,M,I saw that.,M|I saw that.
21,B,he said his .,B|he said his .
22,M,Who said he was?,M|Who said he was?
23,B,I know and see a credit card,B|I know and see a credit card
24,M,"You don't need to know if he's a real person, you just need to see it.","M|You don't need to know if he's a real person, you just need to see it."
25,B,"It was so funny to see, it was a really cute little kid too.","B|It was so funny to see, it was a really cute little kid too."
26,M,I love how he was like Ohh ohh ohhhh ohh.,M|I love how he was like Ohh ohh ohhhh ohh.
27,B,"Well, I can tell you, that the Mets opened, I think, two days ago,","B|Well, I can tell you, that the Mets opened, I think, two days ago,"
28,M,"I think I'm going to go and see, what, one, two","M|I think I'm going to go and see, what, one, two"
29,B,"because my brother was supposed to go to the opening game, and I couldn't tell you who pitched,","B|because my brother was supposed to go to the opening game, and I couldn't tell you who pitched,"
30,M,Why are you saying that?,M|Why are you saying that?
31,B,"but they won, the Mets won.","B|but they won, the Mets won."
32,M,I'm a Mets fan. I've never been to a game.,M|I'm a Mets fan. I've never been to a game.
33,B,"But, yeah, not my a lot, *sp? by and then somebody else lost, maybe it was the other New York team which is the Yankees,","B|But, yeah, not my a lot, *sp? by and then somebody else lost, maybe it was the other New York team which is the Yankees,"
34,M,They won.,M|They won.
35,B,"but I don't even know if they're still New York Yankees, or New Jersey.","B|but I don't even know if they're still New York Yankees, or New Jersey."
36,M,I'm pretty sure New York Mets is New Jersey Mets.,M|I'm pretty sure New York Mets is New Jersey Mets.
37,B,Yeah.,B|Yeah.
38,M,What about New York?,M|What about New York?
39,B,"Well, but it, then they can have them play against each other.","B|Well, but it, then they can have them play against each other."
40,M,"I'm not sure what the purpose of this is, but it's a good thing.","M|I'm not sure what the purpose of this is, but it's a good thing."
41,B,"I think it's still the New York Yankees, you know,","B|I think it's still the New York Yankees, you know,"
42,M,I mean... it is the New Jersey Yankees...,M|I mean... it is the New Jersey Yankees...
43,B,I thought they were moving to New Jersey This is how much I know about baseball.,B|I thought they were moving to New Jersey This is how much I know about baseball.
44,M,It's the New Jersey Yankees,M|It's the New Jersey Yankees
45,B,Uh-huh.,B|Uh-huh.
46,M,So... who's the team?,M|So... who's the team?
47,B,Uh-huh.,B|Uh-huh.
48,M,What's a baseball team?,M|What's a baseball team?
49,B,Right .,B|Right .
50,M,"Well, I was thinking more of a'They're not a big company, they're just a small company '","M|Well, I was thinking more of a'They're not a big company, they're just a small company '"
51,B,Uh-huh.,B|Uh-huh.
52,M,... I'm surprised.,M|... I'm surprised.
53,B,With baseball tickets.,B|With baseball tickets.
54,M,I don't think it was that expensive.,M|I don't think it was that expensive.
55,B,Yeah .,B|Yeah .
56,M,But they were.,M|But they were.
57,B,Wow.,B|Wow.
58,M,They are my parents'rooms.,M|They are my parents'rooms.
59,B,Because they're fancy seats and stuff.,B|Because they're fancy seats and stuff.
60,M,Why is it that they are so cheap?,M|Why is it that they are so cheap?
61,B,"I know I'm always scared of that whenever I go to a game. I rarely go but we went last year because my brother, my brother is impossible, when, um, he does football leagues and baseball leagues and all kinds of stuff,","B|I know I'm always scared of that whenever I go to a game. I rarely go but we went last year because my brother, my brother is impossible, when, um, he does football leagues and baseball leagues and all kinds of stuff,"
62,M,,M|
63,B,"and if there's a game on, he's watching it. I mean, that's all there is to it,","B|and if there's a game on, he's watching it. I mean, that's all there is to it,"
64,M,w.,M|w.
65,B,and he's like glued at the T V.,B|and he's like glued at the T V.
66,M,Yeah but it's not the same.,M|Yeah but it's not the same.
67,B,"Oh, I'm glad my husband's not like that either, I'd kill him My brother's like that and, um, see he goes to a lot of games, not a real lot, but he tries to go, then my father got us some tickets,","B|Oh, I'm glad my husband's not like that either, I'd kill him My brother's like that and, um, see he goes to a lot of games, not a real lot, but he tries to go, then my father got us some tickets,"
68,M,I've been on the train to him since I was a kid.,M|I've been on the train to him since I was a kid.
69,B,"so my brother's wife and my husband and I went. Last year we wanted to show my husband what a baseball game was because, you know, being a non-American you want to see what a baseball game is like.","B|so my brother's wife and my husband and I went. Last year we wanted to show my husband what a baseball game was because, you know, being a non-American you want to see what a baseball game is like."
70,M,My brother.,M|My brother.
71,B,"And he describes it as, you sit there in a crowd, it was nice weather and stuff, it wasn't a real problem, but you sit there in a crowd, and you're waiting and waiting and waiting and you eat these lousy the hot dogs um, because we made him try a hot dog, you know ,","B|And he describes it as, you sit there in a crowd, it was nice weather and stuff, it wasn't a real problem, but you sit there in a crowd, and you're waiting and waiting and waiting and you eat these lousy the hot dogs um, because we made him try a hot dog, you know ,"
72,M,what?,M|what?
73,B,"and, um, so you sit there and you wait for the longest time really bored, and then all of a sudden something happens but you happen to look the other way during the time,","B|and, um, so you sit there and you wait for the longest time really bored, and then all of a sudden something happens but you happen to look the other way during the time,"
74,M,"I, i'm...","M|I, i'm..."
75,B,"yeah, and so you're basically you sit there and wait for something exciting to happen and when it happened he missed it, and didn't understand it Um, he grew up out, well, he grew up in , which is the, sort of O strip east to west, eastern part,","B|yeah, and so you're basically you sit there and wait for something exciting to happen and when it happened he missed it, and didn't understand it Um, he grew up out, well, he grew up in , which is the, sort of O strip east to west, eastern part,"
76,M,"Yes,","M|Yes,"
77,B,"but that ,","B|but that ,"
78,M,You,M|You
79,B,"Yeah, he's not that far, he was sort of in between Strasbourg, and Paris.","B|Yeah, he's not that far, he was sort of in between Strasbourg, and Paris."
80,M,"He's from Strasburg, but he's","M|He's from Strasburg, but he's"
81,B,"Oh, is she still there?","B|Oh, is she still there?"
82,M,"No, she lives in Strasbourg.","M|No, she lives in Strasbourg."
83,B,"Because,","B|Because,"
84,M,"Oh, I'm not the only one.","M|Oh, I'm not the only one."
85,B,"Yeah, Saint Claude,","B|Yeah, Saint Claude,"
86,M,Are you Saint Claude?,M|Are you Saint Claude?
87,B,"yeah, we used to, that's one of the, um, entrances to the periphery to get in and out of the city.","B|yeah, we used to, that's one of the, um, entrances to the periphery to get in and out of the city."
88,M,I'm not sure about that.,M|I'm not sure about that.
89,B,"And it, it, it, it sits right at the limit,","B|And it, it, it, it sits right at the limit,"
90,M,"Well, that's the limit of the street, but it's not really the limit, I'm pretty sure.","M|Well, that's the limit of the street, but it's not really the limit, I'm pretty sure."
91,B,"I exactly where she is. But, um, we met in Paris.","B|I exactly where she is. But, um, we met in Paris."
92,M,Umm... what?,M|Umm... what?
93,B,Twelve children?,B|Twelve children?
94,M,I know...,M|I know...
95,B,"Oh, my God, the poor woman.","B|Oh, my God, the poor woman."
96,M,"It's only her two children, she's fine.","M|It's only her two children, she's fine."
97,B,Were any of them twins?,B|Were any of them twins?
98,M,"Oh, she was beautiful.","M|Oh, she was beautiful."
99,B,You probably can't afford to eat if you have more than two of them,B|You probably can't afford to eat if you have more than two of them
100,M,And now I'm sad,M|And now I'm sad
101,B,Uh-huh.,B|Uh-huh.
102,M,"Ughh, I can't eat!","M|Ughh, I can't eat!"
103,B,Uh-huh.,B|Uh-huh.
104,M,You.,M|You.
105,B,"But how do they afford to even have the kids, uh, we're expecting our first baby, almost any day Uh-huh.","B|But how do they afford to even have the kids, uh, we're expecting our first baby, almost any day Uh-huh."
106,M,I have the.,M|I have the.
107,B,Wow.,B|Wow.
108,M,,M|
109,B,Uh-huh.,B|Uh-huh.
110,M,,M|
111,B,Uh-huh.,B|Uh-huh.
112,M,You're the book?,M|You're the book?
113,B,Uh-huh.,B|Uh-huh.
114,M,,M|
115,B,"I, I don't know what Foley's is","B|I, I don't know what Foley's is"
116,M,,M|
117,B,Uh-huh.,B|Uh-huh.
118,M,Ya but it's a store and it's not like a mall,M|Ya but it's a store and it's not like a mall
119,B,Yeah.,B|Yeah.
120,M,I don't think I'll ever be able to afford that.,M|I don't think I'll ever be able to afford that.
121,B,"Yeah, well, that makes a really big difference. But, but, still it's just as hard as having, that,","B|Yeah, well, that makes a really big difference. But, but, still it's just as hard as having, that,"
122,M,"But, but","M|But, but"
123,B,but your cousin could have a baseball team with twelve kids,B|but your cousin could have a baseball team with twelve kids
124,M,"Yeah, but it's a very different situation.","M|Yeah, but it's a very different situation."
125,B,Uh-huh.,B|Uh-huh.
126,M,We have a softball league,M|We have a softball league
127,B,Uh-huh.,B|Uh-huh.
128,M,not.,M|not.
129,B,Uh-huh.,B|Uh-huh.
130,M,,M|
131,B,"I admire someone that can do that, you know, I really can.","B|I admire someone that can do that, you know, I really can."
132,M,"You know, I have a lot of friends.","M|You know, I have a lot of friends."
