,Speaker,Utterance,Unified
5,B,"Um, well, the, see, uh, well, we, he wanted to get into a Mennonite nursing home which is very popular and hard to get into and had like a ten year waiting list","B|Um, well, the, see, uh, well, we, he wanted to get into a Mennonite nursing home which is very popular and hard to get into and had like a ten year waiting list"
6,M,You?,M|You?
7,B,"right, we wound up just choosing a, another Mennonite nursing home that was easier to get into. Or but naturally, no, it was even Mennonite related, I'm sorry, it was actually not a particularly great nursing home. Mostly the thing was that it was available when we needed it, because he suddenly got sick  and needed to be put in.","B|right, we wound up just choosing a, another Mennonite nursing home that was easier to get into. Or but naturally, no, it was even Mennonite related, I'm sorry, it was actually not a particularly great nursing home. Mostly the thing was that it was available when we needed it, because he suddenly got sick  and needed to be put in."
8,M,that.,M|that.
9,B,"Uh, what do you think?","B|Uh, what do you think?"
10,M,"no, i'","M|no, i'"
11,B,Uh-huh.,B|Uh-huh.
12,M,It's awwwwwww.,M|It's awwwwwww.
13,B,Yeah.,B|Yeah.
14,M,Uhm... I'm not sure.,M|Uhm... I'm not sure.
15,B,Yeah,B|Yeah
16,M,"So, did you have a choice?","M|So, did you have a choice?"
17,B,"yeah, that's important I would say.","B|yeah, that's important I would say."
18,M,You can always move her out of the house.,M|You can always move her out of the house.
19,B,Okay.,B|Okay.
20,M,I have a friend that works there. I'm sure she can give you a list of what she's doing and what she is doing.,M|I have a friend that works there. I'm sure she can give you a list of what she's doing and what she is doing.
21,B,Yeah.,B|Yeah.
22,M,Yourself.She's,M|Yourself.She's
23,B,"Right, and that becomes difficult then.","B|Right, and that becomes difficult then."
24,M,She's not there anymore.,M|She's not there anymore.
25,B,"Uh-huh. Yep, we tried to convince my grandfather to live with us at several points during the last few years of his life, but he was essentially too proud and too independent so that even though his heart was getting incredibly weak and his knees were going bad he lived in his own house as long as he could","B|Uh-huh. Yep, we tried to convince my grandfather to live with us at several points during the last few years of his life, but he was essentially too proud and too independent so that even though his heart was getting incredibly weak and his knees were going bad he lived in his own house as long as he could"
26,M,I,M|I
27,B,"but he was living alone, had an upstairs apartment, could barely make it up the steps to the top without a great deal of pain,","B|but he was living alone, had an upstairs apartment, could barely make it up the steps to the top without a great deal of pain,"
28,M,I think.,M|I think.
29,B,"and this, eventually things just went too far","B|and this, eventually things just went too far"
30,M,"I was not talking about that, I was talking","M|I was not talking about that, I was talking"
31,B,and he allowed himself to be put into a nursing home.,B|and he allowed himself to be put into a nursing home.
32,M,He was a very nice man.,M|He was a very nice man.
33,B,Right,B|Right
34,M,I'm not really a guy.,M|I'm not really a guy.
35,B,"well that's, yeah, that's right that the children have some responsibility, too, to their parents and such, to help decide what's the right thing.","B|well that's, yeah, that's right that the children have some responsibility, too, to their parents and such, to help decide what's the right thing."
36,M,"I mean, the kids'parents have a responsibility to take care of them.","M|I mean, the kids'parents have a responsibility to take care of them."
37,B,And.,B|And.
38,M,She is here.,M|She is here.
39,B,Uh-huh.,B|Uh-huh.
40,M,"I'm sorry, I don't know.","M|I'm sorry, I don't know."
41,B,Yep.,B|Yep.
42,M,... Is she?,M|... Is she?
