,Speaker,Utterance,Unified
5,B,"Well, they did have a fairly decent year finally this year.","B|Well, they did have a fairly decent year finally this year."
6,M,I'm not even sure who the Cowboys are anymore.,M|I'm not even sure who the Cowboys are anymore.
7,B,At least they're coming around.,B|At least they're coming around.
8,M,The Cowboys are gonna win the Super Bowl this year.,M|The Cowboys are gonna win the Super Bowl this year.
9,B,"Well I mean, you know, I think, uh, once Jimmy Johnson gets his system established, uh, they'll do all right.","B|Well I mean, you know, I think, uh, once Jimmy Johnson gets his system established, uh, they'll do all right."
10,M,They're just playing the game.,M|They're just playing the game.
11,B,Uh-huh.,B|Uh-huh.
12,M,And the Bears.,M|And the Bears.
13,B,I'm a Viking fan.,B|I'm a Viking fan.
14,M,Why do you hate the Packers?,M|Why do you hate the Packers?
15,B,"And they haven't been doing too hot, so.","B|And they haven't been doing too hot, so."
16,M,"They're playing the Patriots, not the Jets.","M|They're playing the Patriots, not the Jets."
17,B,"No, in fact, in fact the Cowboys got the best end of that deal.","B|No, in fact, in fact the Cowboys got the best end of that deal."
18,M,He was the best player on the Cowboys for a long time.,M|He was the best player on the Cowboys for a long time.
19,B,I've never been over impressed with him.,B|I've never been over impressed with him.
20,M,The Cowboys have been over hyped for a long time.,M|The Cowboys have been over hyped for a long time.
21,B,"Well, who's the running, is it Sammy Smith, or is it, Emmett Smith.","B|Well, who's the running, is it Sammy Smith, or is it, Emmett Smith."
22,M,That,M|That
23,B,Emmett Smith.,B|Emmett Smith.
24,M,"I'm still, he was a bit of course.","M|I'm still, he was a bit of course."
25,B,Yeah.,B|Yeah.
26,M,He's not that good,M|He's not that good
27,B,I'm not sure.,B|I'm not sure.
28,M,Is he?,M|Is he?
29,B,"Who else is, uh, oh there's, you know, Mike , Minnesota Vikings, used to be the general manager starting the World Football League.","B|Who else is, uh, oh there's, you know, Mike , Minnesota Vikings, used to be the general manager starting the World Football League."
30,M,What??!?! I'm sorry.,M|What??!?! I'm sorry.
31,B,"So, and and he was trying to keep, uh, uh, I can't even think of the guy's name, either, the coach of the Vikings.","B|So, and and he was trying to keep, uh, uh, I can't even think of the guy's name, either, the coach of the Vikings."
32,M,What?,M|What?
33,B,Jerry Burns.,B|Jerry Burns.
34,M,I can't think of a more iconic name than Jerry.,M|I can't think of a more iconic name than Jerry.
35,B,"he was going to keep him as the coach somehow, but, uh, I don't know, I'd like to see the Vikings get revamped somehow.","B|he was going to keep him as the coach somehow, but, uh, I don't know, I'd like to see the Vikings get revamped somehow."
36,M,That's a good idea.,M|That's a good idea.
37,B,"Well, they started out really bad, they went like one and six, and then they won five or six in a row.","B|Well, they started out really bad, they went like one and six, and then they won five or six in a row."
38,M,They're not that bad.,M|They're not that bad.
39,B,So they were in a shot to make the play-offs and they screwed up the last couple of games.,B|So they were in a shot to make the play-offs and they screwed up the last couple of games.
40,M,They won the Super Bowl and went 6 6.,M|They won the Super Bowl and went 6 6.
41,B,"Yeah, I guess you can,","B|Yeah, I guess you can,"
42,M,"You can't, you can't win a Super Bowl in a season.","M|You can't, you can't win a Super Bowl in a season."
43,B,Yeah.,B|Yeah.
44,M,The Vikings are going to the playoffs.,M|The Vikings are going to the playoffs.
45,B,"And the Cardinals were kind of like the in fact they were doing better than the Cowboys, and the Cowboy, Cowboys came on strong at the end of the season, and the Cardinals got killed by the Cowboys, so.","B|And the Cardinals were kind of like the in fact they were doing better than the Cowboys, and the Cowboy, Cowboys came on strong at the end of the season, and the Cardinals got killed by the Cowboys, so."
46,M,You mean the NFC South.,M|You mean the NFC South.
47,B,"Oh, don't made any excuses for him","B|Oh, don't made any excuses for him"
48,M,no,M|no
49,B,Uh-huh.,B|Uh-huh.
50,M,You.,M|You.
51,B,Uh-huh.,B|Uh-huh.
52,M,,M|
53,B,I don't know  Yeah I think it was .,B|I don't know  Yeah I think it was .
54,M,We,M|We
55,B,"But, uh, well I got my thirty day notice yesterday.","B|But, uh, well I got my thirty day notice yesterday."
56,M,"He's, what?","M|He's, what?"
57,B,"Um, I'm done, where I work.","B|Um, I'm done, where I work."
58,M,You're done?,M|You're done?
59,B,"So, anyway, I guess we can't talk much more about that, but I just thought I'd throw that in there","B|So, anyway, I guess we can't talk much more about that, but I just thought I'd throw that in there"
60,M,He's a little high.,M|He's a little high.
