,Speaker,Utterance,Unified
5,B,Right.,B|Right.
6,M,I know that the jury decides.,M|I know that the jury decides.
7,B,"Right. There's, there, this topic is kind of mute. Uh","B|Right. There's, there, this topic is kind of mute. Uh"
8,M,What do you mean?,M|What do you mean?
9,B,"there, there's no way. We, we couldn't survive in a in a juror in a trial system without a jury.","B|there, there's no way. We, we couldn't survive in a in a juror in a trial system without a jury."
10,M,Right.,M|Right.
11,B,"Uh, one man can never be, one man, one woman can never be objectionable in every case.","B|Uh, one man can never be, one man, one woman can never be objectionable in every case."
12,M,They are.,M|They are.
13,B,"Uh, every person has their opinions and that's why jury selection is often very difficult. Uh.","B|Uh, every person has their opinions and that's why jury selection is often very difficult. Uh."
14,M,We don't.,M|We don't.
15,B,Right.,B|Right.
16,M,,M|
17,B,Right. They shouldn't allow an appeal.,B|Right. They shouldn't allow an appeal.
18,M,I'm a'there's.,M|I'm a'there's.
19,B,Yep.,B|Yep.
20,M,Can't be legal.,M|Can't be legal.
21,B,Uh-huh,B|Uh-huh
22,M,What is?,M|What is?
23,B,"Oh, that's right. I work for a law firm","B|Oh, that's right. I work for a law firm"
24,M,I was at the school.,M|I was at the school.
25,B,Right.,B|Right.
26,M,The lawyers have been involved in a lot.,M|The lawyers have been involved in a lot.
27,B,Well plea plea bargaining is a different story.,B|Well plea plea bargaining is a different story.
28,M,Because it's the only option available to them.,M|Because it's the only option available to them.
29,B,"Plea bargaining is something completely different. That, that actually prevents trials. Or at least speeds them up.","B|Plea bargaining is something completely different. That, that actually prevents trials. Or at least speeds them up."
30,M,If they get a plea bargain then they can be charged with assault.,M|If they get a plea bargain then they can be charged with assault.
31,B,Right.,B|Right.
32,M,"I mean, the whole system is broken. That's why they're doing it.","M|I mean, the whole system is broken. That's why they're doing it."
33,B,Right.,B|Right.
34,M,It's a law,M|It's a law
35,B,Huh.,B|Huh.
36,M,They don't.,M|They don't.
37,B,Right.,B|Right.
38,M,... but we do have capital penalty.,M|... but we do have capital penalty.
39,B,We do,B|We do
40,M,Why don't we have capital punishments?,M|Why don't we have capital punishments?
41,B,Right.,B|Right.
42,M,I think they're both guilty,M|I think they're both guilty
43,B,"Right. When you're saying as far as the appeal, uh, procedure was concerned.","B|Right. When you're saying as far as the appeal, uh, procedure was concerned."
44,M,It's not that they're not guilty. It's that they aren't guilty.,M|It's not that they're not guilty. It's that they aren't guilty.
45,B,"We just have the case, I'm, I'm sure you've probably heard of Marion Berry.","B|We just have the case, I'm, I'm sure you've probably heard of Marion Berry."
46,M,"I'm not sure, I've never heard of the appeal.","M|I'm not sure, I've never heard of the appeal."
47,B,"Uh, his last appeal was, was denied two days before his sentence was up","B|Uh, his last appeal was, was denied two days before his sentence was up"
48,M,"Uh, what?","M|Uh, what?"
49,B,"So, I mean, his appeal was denied and two days later he got out of jail For cocaine possession.","B|So, I mean, his appeal was denied and two days later he got out of jail For cocaine possession."
50,M,"No, he's a minor.","M|No, he's a minor."
51,B,"But, uh, that was absurd  There is never, there was no reason  the appeal process should have dragged on that long for a six month sentence.","B|But, uh, that was absurd  There is never, there was no reason  the appeal process should have dragged on that long for a six month sentence."
52,M,He was on probation.,M|He was on probation.
53,B,"Well, uh, the, the only I can, I you know, the, appeal procedure is the only thing I can possibly think of. Uh, like I said, as far as removing of the jury and having the judge sentence, that's absurd.  There's no way that could work.","B|Well, uh, the, the only I can, I you know, the, appeal procedure is the only thing I can possibly think of. Uh, like I said, as far as removing of the jury and having the judge sentence, that's absurd.  There's no way that could work."
54,M,The appeal,M|The appeal
55,B,"Uh, but,","B|Uh, but,"
56,M,It's,M|It's
57,B,"Oh, exactly.","B|Oh, exactly."
58,M,"I, I don t know.","M|I, I don t know."
59,B,Exactly.  Right.,B|Exactly.  Right.
60,M,It's not about feeling good. It's about feeling happy.,M|It's not about feeling good. It's about feeling happy.
61,B,No one would want the job,B|No one would want the job
62,M,"What if I told you, I would want to do this for a living.","M|What if I told you, I would want to do this for a living."
63,B,"Uh, and, you know, like I said, the, you know, everyone has their opinions about every case.","B|Uh, and, you know, like I said, the, you know, everyone has their opinions about every case."
64,M,I know.The majority do,M|I know.The majority do
65,B,"Oh yeah. I, I feel that everyone is, everyone is, uh, entitled to a trial by jury.  That, that, that right","B|Oh yeah. I, I feel that everyone is, everyone is, uh, entitled to a trial by jury.  That, that, that right"
66,M,"I am, uhh, I'm not.","M|I am, uhh, I'm not."
67,B,"Well, I mean, were there witnesses?","B|Well, I mean, were there witnesses?"
68,M,I don't think so.,M|I don't think so.
69,B,"Right.  Right.  That you can't, you can't remove the jury regardless of the case.","B|Right.  Right.  That you can't, you can't remove the jury regardless of the case."
70,M,"I know, I'm saying that you can","M|I know, I'm saying that you can"
71,B,I mean you could have fifty people in audience watching a murder take place,B|I mean you could have fifty people in audience watching a murder take place
72,M,I was thinking of a different scenario.,M|I was thinking of a different scenario.
73,B,"and you, you'd still, there's still mitigating circumstances","B|and you, you'd still, there's still mitigating circumstances"
74,M,There's only so many people you can watch in jury duty.,M|There's only so many people you can watch in jury duty.
