,Speaker,Utterance,Unified
5,B,"Uh-huh. Well I am a working mother I have three children and my children, since I, uh, since they were very young, I've had various, um, different alternatives, child care arrangements and like most working mothers I'm really not defensive about it. I personally feel, uh, in our particular situation, I'm a much better mother when I work out of the home and my kids, I think, are very, very secure, well raised children. My comment on this is that we paid an absolute fortune over the years for a variety of opportunities.","B|Uh-huh. Well I am a working mother I have three children and my children, since I, uh, since they were very young, I've had various, um, different alternatives, child care arrangements and like most working mothers I'm really not defensive about it. I personally feel, uh, in our particular situation, I'm a much better mother when I work out of the home and my kids, I think, are very, very secure, well raised children. My comment on this is that we paid an absolute fortune over the years for a variety of opportunities."
6,M,,M|
7,B,"So I, I, I, you know, it is a problem. And, but as you pointed out, I, I think the real problem is the low pay child facilities and that is sometimes what some women who have to work, that is all they can afford. When our children were very young, we had a pay, a live in paid baby-sitter that was wonderful.","B|So I, I, I, you know, it is a problem. And, but as you pointed out, I, I think the real problem is the low pay child facilities and that is sometimes what some women who have to work, that is all they can afford. When our children were very young, we had a pay, a live in paid baby-sitter that was wonderful."
8,M,.,M|.
9,B,"And then as they got older, they went to, uh, I preferred to call them schools and they were really all day preschools and they were wonderful. And I think they got exposed to a lot of neat things.","B|And then as they got older, they went to, uh, I preferred to call them schools and they were really all day preschools and they were wonderful. And I think they got exposed to a lot of neat things."
10,M,You.,M|You.
11,B,"But we did, we really truly did pay a fortune. I mean we were paying at one point, well about, about a, close, about five hundred dollars a week for two children.","B|But we did, we really truly did pay a fortune. I mean we were paying at one point, well about, about a, close, about five hundred dollars a week for two children."
12,M,I think.,M|I think.
13,B,So.,B|So.
14,M,We got married in like'09.,M|We got married in like'09.
15,B,"Well, I I'm a physician. Uh  and, as is my husband.","B|Well, I I'm a physician. Uh  and, as is my husband."
16,M,Why do you think?,M|Why do you think?
17,B,"And, and I felt, uh, very good about working. I'm a pediatrician actually.","B|And, and I felt, uh, very good about working. I'm a pediatrician actually."
18,M,You feel good?,M|You feel good?
19,B,"So, uh, but I think there are some wonderful child care opportunities out there for children but, and we all know the kind of things that you're supposed to look for. I think,","B|So, uh, but I think there are some wonderful child care opportunities out there for children but, and we all know the kind of things that you're supposed to look for. I think,"
20,M,I... I think so.,M|I... I think so.
21,B,Oh. Well,B|Oh. Well
22,M,I'm a child care nurse.,M|I'm a child care nurse.
23,B,"I think it's real important that you have a place that, first of all parents have a lot of input into and that they're always welcome and that they have a lot of activities where parents come in during the day and that at any time you can drop in. And we had a really wonderful arrangement, uh, I'm with the university actually","B|I think it's real important that you have a place that, first of all parents have a lot of input into and that they're always welcome and that they have a lot of activities where parents come in during the day and that at any time you can drop in. And we had a really wonderful arrangement, uh, I'm with the university actually"
24,M,That,M|That
25,B,"and they had a wonderful, uh, program that started at age three and it was about a block away from the hospital where I work. And so, many times, at lunchtime, I would go over and visit the children and eat with them and see what they were doing. And they had wonderful, they had things like gardens and lots of pets and just, they had a four to one uh, teacher student ratio.","B|and they had a wonderful, uh, program that started at age three and it was about a block away from the hospital where I work. And so, many times, at lunchtime, I would go over and visit the children and eat with them and see what they were doing. And they had wonderful, they had things like gardens and lots of pets and just, they had a four to one uh, teacher student ratio."
26,M,You,M|You
