,Speaker,Utterance,Unified
5,M,What do you think is the main reason for the current outbreak?,M|What do you think is the main reason for the current outbreak?
6,B,Uh-huh.,B|Uh-huh.
7,M,That's what I was going for.,M|That's what I was going for.
8,B,Uh-huh.,B|Uh-huh.
9,M,It's funny because he's not.,M|It's funny because he's not.
10,B,Uh-huh.,B|Uh-huh.
11,M,I like the way he says it.,M|I like the way he says it.
12,B,Huh.,B|Huh.
13,M,He said the same thing to the French people in Paris.,M|He said the same thing to the French people in Paris.
14,B,"Yeah. I'm, I'm ambivalent about it because, um, uh, well it is very frightening and scary. I have no perspective on how it relates to other diseases, and, uh, I mean whether,","B|Yeah. I'm, I'm ambivalent about it because, um, uh, well it is very frightening and scary. I have no perspective on how it relates to other diseases, and, uh, I mean whether,"
15,M,...,M|...
16,B,Yes.,B|Yes.
17,M,So? Is that why you have less money than other people?,M|So? Is that why you have less money than other people?
18,B,"And, uh, whether those diseases can some difference could be made if you did pour more money in like diabetes research","B|And, uh, whether those diseases can some difference could be made if you did pour more money in like diabetes research"
19,M,"... because, uh, uh.","M|... because, uh, uh."
20,B,uh,B|uh
21,M,Uhhhhhhhhhh.,M|Uhhhhhhhhhh.
22,B,"didn't, uh, you know, but I, uh, then part of it's lack of education. I don't know whether, whether, you know, where our money would be most effectively spent.","B|didn't, uh, you know, but I, uh, then part of it's lack of education. I don't know whether, whether, you know, where our money would be most effectively spent."
23,M,"I don't think it's the same. I think the money would go to education, and the money goes to cancer research.","M|I don't think it's the same. I think the money would go to education, and the money goes to cancer research."
24,B,Uh-huh.,B|Uh-huh.
25,M,"Uuh, I don'know if it, uh, is still going to be the case.","M|Uuh, I don'know if it, uh, is still going to be the case."
26,B,"And I'm, I am concerned a lot about, uh, I'm concerned about, uh, two things. One is preventing the spread and the other is for, uh, for, uh, treating the illness.","B|And I'm, I am concerned a lot about, uh, I'm concerned about, uh, two things. One is preventing the spread and the other is for, uh, for, uh, treating the illness."
27,M,",","M|,"
28,B,"And I'm not certain, I, I, again this, I'm telling you, basically I don't have any opinion.","B|And I'm not certain, I, I, again this, I'm telling you, basically I don't have any opinion."
29,M,"Uhh, you're not very good","M|Uhh, you're not very good"
30,B,"But whether or not it would be, uh, our money would be better spent, uh, teaching, you know, working on the drug problems and the, and the sex problems, uh, rather than trying to cure the people that already have it.","B|But whether or not it would be, uh, our money would be better spent, uh, teaching, you know, working on the drug problems and the, and the sex problems, uh, rather than trying to cure the people that already have it."
31,M,,M|
32,B,"Yeah, well, you know,","B|Yeah, well, you know,"
33,M,"No, and","M|No, and"
34,B,"t-, whether my dentist or","B|t-, whether my dentist or"
35,M,,M|
36,B,"and I heard something the other day, this sounds ridiculous, about mosquitoes. And, you know, they've been saying oh, no, absolutely not. Can't get it from mosquitoes. And, uh, and now they are saying well maybe in the right conditions, yes.","B|and I heard something the other day, this sounds ridiculous, about mosquitoes. And, you know, they've been saying oh, no, absolutely not. Can't get it from mosquitoes. And, uh, and now they are saying well maybe in the right conditions, yes."
37,M,yes.,M|yes.
38,B,"And I don't know that's true or not. I mean, I just heard it in passing, but so what does that,","B|And I don't know that's true or not. I mean, I just heard it in passing, but so what does that,"
39,M,I don't.,M|I don't.
40,B,what does that mean for people that you work with and shake hands with and,B|what does that mean for people that you work with and shake hands with and
41,M,I work with him and shake his hand,M|I work with him and shake his hand
42,B,Yeah.,B|Yeah.
43,M,It's not a virus. It's a virus.The same thing as the flu virus.,M|It's not a virus. It's a virus.The same thing as the flu virus.
44,B,Uh-huh.,B|Uh-huh.
45,M,What's wrong with that?,M|What's wrong with that?
46,B,No.,B|No.
47,M,So did the UN,M|So did the UN
48,B,Uh-huh.,B|Uh-huh.
49,M,,M|
50,B,Oh.,B|Oh.
51,M,You know.,M|You know.
52,B,I think maybe more information should be given out about it.,B|I think maybe more information should be given out about it.
53,M,We do know that the effects of it are very much different.,M|We do know that the effects of it are very much different.
54,B,"I, I, give me cyanide. I mean, is it )),","B|I, I, give me cyanide. I mean, is it )),"
55,M,It's not.,M|It's not.
56,B,Uh-huh.,B|Uh-huh.
57,M,"Well, yeah, but if I had a gun, I would still have it.","M|Well, yeah, but if I had a gun, I would still have it."
58,B,"Ri-, Exactly.","B|Ri-, Exactly."
59,M,Are you sure you are dying?,M|Are you sure you are dying?
60,B,"And why can't you, why can't the F D A say, you know, if these people knowingly consent to be, research monkeys and well, let them,","B|And why can't you, why can't the F D A say, you know, if these people knowingly consent to be, research monkeys and well, let them,"
61,M,"I'm not going to answer that question, you're not the same guy.","M|I'm not going to answer that question, you're not the same guy."
62,B,"let them, do it.","B|let them, do it."
63,M,Exactly. It's not like they're the only ones who can do it.,M|Exactly. It's not like they're the only ones who can do it.
