,Speaker,Utterance,Unified
5,B,"whatever I'm doing, I watch that. I usually watch the news, either at, you know, early evening or at ten o'clock","B|whatever I'm doing, I watch that. I usually watch the news, either at, you know, early evening or at ten o'clock"
6,M,Why,M|Why
7,B,"so I get it from T V a lot. I get TIME I read TIME MAGAZINE Um, that's one I read pretty regularly.","B|so I get it from T V a lot. I get TIME I read TIME MAGAZINE Um, that's one I read pretty regularly."
8,M,I read,M|I read
9,B,"And, uh.  The thing about it, you know, now that I've found, is that we get such good coverage on T V, or at least such, I don't know, attempted thoroughness of coverage, by the time you get the TIME MAGAZINE, there's nothing in it you don't know.","B|And, uh.  The thing about it, you know, now that I've found, is that we get such good coverage on T V, or at least such, I don't know, attempted thoroughness of coverage, by the time you get the TIME MAGAZINE, there's nothing in it you don't know."
10,M,"No, I'm there.","M|No, I'm there."
11,B,"Right. Then you can just sort of have pictures to go along with it or something, because really, I've thought lately, there's nothing new in the TIME MAGAZINE.","B|Right. Then you can just sort of have pictures to go along with it or something, because really, I've thought lately, there's nothing new in the TIME MAGAZINE."
12,M,...,M|...
13,B,"You know, it's, it's, basically you've heard everything","B|You know, it's, it's, basically you've heard everything"
14,M,That's magaz...,M|That's magaz...
15,B,"and, uh, you might, you might get a little more thorough, uh, account of something, but really, um, I don't know. So I get most of mine from television","B|and, uh, you might, you might get a little more thorough, uh, account of something, but really, um, I don't know. So I get most of mine from television"
16,M,You can't.,M|You can't.
17,B,I would say.,B|I would say.
18,M,You would say that?,M|You would say that?
19,B,Right,B|Right
20,M,,M|
21,B,"and I, I think there's an attempt to do that. You know, I think people, there's a mild attempt for that, but I think basically, we basically associate news with bad news or, or catastrophes or problems or crises, or, uh, you know.","B|and I, I think there's an attempt to do that. You know, I think people, there's a mild attempt for that, but I think basically, we basically associate news with bad news or, or catastrophes or problems or crises, or, uh, you know."
22,M,...,M|...
23,B,"I think our concept of news isn't necessarily events that happen. It's more negative, like you said.","B|I think our concept of news isn't necessarily events that happen. It's more negative, like you said."
24,M,This is not news.,M|This is not news.
25,B,"But, I think people try to, on, on T V I think, they try to throw in good stuff, but it doesn't, uh, it doesn't sway the vote.","B|But, I think people try to, on, on T V I think, they try to throw in good stuff, but it doesn't, uh, it doesn't sway the vote."
26,M,,M|
27,B,Uh-huh.,B|Uh-huh.
28,M,?,M|?
29,B,Uh-huh.,B|Uh-huh.
30,M,...,M|...
31,B,"Right. You know, the war last winter was certainly a good example of that  because we saw every single thing, practically.","B|Right. You know, the war last winter was certainly a good example of that  because we saw every single thing, practically."
32,M,,M|
33,B,"I mean, you know, I remember, well, just the things that are covered. I remember watching the World Series during the earthquake, and just seeing that happen","B|I mean, you know, I remember, well, just the things that are covered. I remember watching the World Series during the earthquake, and just seeing that happen"
34,M,I',M|I'
35,B,"I mean, you know, that was just so phenomenal to see this stadium shake and the, and the announcers, you know grabbing,","B|I mean, you know, that was just so phenomenal to see this stadium shake and the, and the announcers, you know grabbing,"
36,M,I'm,M|I'm
37,B,"I mean, it's like, that was just something because that was like live and real like you said,","B|I mean, it's like, that was just something because that was like live and real like you said,"
38,M,"I know, I was just saying that.","M|I know, I was just saying that."
39,B,"and then, of course, one thing I think, too, is with","B|and then, of course, one thing I think, too, is with"
