,Speaker,Utterance,Unified
5,B,Uh-huh.,B|Uh-huh.
6,M,...,M|...
7,B,Uh-huh.,B|Uh-huh.
8,M,They are the best!,M|They are the best!
9,B,Uh-huh.,B|Uh-huh.
10,M,I think that is the night.,M|I think that is the night.
11,B,Yeah.,B|Yeah.
12,M,I think you mean... I don't know.,M|I think you mean... I don't know.
13,B,Monday night's pretty good with MURPHY BROWN and DESIGNING WOMEN.,B|Monday night's pretty good with MURPHY BROWN and DESIGNING WOMEN.
14,M,What are your favorite Mondays?,M|What are your favorite Mondays?
15,B,Uh-huh.,B|Uh-huh.
16,M,He's not.,M|He's not.
17,B,"Uh-huh. We had watched it, uh, I guess Sunday night and Monday night, but we didn't get to watch it tonight.","B|Uh-huh. We had watched it, uh, I guess Sunday night and Monday night, but we didn't get to watch it tonight."
18,M,Uhh... yeah.,M|Uhh... yeah.
19,B,Uh-huh. Uh-huh.,B|Uh-huh. Uh-huh.
20,M,That's not how it's pronounced.,M|That's not how it's pronounced.
21,B,"The only night we tend to watch some of that is on Sunday nights, starting fairly late, like I'm talking ten o'clock and maybe toward midnight. They have some British comedy that we've, we've really liked,","B|The only night we tend to watch some of that is on Sunday nights, starting fairly late, like I'm talking ten o'clock and maybe toward midnight. They have some British comedy that we've, we've really liked,"
22,M,"u, uh,","M|u, uh,"
23,B,"and there's a variety. Some of them is, uh, BLACK ADDER or GOOD NEIGHBORS or YES, PRIME MINISTER and ARE YOU BEING SERVED? They, they rotate those around, and, um, we like that British comedy. British comedy is very fast, you really have to listen","B|and there's a variety. Some of them is, uh, BLACK ADDER or GOOD NEIGHBORS or YES, PRIME MINISTER and ARE YOU BEING SERVED? They, they rotate those around, and, um, we like that British comedy. British comedy is very fast, you really have to listen"
24,M,"we,","M|we,"
25,B,but.,B|but.
26,M,"Yes, it is.","M|Yes, it is."
27,B,"They're real good, but they do come on kind of late, but we really do enjoy those. Sometimes we get to watching some stuff on the Discovery Channel.","B|They're real good, but they do come on kind of late, but we really do enjoy those. Sometimes we get to watching some stuff on the Discovery Channel."
28,M,Why are you watching them?,M|Why are you watching them?
29,B,"And I'm amazed sometimes what I see on there. But I'm very intrigued. I, one time I was watching an operation, and I thought, Gee, I don't believe I'm watching.","B|And I'm amazed sometimes what I see on there. But I'm very intrigued. I, one time I was watching an operation, and I thought, Gee, I don't believe I'm watching."
30,M,It's on youtube.,M|It's on youtube.
31,B,Yeah.,B|Yeah.
32,M,I.,M|I.
33,B,"Yeah, right, right,","B|Yeah, right, right,"
34,M,I think I'll see ya.,M|I think I'll see ya.
35,B,Uh-huh. Uh-huh.,B|Uh-huh. Uh-huh.
36,M,Uh huh.,M|Uh huh.
37,B,Uh-huh.,B|Uh-huh.
38,M,"And they just watch, uh, movies","M|And they just watch, uh, movies"
39,B,Uh-huh. Uh-huh.,B|Uh-huh. Uh-huh.
40,M,uhuhuh uhuhuh,M|uhuhuh uhuhuh
41,B,Uh-huh.,B|Uh-huh.
42,M,uhuhuh. Uhuhuh uhuhuh,M|uhuhuh. Uhuhuh uhuhuh
43,B,Oh.,B|Oh.
44,M,"uh, um.","M|uh, um."
45,B,"Right. Yeah, I'm not into watching sports. Now my husband likes to watch football, he's not really into, uh, baseball or basketball too much, but, uh, football, soon as it's fall, then he likes to watch college on Saturday, and then of course Cowboys on Sunday.","B|Right. Yeah, I'm not into watching sports. Now my husband likes to watch football, he's not really into, uh, baseball or basketball too much, but, uh, football, soon as it's fall, then he likes to watch college on Saturday, and then of course Cowboys on Sunday."
46,M,"I don't know, uhh, what?","M|I don't know, uhh, what?"
47,B,Yeah.,B|Yeah.
48,M,...,M|...
49,B,Um.,B|Um.
50,M,It.,M|It.
51,B,Uh-huh.,B|Uh-huh.
52,M,"I don't, uh, know, what, uh","M|I don't, uh, know, what, uh"
53,B,Oh.,B|Oh.
54,M,"I am a father, you know.","M|I am a father, you know."
55,B,Um.,B|Um.
56,M,I,M|I
57,B,"Yeah, the, you mean talking about the funny home videos and stuff","B|Yeah, the, you mean talking about the funny home videos and stuff"
58,M,"I'm not sure what you mean by that, but I don't think I've ever seen any of those.","M|I'm not sure what you mean by that, but I don't think I've ever seen any of those."
59,B,"yeah, those are pretty good but true to life,","B|yeah, those are pretty good but true to life,"
60,M,"Yeah, true","M|Yeah, true"
61,B,"I mean, some of the,","B|I mean, some of the,"
62,M,"I,,, I like the,,","M|I,,, I like the,,"
