,Speaker,Utterance,Unified
5,B,Uh-huh.,B|Uh-huh.
6,M,I think you're confusing the sentence with the sentence.,M|I think you're confusing the sentence with the sentence.
7,B,"Yeah.  Uh-huh, well from what I I saw a statistic just a few days ago, um, so far this year, or was it during the last year, during a year's time, I think it was they executed twenty-five people in the nation. Meanwhile, there were twenty-five hundred people on death row. So I, I, and it's building up, you know, they're, they're convicting them faster than they're executing them so it's really building up.","B|Yeah.  Uh-huh, well from what I I saw a statistic just a few days ago, um, so far this year, or was it during the last year, during a year's time, I think it was they executed twenty-five people in the nation. Meanwhile, there were twenty-five hundred people on death row. So I, I, and it's building up, you know, they're, they're convicting them faster than they're executing them so it's really building up."
8,M,N,M|N
9,B,Uh-huh.,B|Uh-huh.
10,M,no,M|no
11,B,"Yeah, everybody's got that.","B|Yeah, everybody's got that."
12,M,So.,M|So.
13,B,Uh-huh.  Yeah.   Uh-huh.,B|Uh-huh.  Yeah.   Uh-huh.
14,M,"No, but you can.","M|No, but you can."
15,B,"Yeah.  Isn't, isn't Maryland where the famous Willy Horton case was.","B|Yeah.  Isn't, isn't Maryland where the famous Willy Horton case was."
16,M,Well?,M|Well?
17,B,"It was, uh, that was the one that was used so much in the campaign. In the in the presidential race. Uh, may, it may not have been Maryland. It may have been Massachusetts, I don't remember.","B|It was, uh, that was the one that was used so much in the campaign. In the in the presidential race. Uh, may, it may not have been Maryland. It may have been Massachusetts, I don't remember."
18,M,Maryland,M|Maryland
19,B,"Anyway, well the question is, you know, do you think, it does make a difference in whether or not a criminal commits a crime or do you think it can if it's done right?","B|Anyway, well the question is, you know, do you think, it does make a difference in whether or not a criminal commits a crime or do you think it can if it's done right?"
20,M,I'ma,M|I'ma
21,B,"If it,","B|If it,"
22,M,I think it does.,M|I think it does.
23,B,Uh-huh,B|Uh-huh
24,M,"Yeah, what?","M|Yeah, what?"
25,B,"Yeah. Well I think in large measure the reason they don't care, it's not because the punishment, but so many of the people that commit crimes don't get punished.","B|Yeah. Well I think in large measure the reason they don't care, it's not because the punishment, but so many of the people that commit crimes don't get punished."
26,M,Because the justice system is flawed.,M|Because the justice system is flawed.
27,B,"The police don't catch them, or the courts don't convict them, or, or they don't serve very much of the time and so, uh, you know, their, their success rate is very high. Crime does pay, you can make a good living at it.","B|The police don't catch them, or the courts don't convict them, or, or they don't serve very much of the time and so, uh, you know, their, their success rate is very high. Crime does pay, you can make a good living at it."
28,M,I'm not sure.,M|I'm not sure.
29,B,Yeah.,B|Yeah.
30,M,A,M|A
31,B,"Last year it was D C, I guess Baltimore caught them.","B|Last year it was D C, I guess Baltimore caught them."
32,M,You got lucky,M|You got lucky
33,B,Uh-huh,B|Uh-huh
34,M,"I'm sorry but, we have to keep it alive and alive and not die.","M|I'm sorry but, we have to keep it alive and alive and not die."
35,B,Yeah.,B|Yeah.
36,M,"So, uh, what's the next step?","M|So, uh, what's the next step?"
37,B,"Yeah, the only consolation is so many of the murders are, you know, the, the violent people going against each other and so they, you know, society's not going to put them to death, well at least maybe the guy they cross next time is going to. Uh, I think, I think capital punishment is an appropriate punishment for the kind of people where we say, you know, this sort of person is just not acceptable to our society and we are there by going to remove them from society, not temporarily, but permanently.","B|Yeah, the only consolation is so many of the murders are, you know, the, the violent people going against each other and so they, you know, society's not going to put them to death, well at least maybe the guy they cross next time is going to. Uh, I think, I think capital punishment is an appropriate punishment for the kind of people where we say, you know, this sort of person is just not acceptable to our society and we are there by going to remove them from society, not temporarily, but permanently."
38,M,,M|
39,B,"I mean, I, I personally think life imprisonment, I don't think much of of life imprisonment. First of all, it's never, turns out to be life, but second, you know, why should we, the idea of life imprisonment with no chance of parole. Well that means you're going to put them in a cage you think it's never ever going to be safe for them to walk the streets again, well then, why bother. Just execute them, because that's, that way you're sure they'll never ever going to walk the streets again.","B|I mean, I, I personally think life imprisonment, I don't think much of of life imprisonment. First of all, it's never, turns out to be life, but second, you know, why should we, the idea of life imprisonment with no chance of parole. Well that means you're going to put them in a cage you think it's never ever going to be safe for them to walk the streets again, well then, why bother. Just execute them, because that's, that way you're sure they'll never ever going to walk the streets again."
40,M,,M|
41,B,"So any, any, anybody that says life in prison with no chance of parole, I'd say, uh, give them the death penalty So,","B|So any, any, anybody that says life in prison with no chance of parole, I'd say, uh, give them the death penalty So,"
42,M,You,M|You
43,B,"Yeah, and, and also, um, the, the thing I don't like about a lot of these court trials and a lot of these appeals is that it's not based on what is true and what is false but rather it's on the rules of evidence, what can I hide and what do I have to tell.","B|Yeah, and, and also, um, the, the thing I don't like about a lot of these court trials and a lot of these appeals is that it's not based on what is true and what is false but rather it's on the rules of evidence, what can I hide and what do I have to tell."
44,M,,M|
45,B,And I think our courts should be geared much more strongly towards finding out the truth than they currently are.,B|And I think our courts should be geared much more strongly towards finding out the truth than they currently are.
46,M,I can't.,M|I can't.
47,B,"And, and that way we can be sure, you know, we can find out the truth, we can find out what really happened and, and base the sentence on what the person did, not on what we're allowed to let the jury hear","B|And, and that way we can be sure, you know, we can find out the truth, we can find out what really happened and, and base the sentence on what the person did, not on what we're allowed to let the jury hear"
48,M,,M|
49,B,Uh-huh,B|Uh-huh
50,M,I think he's in jail,M|I think he's in jail
51,B,Uh-huh.,B|Uh-huh.
52,M,"I think he was, uh, uh.","M|I think he was, uh, uh."
53,B,"Just started shooting people,  because they botched the first job","B|Just started shooting people,  because they botched the first job"
54,M,,M|
55,B,"and,  so now they're going to get even.","B|and,  so now they're going to get even."
56,M,"You're, and it's","M|You're, and it's"
57,B,Yeah.,B|Yeah.
58,M,That's a bit weird,M|That's a bit weird
59,B,Uh-huh.,B|Uh-huh.
60,M,"u know, stupid guys.","M|u know, stupid guys."
61,B,Yeah.,B|Yeah.
62,M,It's the police officer.,M|It's the police officer.
63,B,"So what was the verdict, what was the results there.","B|So what was the verdict, what was the results there."
64,M,"You know, the jury did their job, they gave the guy a jury trial, and the guy got out.","M|You know, the jury did their job, they gave the guy a jury trial, and the guy got out."
65,B,Oh.,B|Oh.
66,M,"Well, he was accused of it.","M|Well, he was accused of it."
67,B,Uh-huh.,B|Uh-huh.
68,M,Yea. I know.,M|Yea. I know.
69,B,Uh-huh.,B|Uh-huh.
70,M,Uhhhhh... huh?,M|Uhhhhh... huh?
71,B,"The, the penalty phase, yeah, they've, decide the penalty separately from the verdict.","B|The, the penalty phase, yeah, they've, decide the penalty separately from the verdict."
72,M,"The, the, the penalty","M|The, the, the penalty"
73,B,Uh-huh.,B|Uh-huh.
74,M,"It's uh, not.","M|It's uh, not."
75,B,"Yeah, well, you know, you just have to decide, you know, well there's really two separate decisions there I guess, one is, did it really happen the way the, the prosecutor said it happened, you know, is this man really guilty, and you have to decide that, but then you have to decide, you know, as a member of society what do I want to do with this guy who did this thing.","B|Yeah, well, you know, you just have to decide, you know, well there's really two separate decisions there I guess, one is, did it really happen the way the, the prosecutor said it happened, you know, is this man really guilty, and you have to decide that, but then you have to decide, you know, as a member of society what do I want to do with this guy who did this thing."
76,M,h,M|h
77,B,"And that I, I've never been on a jury, I've never had that experience, I'm not sure I'd look forward to making that kind of decision about a man's life.","B|And that I, I've never been on a jury, I've never had that experience, I'm not sure I'd look forward to making that kind of decision about a man's life."
78,M,I,M|I
79,B,Uh-huh,B|Uh-huh
80,M,You're.,M|You're.
81,B,"Uh-huh.   Yeah.  Well the thing I'd be most likely to attach the death penalty to is the violence. I mean, I can handle people, people selling drugs, you know, it's, it's wrong, but it, it's not worth somebody getting executed for. But we hear so much about the violence and how it's not safe to walk the streets because somebody, you know, these random drive by shootings and that sort of thing.","B|Uh-huh.   Yeah.  Well the thing I'd be most likely to attach the death penalty to is the violence. I mean, I can handle people, people selling drugs, you know, it's, it's wrong, but it, it's not worth somebody getting executed for. But we hear so much about the violence and how it's not safe to walk the streets because somebody, you know, these random drive by shootings and that sort of thing."
82,M,,M|
83,B,"And the people I'd most likely want to sentence to death are the people that just show a really low regard for human life. That, you know, you, never know when they're going to turn or hurt the next person because it doesn't really matter to them whether someone else gets hurt or not.","B|And the people I'd most likely want to sentence to death are the people that just show a really low regard for human life. That, you know, you, never know when they're going to turn or hurt the next person because it doesn't really matter to them whether someone else gets hurt or not."
84,M,...,M|...
85,B,"And so I go, these are the kind of people I would like to get out of here and get out of circulation and say I don't, we don't accept your kind in our society.","B|And so I go, these are the kind of people I would like to get out of here and get out of circulation and say I don't, we don't accept your kind in our society."
86,M,.,M|.
87,B,Uh-huh.,B|Uh-huh.
88,M,I.,M|I.
