,Speaker,Utterance,Unified
5,B,"And that, that, the penalty ought to be out there, and be enforced?","B|And that, that, the penalty ought to be out there, and be enforced?"
6,M,"That, that, that.","M|That, that, that."
7,B,Yeah.,B|Yeah.
8,M,"So, do you think that's a good idea?","M|So, do you think that's a good idea?"
9,B,"That's, I agree with that completely. I know we don't have enough prisons, but there has got to be some kind of punishment, For these people.","B|That's, I agree with that completely. I know we don't have enough prisons, but there has got to be some kind of punishment, For these people."
10,M,"No. They can be put in jail, but if they're convicted, they are not sentenced.","M|No. They can be put in jail, but if they're convicted, they are not sentenced."
11,B,"Because if they turn around, they can get away, they get away with it, and they get away with it, and they get away with it, and then they do something worse","B|Because if they turn around, they can get away, they get away with it, and they get away with it, and they get away with it, and then they do something worse"
12,M,Why do they do this?,M|Why do they do this?
13,B,"and they get a slap on the wrist. They get, thirty days in jail","B|and they get a slap on the wrist. They get, thirty days in jail"
14,M,They get a lifetime ban.,M|They get a lifetime ban.
15,B,"and they final get up to where they kill somebody else, and they go through fourteen appeals, and how many hundreds of thousands of taxpayer dollars.","B|and they final get up to where they kill somebody else, and they go through fourteen appeals, and how many hundreds of thousands of taxpayer dollars."
16,M,They get a sentence. They get a fine.,M|They get a sentence. They get a fine.
17,B,"And it's, Well, they certainly are living off our at our expense.","B|And it's, Well, they certainly are living off our at our expense."
18,M,"they're, They're","M|they're, They're"
19,B,"I didn't ,","B|I didn't ,"
20,M,You should've.,M|You should've.
21,B,Yeah.,B|Yeah.
22,M,I'm sorry,M|I'm sorry
23,B,Uh-huh.,B|Uh-huh.
24,M,They are in jail.,M|They are in jail.
25,B,"And, and be paroled, and and have served the sentence,","B|And, and be paroled, and and have served the sentence,"
26,M,"And, and be put in prison, and, and.","M|And, and be put in prison, and, and."
27,B,"that's what, that's what people face with that choice. One thing I really hate, is they don't explain to the jurors, in a, in a trial, in a capital murder trial, or in cases of rape, or in different things that are so horrible, what it means when they sentence them to, you know, they'll sentence them to ninety years and say that it's, you know, that it's going to, you know,","B|that's what, that's what people face with that choice. One thing I really hate, is they don't explain to the jurors, in a, in a trial, in a capital murder trial, or in cases of rape, or in different things that are so horrible, what it means when they sentence them to, you know, they'll sentence them to ninety years and say that it's, you know, that it's going to, you know,"
28,M,I'm not crying,M|I'm not crying
29,B,"that should be life, but, instead, in, in given the choice of either sentencing to death, or sentencing to life, they'll give them ninety years in prison or something, and then turn around in thirty years, that, you know, and less they're out.","B|that should be life, but, instead, in, in given the choice of either sentencing to death, or sentencing to life, they'll give them ninety years in prison or something, and then turn around in thirty years, that, you know, and less they're out."
30,M,"and, to, you, to be.","M|and, to, you, to be."
31,B,"Even if, if they're even in that long. Or they appeal, and then they get an appeal that says it was, you know, an unjust amount of time, an extraordinary long length, or something.","B|Even if, if they're even in that long. Or they appeal, and then they get an appeal that says it was, you know, an unjust amount of time, an extraordinary long length, or something."
32,M,They,M|They
33,B,"Yeah. I'd like to see the death penalty more as a deterrent, I think people know that nobody, that it doesn't, you know, it's not a deterrent right now, because it's not really effective.","B|Yeah. I'd like to see the death penalty more as a deterrent, I think people know that nobody, that it doesn't, you know, it's not a deterrent right now, because it's not really effective."
34,M,You,M|You
35,B,"There's should be, you know, this, for this crime, this is the penalty. You killed, someone you know, in cold blood or whatever.","B|There's should be, you know, this, for this crime, this is the penalty. You killed, someone you know, in cold blood or whatever."
36,M,"No, of, of you,","M|No, of, of you,"
37,B,This is what's going to happen.,B|This is what's going to happen.
38,M,I'm not sure.,M|I'm not sure.
