,Speaker,Utterance,Unified
5,B,"So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,","B|So this is the big issue with us. Although I don't recall marking it on my little things to talk about but perhaps they are little for words to be said like day care and quality time and,"
6,M,I do.but I don'' know what they are.,M|I do.but I don'' know what they are.
7,B,Anyway. You don't have children?,B|Anyway. You don't have children?
8,M,"Well, I'm not sure. I don'know.","M|Well, I'm not sure. I don'know."
9,B,But you're married?,B|But you're married?
10,M,I am.,M|I am.
11,B,Oh.,B|Oh.
12,M,I think you have to have been married a year or two before this,M|I think you have to have been married a year or two before this
13,B,"You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?","B|You know, I know we're not supposed to do this long distance but actually I'm getting a call. I wonder if I could possibly take it on call waiting. Could I ask you to hold one minute?"
14,M,What's the number?,M|What's the number?
15,B,"I'll be right back.  Excuse me,  just a moment. They're going to get mad","B|I'll be right back.  Excuse me,  just a moment. They're going to get mad"
16,M,I'm going to hold you to that.,M|I'm going to hold you to that.
17,B,Hello?,B|Hello?
18,M,How do you feel about a child support?,M|How do you feel about a child support?
19,B,I'm so sorry.,B|I'm so sorry.
20,M,You know what I like?,M|You know what I like?
21,B,That was my daughter's Brownie leader telling me that there is a meeting tomorrow Brownie meeting.,B|That was my daughter's Brownie leader telling me that there is a meeting tomorrow Brownie meeting.
22,M,"No, I'm not.","M|No, I'm not."
23,B,"Well, I don't want to, I don't want this to be a unilateral conversation but, yes, we do. Both my husband and I work and our children are sixth, fourth, and third grade. And the school years are wonderful, they're just wonderful.","B|Well, I don't want to, I don't want this to be a unilateral conversation but, yes, we do. Both my husband and I work and our children are sixth, fourth, and third grade. And the school years are wonderful, they're just wonderful."
24,M,I love you.,M|I love you.
25,B,"The kids, they are real people and they are interesting and, they, they have all their own activities and, um, I think as parents we really enjoy them in, in our personal situation our children have not yet decided to rebel","B|The kids, they are real people and they are interesting and, they, they have all their own activities and, um, I think as parents we really enjoy them in, in our personal situation our children have not yet decided to rebel"
26,M,I can't,M|I can't
27,B,"I'm sure that's coming though. But,  they are wonderful kids.","B|I'm sure that's coming though. But,  they are wonderful kids."
28,M,How are you?,M|How are you?
29,B,You had eight boys and one girl?,B|You had eight boys and one girl?
30,M,...,M|...
31,B,Are you Mormons?,B|Are you Mormons?
32,M,That's how I got my wife and my wife's friend,M|That's how I got my wife and my wife's friend
33,B,That's what the Utah and the large family.,B|That's what the Utah and the large family.
34,M,Yeah. They have a nice house.,M|Yeah. They have a nice house.
35,B,"Well, we're Catholics. I came from a family of five. I had four brothers,","B|Well, we're Catholics. I came from a family of five. I had four brothers,"
36,M,"Well, I came in from a dead family, so I'm not sure if that's how it works.","M|Well, I came in from a dead family, so I'm not sure if that's how it works."
37,B,the only girl.,B|the only girl.
38,M,Which one?,M|Which one?
39,B,And everyone always asked if the girl got spoiled.,B|And everyone always asked if the girl got spoiled.
40,M,I don't know. I've never had a girl.,M|I don't know. I've never had a girl.
41,B,I never felt spoiled. In fact I always thought my toys were destroyed,B|I never felt spoiled. In fact I always thought my toys were destroyed
42,M,I don't know if it's because I'm a girl but I feel that way.,M|I don't know if it's because I'm a girl but I feel that way.
43,B,No. Usually busy fighting for survival.,B|No. Usually busy fighting for survival.
44,M,What's up with the guy in the picture?,M|What's up with the guy in the picture?
45,B,"Well, I do think with working parents it is, I mean, there are some real issues here. Um,  that I think, um,","B|Well, I do think with working parents it is, I mean, there are some real issues here. Um,  that I think, um,"
46,M,It's a good thing.,M|It's a good thing.
47,B,"I don't know. It's an interesting problem. I happen to, um, I'm a pediatrician.","B|I don't know. It's an interesting problem. I happen to, um, I'm a pediatrician."
48,M,What about it?,M|What about it?
49,B,"My husband is a physician, so, uh, I, I I talk to parents about this a lot. But children, I, I think working mothers or mothers who choose to work outside the home, um, need very early to come to grips with any guilt,  that they feel and decide what's best for them and their family.","B|My husband is a physician, so, uh, I, I I talk to parents about this a lot. But children, I, I think working mothers or mothers who choose to work outside the home, um, need very early to come to grips with any guilt,  that they feel and decide what's best for them and their family."
50,M,...,M|...
51,B,"And I feel when my children were very young, I had jobs that helped me be flexible with my schedule and spend time with them and all that sort of thing. And I long ago decided I'm a better mother because I work outside the home.","B|And I feel when my children were very young, I had jobs that helped me be flexible with my schedule and spend time with them and all that sort of thing. And I long ago decided I'm a better mother because I work outside the home."
52,M,You.,M|You.
53,B,"I really believe that. And it has, um, helped us to afford some things for our children that we couldn't otherwise that I think are wonderful particularly at this age, and I think our kids are real secure. And have a real sense of priorities and that they can do anything and be anything both male and female a lot","B|I really believe that. And it has, um, helped us to afford some things for our children that we couldn't otherwise that I think are wonderful particularly at this age, and I think our kids are real secure. And have a real sense of priorities and that they can do anything and be anything both male and female a lot"
54,M,I.,M|I.
55,B,"so I know it sounds like a rationalization but it's, I really think it's true for our family,  and I think it has worked very well.","B|so I know it sounds like a rationalization but it's, I really think it's true for our family,  and I think it has worked very well."
56,M,You,M|You
57,B,"There's no question, I think that's really the best. If, if a woman is happy doing that,","B|There's no question, I think that's really the best. If, if a woman is happy doing that,"
58,M,your right.,M|your right.
59,B,I hate to put it quite that way.,B|I hate to put it quite that way.
60,M,"Well I hate to say it, but...","M|Well I hate to say it, but..."
61,B,"I was twenty-nine when I had my first child and, uh, I would not have been real fulfilled. I really would not have been totally staying home with a young child.","B|I was twenty-nine when I had my first child and, uh, I would not have been real fulfilled. I really would not have been totally staying home with a young child."
62,M,"She's like, 10 years old.","M|She's like, 10 years old."
63,B,"It's a wonderful, it's wonderful to be a mother but, uh, I like I like the way I did it.","B|It's a wonderful, it's wonderful to be a mother but, uh, I like I like the way I did it."
64,M,You're a terrible parent.,M|You're a terrible parent.
65,B,"I sort of worked half time. I had very flexible hours. I nursed all three of our children until they were at least a year and I,  you can do that despite working very easily which is one of the things I preach all the time to, to mothers.","B|I sort of worked half time. I had very flexible hours. I nursed all three of our children until they were at least a year and I,  you can do that despite working very easily which is one of the things I preach all the time to, to mothers."
66,M,,M|
67,B,"Um, and I think we choose very, very carefully the, um, alternative situations that we had them in.","B|Um, and I think we choose very, very carefully the, um, alternative situations that we had them in."
68,M,What do you think?,M|What do you think?
69,B,"Some baby-sitting groups, again, I know it sounds like a rationalization, but I really do think sometimes they very early on are around lots of other children and they, they learn to share. They learn not necessarily to be the center of attention but that at the same time we have to be sure they are secure.","B|Some baby-sitting groups, again, I know it sounds like a rationalization, but I really do think sometimes they very early on are around lots of other children and they, they learn to share. They learn not necessarily to be the center of attention but that at the same time we have to be sure they are secure."
70,M,"Yes,","M|Yes,"
71,B,I think that helps.,B|I think that helps.
72,M,"Yeah, but what if they were around, too?","M|Yeah, but what if they were around, too?"
73,B,"Well, so, so . So, your wife, does she work right now?","B|Well, so, so . So, your wife, does she work right now?"
74,M,I'm not.,M|I'm not.
75,B,"She's out,","B|She's out,"
76,M,"So, how's your wife?","M|So, how's your wife?"
77,B,You're still trying to dry out?,B|You're still trying to dry out?
78,M,"Seattle, WA.","M|Seattle, WA."
