,Speaker,Utterance,Unified
5,B,How many square feet do you have?,B|How many square feet do you have?
6,M,", all,","M|, all,"
7,B,Four bedrooms?,B|Four bedrooms?
8,M,There's a lot of houses in the neighborhood,M|There's a lot of houses in the neighborhood
9,B,Five bedrooms. Uh-huh.,B|Five bedrooms. Uh-huh.
10,M,5 bedrooms?,M|5 bedrooms?
11,B,"I made a, I made a fourth bedroom out of, uh, a made a fourth bedroom out of one of our, out of our living room and then added a, uh, what we call a sunroom to get the, you know,","B|I made a, I made a fourth bedroom out of, uh, a made a fourth bedroom out of one of our, out of our living room and then added a, uh, what we call a sunroom to get the, you know,"
12,M,That's what I said.,M|That's what I said.
13,B,"when, when we added four hundred square feet to our house","B|when, when we added four hundred square feet to our house"
14,M,"When, when","M|When, when"
15,B,"so that,","B|so that,"
16,M,"i, uh, I, uh... I made the fourth bedroom","M|i, uh, I, uh... I made the fourth bedroom"
17,B,How many stories? Just one?,B|How many stories? Just one?
18,M,We're not too worried about that.,M|We're not too worried about that.
19,B,How are they built?,B|How are they built?
20,M,The whole house.,M|The whole house.
21,B,"Yeah. I've heard that, I've heard the construction is pretty good on Fox and Jacobs.","B|Yeah. I've heard that, I've heard the construction is pretty good on Fox and Jacobs."
22,M,They are the only ones that have been built.,M|They are the only ones that have been built.
23,B,But I mean it doesn't give you trouble?,B|But I mean it doesn't give you trouble?
24,M,Not in the sense that you're gonna have to get a whole bunch of stuff.,M|Not in the sense that you're gonna have to get a whole bunch of stuff.
25,B,Uh-huh.,B|Uh-huh.
26,M,You mean the construction on Fox amp Jacobs?,M|You mean the construction on Fox amp Jacobs?
27,B,No cracked slab or anything like that?,B|No cracked slab or anything like that?
28,M,"I have the same problem, and i just can't get the game to run.","M|I have the same problem, and i just can't get the game to run."
29,B,All right.,B|All right.
30,M,Not at all.,M|Not at all.
31,B,"And is it, um, a natural gas and,","B|And is it, um, a natural gas and,"
32,M,"The question is, how?","M|The question is, how?"
33,B,You know what I miss though? Basements.,B|You know what I miss though? Basements.
