,Speaker,Utterance,Unified
5,B,"I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got.","B|I can't remember which. I was on a jury trial last year only I got kicked out as, uh, the last selection that the, uh, defense got."
6,M,You can get out of jury,M|You can get out of jury
7,B,Um.,B|Um.
8,M,Perem's not that bad,M|Perem's not that bad
9,B,"That, uh,","B|That, uh,"
10,M,I don't remember.,M|I don't remember.
11,B,"Right, but it still has to be a group of your peers.","B|Right, but it still has to be a group of your peers."
12,M,"But it's not a group, it's a group.","M|But it's not a group, it's a group."
13,B,See.,B|See.
14,M,I think you mean the group of peers.,M|I think you mean the group of peers.
15,B,"So, if it's your peers and you're not educated then,","B|So, if it's your peers and you're not educated then,"
16,M,I'm in the process of getting my education.,M|I'm in the process of getting my education.
17,B,You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.,B|You want you want a nincompoop jury because they'll sympathize with you a bit as well as hopefully being honest people and do their best to comply with the facts as they were presented to them.
18,M,I don't know what I want to do with my life.,M|I don't know what I want to do with my life.
19,B,"So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant.","B|So, that's why the defense is there picking through them, whereas at the same time, the, uh, the prosecutor sitting there picking through them because he wants somebody who will give him, uh, a guilty verdict if the facts warrant."
20,M,Yes,M|Yes
21,B,"So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards.","B|So, uh, I think the jury selection process is pretty neat, but I don't think that the jury ought to be the ones picking the punishment afterwards."
22,M,Pick?,M|Pick?
23,B,"I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right","B|I think that should be left up to people who have some knowledge in the subject and more knowledge than a jury would have. you're talking about, the person's already been found guilty, right"
24,M,... guilty.,M|... guilty.
25,B,"and many times I've seen on trials they have on T V, the jury will make a recommendation as to leniency or as to the death penalty or whatever, but I think that it should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be.","B|and many times I've seen on trials they have on T V, the jury will make a recommendation as to leniency or as to the death penalty or whatever, but I think that it should be up to the judge and the, uh, lawyers to make the decision as to what the actual penalty will be."
26,M,,M|
27,B,Maybe just the judge because they're the people who know what the system is and what it's all about and believe in the system.,B|Maybe just the judge because they're the people who know what the system is and what it's all about and believe in the system.
28,M,I agree.,M|I agree.
29,B,"Uh, and I think that would provide a more fair sentencing procedure. As opposed to an emotional sentencing procedure.  Also, may be a more consistent sentencing procedure.","B|Uh, and I think that would provide a more fair sentencing procedure. As opposed to an emotional sentencing procedure.  Also, may be a more consistent sentencing procedure."
30,M,Uhhuh,M|Uhhuh
31,B,"Well, preceding criminal record, according to the judicial process has nothing to do with the current crime. But when it comes to, uh, sentencing for punishment, of course, if the person's never done anything bad before, according to the judicial system, then they're going to lean towards a slightly more lenient side, and the jury's supposed to be notified of criminal records when it comes to sentencing by jury.","B|Well, preceding criminal record, according to the judicial process has nothing to do with the current crime. But when it comes to, uh, sentencing for punishment, of course, if the person's never done anything bad before, according to the judicial system, then they're going to lean towards a slightly more lenient side, and the jury's supposed to be notified of criminal records when it comes to sentencing by jury."
32,M,,M|
33,B,"At least in California, they're supposed to be. Not during the trial, during the trial as to whether they're guilty or not has nothing to do with their background.","B|At least in California, they're supposed to be. Not during the trial, during the trial as to whether they're guilty or not has nothing to do with their background."
34,M,,M|
35,B,"But when it comes to what kind of sentence you're going to lay down, I think that, uh, that they should.","B|But when it comes to what kind of sentence you're going to lay down, I think that, uh, that they should."
36,M,I'm going?,M|I'm going?
37,B,"I don't, I don't know that they always have because I never sat all the way through a jury trial. They get too boring.","B|I don't, I don't know that they always have because I never sat all the way through a jury trial. They get too boring."
38,M,You know that's a lie right?,M|You know that's a lie right?
39,B,"Well, if it's a second offense, the punishment should certainly be more severe than a first offense, because obviously, the rehabilitation process did not work the first time.","B|Well, if it's a second offense, the punishment should certainly be more severe than a first offense, because obviously, the rehabilitation process did not work the first time."
40,M,You,M|You
41,B,"So you got to give them either more time in the system or a different process that will hopefully work better. When it comes down to things like alternative sentencing, I'm all for that for, uh, small crimes, infractions and misdemeanors or parking tickets or traffic tickets that have gone to warrant, you give them the option of working off their time doing civil service sort of things.","B|So you got to give them either more time in the system or a different process that will hopefully work better. When it comes down to things like alternative sentencing, I'm all for that for, uh, small crimes, infractions and misdemeanors or parking tickets or traffic tickets that have gone to warrant, you give them the option of working off their time doing civil service sort of things."
42,M,It,M|It
43,B,I think those ought to be punished a whole lot worse than they are.,B|I think those ought to be punished a whole lot worse than they are.
44,M,They should be.,M|They should be.
45,B,Yeah.,B|Yeah.
46,M,Do you think the police should,M|Do you think the police should
47,B,"Well, uh, say, embezzlement, right. You get a guy down the street who comes up, uh, carrying a","B|Well, uh, say, embezzlement, right. You get a guy down the street who comes up, uh, carrying a"
