Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
4	0	3	under the fort	87	3	1	f	86,87,88,89	[[86, 87, 88, 89]]
2	0	2	diamond mine	15	3	3	f	12,15	[[12, 15]]
2	0	2	so i'm	15	3	1	f	12,15	[[12, 15]]
4	0	2	the fort	87	3	1	f	86,87,88,89	[[86, 87, 88, 89]]
13	3	1	right	9	85	2	f	6,9,10,11,15,38,39,43,68,69,71,86,91	[[6, 9, 10, 11], [10, 11, 15], [38, 39, 43], [68, 69, 71], [86, 91]]
13	1	1	the	15	77	2	f	12,15,38,41,44,45,47,52,57,86,87,88,89	[[12, 15], [38, 41], [44, 45, 47], [52, 57], [86, 87, 88, 89]]
4	0	1	yeah	13	31	1	f	12,13,42,43	[[12, 13], [42, 43]]
6	0	1	okay	19	49	2	f	18,19,38,43,66,67	[[18, 19], [38, 43], [66, 67]]
9	1	1	no	21	45	2	f	20,21,23,58,59,60,63,64,65	[[20, 21, 23], [58, 59, 60, 63], [60, 63, 64, 65]]
2	0	1	of	25	1	1	f	24,25	[[24, 25]]
2	0	1	up	25	1	1	f	24,25	[[24, 25]]
2	0	1	it	57	5	2	f	52,57	[[52, 57]]
2	0	1	ehm	25	5	1	f	20,25	[[20, 25]]
2	0	1	well	57	5	2	f	52,57	[[52, 57]]
2	0	1	round	25	1	2	f	24,25	[[24, 25]]
2	0	1	way	47	1	1	f	46,47	[[46, 47]]
