Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	round the carved	35	1	1	f	34,35	[[34, 35]]
2	0	2	to the	59	5	1	f	54,59	[[54, 59]]
5	1	2	got a	11	27	2	f	6,10,11,28,33	[[6, 10, 11], [10, 11], [28, 33]]
4	0	2	carved stones	27	7	1	f	26,27,32,33	[[26, 27], [32, 33]]
2	0	2	do you	37	1	1	f	36,37	[[36, 37]]
2	0	2	along to	25	3	1	f	22,25	[[22, 25]]
2	0	2	along the	109	5	1	f	104,109	[[104, 109]]
40	12	1	right	7	123	3	f	2,4,7,8,9,11,20,22,23,25,27,28,29,34,36,39,41,44,45,56,58,61,62,63,68,71,73,76,79,98,102,103,106,107,111,116,117,120,122,125	[[2, 4, 7], [4, 7, 8, 9], [8, 9, 11], [20, 22, 23, 25], [22, 23, 25, 27], [28, 29], [34, 36, 39], [36, 39, 41], [44, 45], [56, 58, 61], [58, 61, 62, 63], [62, 63], [68, 71, 73], [76, 79], [98, 102, 103], [102, 103, 106, 107], [106, 107, 111], [116, 117], [120, 122, 125]]
33	7	1	the	7	109	2	f	6,7,9,11,20,25,28,31,32,34,35,44,45,49,54,56,59,68,71,72,77,82,85,86,91,96,99,104,105,107,109,110,115	[[6, 7, 9, 11], [20, 25], [28, 31], [32, 34, 35], [34, 35], [44, 45, 49], [54, 56, 59], [56, 59], [68, 71], [72, 77], [82, 85], [86, 91], [96, 99], [104, 105, 107, 109], [110, 115]]
13	3	1	a	11	111	2	f	6,10,11,28,30,33,66,67,71,108,109,112,117	[[6, 10, 11], [10, 11], [28, 30, 33], [30, 33], [66, 67, 71], [108, 109], [112, 117]]
13	1	1	to	7	79	1	f	6,7,22,25,27,36,41,54,59,72,77,82,85	[[6, 7], [22, 25, 27], [36, 41], [54, 59], [72, 77], [82, 85]]
8	0	1	got	7	59	1	f	6,7,10,11,28,33,62,65	[[6, 7, 10, 11], [10, 11], [28, 33], [62, 65]]
2	0	1	okay	105	3	4	f	102,105	[[102, 105]]
2	0	1	down	53	1	1	f	52,53	[[52, 53]]
2	0	1	it	101	1	1	f	100,101	[[100, 101]]
2	0	1	no	43	1	4	f	42,43	[[42, 43]]
5	1	1	along	25	87	1	f	22,25,104,105,109	[[22, 25], [104, 105, 109]]
4	0	1	i've	11	27	1	f	6,11,28,33	[[6, 11], [28, 33]]
2	0	1	bit	11	1	1	f	10,11	[[10, 11]]
2	0	1	it's	45	1	2	f	44,45	[[44, 45]]
2	0	1	do	37	1	1	f	36,37	[[36, 37]]
2	0	1	yeah	47	3	1	f	44,47	[[44, 47]]
2	0	1	indian	27	1	1	f	26,27	[[26, 27]]
2	0	1	haven't	81	1	2	f	80,81	[[80, 81]]
2	0	1	gallows	11	5	1	f	6,11	[[6, 11]]
