Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	right so i	11	3	1	f	8,11	[[8, 11]]
2	0	3	more or less	119	1	1	f	118,119	[[118, 119]]
2	0	2	right okay	141	5	12	f	136,141	[[136, 141]]
2	0	2	at the	85	1	1	f	84,85	[[84, 85]]
2	0	2	right so	11	3	1	f	8,11	[[8, 11]]
3	1	2	ghost town	117	5	2	f	112,114,117	[[112, 114, 117], [114, 117]]
2	0	2	a straight	71	1	1	f	70,71	[[70, 71]]
2	0	2	come down	107	1	1	f	106,107	[[106, 107]]
2	0	2	continue straight	27	1	1	f	26,27	[[26, 27]]
2	0	2	that's not	71	1	1	f	70,71	[[70, 71]]
2	0	2	the bar	147	1	1	f	146,147	[[146, 147]]
11	1	1	okay	55	117	8	f	50,52,55,58,61,72,75,136,141,166,167	[[50, 52, 55], [52, 55], [58, 61], [72, 75], [136, 141], [166, 167]]
7	1	1	a	37	59	3	f	34,37,70,71,75,90,93	[[34, 37], [70, 71, 75], [90, 93]]
6	2	1	i	11	187	3	f	8,10,11,190,192,195	[[8, 10, 11], [10, 11], [190, 192, 195]]
9	1	1	so	9	187	1	f	8,9,11,14,15,170,175,192,195	[[8, 9, 11], [14, 15], [170, 175], [192, 195]]
2	0	1	yes	119	3	9	f	116,119	[[116, 119]]
2	0	1	on	13	1	2	f	12,13	[[12, 13]]
2	0	1	above	131	1	2	f	130,131	[[130, 131]]
2	0	1	an	21	5	1	f	16,21	[[16, 21]]
2	0	1	at	85	1	2	f	84,85	[[84, 85]]
2	0	1	bottom	85	1	1	f	84,85	[[84, 85]]
2	0	1	fast	5	1	1	f	4,5	[[4, 5]]
2	0	1	bar	147	1	3	f	146,147	[[146, 147]]
2	0	1	not	71	1	1	f	70,71	[[70, 71]]
2	0	1	or	119	1	1	f	118,119	[[118, 119]]
2	0	1	past	27	1	1	f	26,27	[[26, 27]]
2	0	1	that's	71	1	2	f	70,71	[[70, 71]]
2	0	1	continue	27	1	2	f	26,27	[[26, 27]]
2	0	1	over	171	1	1	f	170,171	[[170, 171]]
2	0	1	saloon	143	3	2	f	140,143	[[140, 143]]
