Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
7	1	2	of the	27	75	3	f	22,27,88,91,92,93,97	[[22, 27], [88, 91, 92, 93], [92, 93, 97]]
3	1	2	the pine	25	3	2	f	22,24,25	[[22, 24, 25], [24, 25]]
2	0	2	okay right	81	3	2	f	78,81	[[78, 81]]
2	0	2	past the	27	3	1	f	24,27	[[24, 27]]
2	0	2	the cave	105	1	1	f	104,105	[[104, 105]]
2	0	2	the top	83	3	1	f	80,83	[[80, 83]]
3	1	2	to cross	47	3	2	f	44,46,47	[[44, 46, 47]]
2	0	2	cave in	105	1	1	f	104,105	[[104, 105]]
2	0	2	comes back	57	1	1	f	56,57	[[56, 57]]
2	0	2	going across	35	1	1	f	34,35	[[34, 35]]
2	0	2	vertically across	33	1	1	f	32,33	[[32, 33]]
39	9	1	the	17	101	7	f	12,14,17,19,20,22,24,25,26,27,30,34,35,37,42,44,47,50,55,62,67,76,77,80,83,88,91,92,93,96,97,100,103,104,105,108,110,112,113	[[12, 14, 17], [14, 17, 19], [20, 22, 24, 25], [22, 24, 25, 26, 27], [24, 25, 26, 27], [26, 27], [30, 34, 35], [34, 35, 37], [42, 44, 47], [44, 47], [50, 55], [62, 67], [76, 77], [80, 83], [88, 91, 92, 93], [92, 93, 96, 97], [96, 97], [100, 103, 104, 105], [104, 105], [108, 110, 112, 113], [110, 112, 113]]
9	1	1	of	27	83	4	f	22,27,88,91,92,93,97,100,105	[[22, 27], [88, 91, 92, 93], [92, 93, 97], [100, 105]]
8	2	1	to	47	69	2	f	44,46,47,92,95,97,112,113	[[44, 46, 47], [46, 47], [92, 95, 97], [112, 113]]
6	0	1	a	11	97	1	f	8,11,66,71,104,105	[[8, 11], [66, 71], [104, 105]]
2	0	1	in	105	1	1	f	104,105	[[104, 105]]
2	0	1	i	111	5	3	f	106,111	[[106, 111]]
3	1	1	have	47	3	2	f	44,46,47	[[44, 46, 47]]
2	0	1	so	111	5	3	f	106,111	[[106, 111]]
3	1	1	going	35	3	1	f	34,35,37	[[34, 35, 37]]
2	0	1	past	27	3	1	f	24,27	[[24, 27]]
2	0	1	warehouse	91	3	2	f	88,91	[[88, 91]]
3	1	1	stream	47	3	2	f	44,46,47	[[44, 46, 47]]
