Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns	Span Lists
2	0	3	to the right	17	3	2	f	14,17	[[14, 17]]
2	0	3	to the left	189	3	6	f	186,189	[[186, 189]]
2	0	3	towards the concealed	67	1	1	f	66,67	[[66, 67]]
6	0	2	to the	17	175	2	f	14,17,34,35,186,189	[[14, 17], [34, 35], [186, 189]]
5	1	2	and then	19	17	1	f	14,19,28,29,31	[[14, 19], [28, 29, 31]]
2	0	2	the left	189	3	7	f	186,189	[[186, 189]]
2	0	2	side of	193	3	2	f	190,193	[[190, 193]]
2	0	2	left of	35	1	2	f	34,35	[[34, 35]]
2	0	2	go up	31	3	1	f	28,31	[[28, 31]]
2	0	2	go right	9	1	1	f	8,9	[[8, 9]]
2	0	2	not much	73	1	1	f	72,73	[[72, 73]]
2	0	2	right along	9	1	1	f	8,9	[[8, 9]]
48	14	1	the	17	181	4	f	14,17,19,24,25,26,28,31,32,34,35,38,39,41,43,64,66,67,74,76,77,81,84,87,89,118,120,123,142,145,146,148,149,151,152,155,168,171,178,181,184,186,187,189,190,193,194,195	[[14, 17, 19], [24, 25], [26, 28, 31], [28, 31], [32, 34, 35], [34, 35, 38, 39], [38, 39, 41, 43], [64, 66, 67], [66, 67], [74, 76, 77], [76, 77, 81], [84, 87, 89], [118, 120, 123], [120, 123], [142, 145], [146, 148, 149, 151], [148, 149, 151], [152, 155], [168, 171], [178, 181], [184, 186, 187, 189], [186, 187, 189], [190, 193, 194, 195]]
48	12	1	right	5	195	2	f	0,2,5,8,9,11,14,16,17,21,24,27,29,42,45,47,54,55,57,74,75,84,87,89,94,95,96,97,104,105,109,110,113,120,122,123,125,127,146,147,158,161,162,165,192,193,194,195	[[0, 2, 5], [2, 5], [8, 9, 11], [14, 16, 17], [16, 17, 21], [24, 27, 29], [42, 45, 47], [54, 55, 57], [74, 75], [84, 87, 89], [94, 95, 96, 97], [96, 97], [104, 105, 109], [110, 113], [120, 122, 123, 125], [122, 123, 125, 127], [146, 147], [158, 161], [162, 165], [192, 193, 194, 195]]
13	3	1	and	19	179	1	f	14,19,28,29,31,74,75,77,94,95,188,189,193	[[14, 19], [28, 29, 31], [74, 75, 77], [94, 95], [188, 189, 193]]
11	1	1	to	17	175	2	f	14,17,26,31,34,35,104,105,109,186,189	[[14, 17], [26, 31], [34, 35], [104, 105, 109], [186, 189]]
8	2	1	go	9	67	1	f	8,9,24,28,29,31,70,75	[[8, 9], [24, 28, 29], [28, 29, 31], [70, 75]]
4	0	1	you	9	141	1	f	6,9,144,147	[[6, 9], [144, 147]]
4	0	1	it	69	125	9	f	64,69,186,189	[[64, 69], [186, 189]]
7	1	1	i	13	139	2	f	8,10,13,82,87,144,147	[[8, 10, 13], [10, 13], [82, 87], [144, 147]]
2	0	1	a	77	5	1	f	72,77	[[72, 77]]
4	0	1	just	155	43	1	f	152,155,194,195	[[152, 155], [194, 195]]
3	1	1	so	83	3	1	f	82,83,85	[[82, 83, 85]]
2	0	1	up	31	3	1	f	28,31	[[28, 31]]
4	0	1	left	35	155	3	f	34,35,186,189	[[34, 35], [186, 189]]
4	0	1	along	9	73	1	f	8,9,76,81	[[8, 9], [76, 81]]
4	0	1	got	59	43	3	f	58,59,100,101	[[58, 59], [100, 101]]
2	0	1	it's	145	3	1	f	142,145	[[142, 145]]
2	0	1	not	73	1	3	f	72,73	[[72, 73]]
2	0	1	what	65	1	1	f	64,65	[[64, 65]]
2	0	1	"""above"	149	1	1	f	148,149	[[148, 149]]
